Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Clarke,Shared Games with Danny Green,Shared Games with David Roddy,Shared Games with Desmond Bane,Shared Games with Dillon Brooks,Shared Games with Ja Morant,Shared Games with Jake LaRavia,Shared Games with John Konchar,Shared Games with Kennedy Chandler,Shared Games with Kenneth Lofton Jr.,Shared Games with Santi Aldama,Shared Games with Steven Adams,Shared Games with Tyus Jones,Shared Games with Vince Williams Jr.,Shared Games with Xavier Tillman Sr.,Shared Games with Ziaire Williams,Brandon Clarke,Danny Green,David Roddy,Desmond Bane,Dillon Brooks,Ja Morant,Jacob Gilyard,Jake LaRavia,John Konchar,Kennedy Chandler,Kenneth Lofton Jr.,Santi Aldama,Steven Adams,Tyus Jones,Vince Williams Jr.,Xavier Tillman Sr.,Ziaire Williams,co_inf with Brandon Clarke,co_inf with Danny Green,co_inf with David Roddy,co_inf with Desmond Bane,co_inf with Dillon Brooks,co_inf with Ja Morant,co_inf with Jacob Gilyard,co_inf with Jake LaRavia,co_inf with John Konchar,co_inf with Kennedy Chandler,co_inf with Kenneth Lofton Jr.,co_inf with Santi Aldama,co_inf with Steven Adams,co_inf with Tyus Jones,co_inf with Vince Williams Jr.,co_inf with Xavier Tillman Sr.,co_inf with Ziaire Williams,Shared Games with Luke Kennard,Luke Kennard,Trae Young,co_inf with Luke Kennard,co_inf with Trae Young,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
60.0,43.0,2023-02-28,23-166,MEM,LAL,1.0,31.566666666666663,7.0,14.0,0.5,1.0,4.0,0.25,1.0,1.0,1.0,3.0,4.0,7.0,0.0,1.0,4.0,2.0,5.0,16.0,12.1,-2.0,10.0,6.0,0.6,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,11.0,79.0,4.647058823529412,11.7,85.3,5.017647058823529,0.1223531866068634,L (-5),L (-5)
61.0,44.0,2023-03-01,23-167,MEM,HOU,1.0,28.58333333333333,6.0,12.0,0.5,2.0,7.0,0.286,3.0,3.0,1.0,1.0,3.0,4.0,0.0,0.0,5.0,1.0,4.0,17.0,13.5,25.0,5.0,4.0,0.8,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,10.0,95.0,5.588235294117647,12.3,92.4,5.435294117647059,0.1223531866068634,W (+18),W (+18)
62.0,45.0,2023-03-03,23-169,MEM,DEN,1.0,30.8,6.0,13.0,0.462,0.0,3.0,0.0,3.0,5.0,0.6,1.0,5.0,6.0,1.0,0.0,3.0,1.0,4.0,15.0,9.9,3.0,10.0,6.0,0.6,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,6.0,43.0,2.5294117647058822,8.7,50.10000000000001,2.9470588235294124,0.1223531866068634,W (+12),W (+12)
63.0,46.0,2023-03-05,23-171,MEM,LAC,1.0,34.78333333333333,8.0,18.0,0.444,2.0,5.0,0.4,6.0,7.0,0.857,1.0,4.0,5.0,2.0,2.0,2.0,2.0,5.0,24.0,16.9,-5.0,13.0,6.0,0.4615384615384615,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,8.0,92.0,5.411764705882353,14.499999999999996,89.3,5.252941176470588,0.1223531866068634,,
64.0,47.0,2023-03-07,23-173,MEM,LAL,1.0,31.15,8.0,15.0,0.533,2.0,6.0,0.333,8.0,11.0,0.727,0.0,8.0,8.0,0.0,1.0,2.0,0.0,5.0,26.0,20.3,-5.0,9.0,6.0,0.6666666666666666,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,11.0,35.0,2.0588235294117645,17.099999999999994,42.19999999999999,2.4823529411764698,0.1223531866068634,W (+14),W (+14)
65.0,48.0,2023-03-09,23-175,MEM,GSW,1.0,32.266666666666666,6.0,13.0,0.462,3.0,4.0,0.75,6.0,7.0,0.857,2.0,7.0,9.0,3.0,1.0,1.0,2.0,4.0,21.0,17.6,27.0,9.0,3.0,0.3333333333333333,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,13.0,80.0,4.705882352941177,15.2,84.89999999999999,4.994117647058823,0.1223531866068634,L (-16),L (-16)
66.0,49.0,2023-03-11,23-177,MEM,DAL,1.0,33.266666666666666,3.0,12.0,0.25,0.0,5.0,0.0,8.0,9.0,0.889,1.0,6.0,7.0,0.0,0.0,2.0,1.0,3.0,14.0,8.1,3.0,7.0,3.0,0.4285714285714285,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,1.0,89.0,5.235294117647059,4.9,77.89999999999999,4.58235294117647,0.1223531866068634,L (-6),L (-6)
67.0,50.0,2023-03-13,23-179,MEM,DAL,1.0,23.9,2.0,8.0,0.25,1.0,4.0,0.25,2.0,2.0,1.0,0.0,5.0,5.0,0.0,1.0,0.0,3.0,4.0,7.0,0.1,8.0,4.0,1.0,0.25,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,0.0,98.0,5.764705882352941,-0.6999999999999988,91.8,5.4,0.1223531866068634,L (-9),L (-9)
68.0,51.0,2023-03-15,23-181,MEM,MIA,1.0,28.166666666666668,10.0,15.0,0.667,4.0,7.0,0.571,1.0,3.0,0.333,3.0,6.0,9.0,1.0,2.0,1.0,1.0,2.0,25.0,23.2,-23.0,8.0,6.0,0.75,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,19.0,66.0,3.882352941176471,22.800000000000004,57.89999999999999,3.405882352941176,0.1223531866068634,W (+21),W (+21)
69.0,52.0,2023-03-17,23-183,MEM,SAS,1.0,42.78333333333333,12.0,20.0,0.6,0.0,3.0,0.0,4.0,7.0,0.571,3.0,2.0,5.0,1.0,1.0,4.0,5.0,5.0,28.0,17.8,10.0,17.0,12.0,0.7058823529411765,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,7.0,93.0,5.470588235294118,16.2,78.1,4.594117647058823,0.1223531866068634,W (+4),W (+4)
70.0,53.0,2023-03-18,23-184,MEM,GSW,1.0,29.15,12.0,22.0,0.545,3.0,9.0,0.333,4.0,5.0,0.8,1.0,6.0,7.0,3.0,0.0,4.0,0.0,3.0,31.0,26.2,13.0,13.0,9.0,0.6923076923076923,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,18.0,91.0,5.352941176470588,24.6,85.0,5.0,0.1223531866068634,W (+16),W (+16)
71.0,54.0,2023-03-20,23-186,MEM,DAL,1.0,23.166666666666668,10.0,16.0,0.625,1.0,2.0,0.5,7.0,10.0,0.7,3.0,1.0,4.0,1.0,0.0,1.0,0.0,5.0,28.0,21.4,-2.0,14.0,9.0,0.6428571428571429,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,8.0,49.0,2.8823529411764706,18.600000000000005,55.4,3.2588235294117647,0.1223531866068634,L (-19),L (-19)
72.0,55.0,2023-03-22,23-188,MEM,HOU,1.0,35.35,14.0,20.0,0.7,1.0,5.0,0.2,8.0,11.0,0.727,3.0,7.0,10.0,2.0,1.0,2.0,4.0,4.0,37.0,29.8,4.0,15.0,13.0,0.8666666666666667,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,17.0,69.0,4.0588235294117645,26.6,76.19999999999999,4.48235294117647,0.1223531866068634,W (+6),W (+6)
73.0,56.0,2023-03-24,23-190,MEM,HOU,1.0,25.55,5.0,13.0,0.385,0.0,4.0,0.0,8.0,9.0,0.889,1.0,6.0,7.0,2.0,2.0,2.0,2.0,3.0,18.0,14.6,20.0,9.0,5.0,0.5555555555555556,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,7.0,106.0,6.235294117647059,11.399999999999997,111.5,6.5588235294117645,0.1223531866068634,W (+14),W (+14)
74.0,57.0,2023-03-26,23-192,MEM,ATL,1.0,34.31666666666667,6.0,10.0,0.6,1.0,2.0,0.5,2.0,2.0,1.0,1.0,7.0,8.0,0.0,3.0,5.0,4.0,3.0,15.0,14.5,-3.0,8.0,5.0,0.625,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,15.0,77.0,4.529411764705882,13.7,84.0,4.941176470588236,0.1223531866068634,W (+4),W (+4)
75.0,58.0,2023-03-28,23-194,MEM,ORL,1.0,25.58333333333333,7.0,11.0,0.636,2.0,2.0,1.0,0.0,1.0,0.0,2.0,8.0,10.0,0.0,0.0,3.0,3.0,6.0,16.0,11.2,3.0,9.0,5.0,0.5555555555555556,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,14.0,62.0,3.647058823529412,11.199999999999998,65.7,3.864705882352941,0.1223531866068634,W (+5),W (+5)
76.0,,2023-03-29,23-195,MEM,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,,75.0,4.411764705882353,0.0,100.5,5.911764705882353,0.1223531866068634,W (+37),W (+37)
77.0,59.0,2023-03-31,23-197,MEM,LAC,1.0,25.816666666666663,4.0,10.0,0.4,0.0,2.0,0.0,1.0,2.0,0.5,2.0,6.0,8.0,0.0,2.0,3.0,2.0,4.0,9.0,6.9,,8.0,4.0,0.5,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,8.0,78.0,4.588235294117647,6.499999999999998,96.79999999999998,5.694117647058823,0.1223531866068634,W (+4),W (+4)
78.0,60.0,2023-04-02,23-199,MEM,CHI,1.0,28.933333333333334,11.0,20.0,0.55,5.0,8.0,0.625,4.0,4.0,1.0,3.0,5.0,8.0,1.0,0.0,1.0,1.0,5.0,31.0,23.4,-1.0,12.0,6.0,0.5,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,16.0,72.0,4.235294117647059,21.800000000000004,60.2,3.541176470588236,0.1223531866068634,W (+5),W (+5)
79.0,61.0,2023-04-04,23-201,MEM,POR,1.0,32.55,5.0,9.0,0.556,0.0,1.0,0.0,7.0,9.0,0.778,0.0,7.0,7.0,2.0,0.0,1.0,2.0,4.0,17.0,12.5,28.0,8.0,5.0,0.625,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,7.0,84.0,4.941176470588236,9.7,88.0,5.176470588235294,0.1223531866068634,L (-9),L (-9)
80.0,62.0,2023-04-05,23-202,MEM,NOP,1.0,40.66666666666666,13.0,28.0,0.464,3.0,9.0,0.333,11.0,12.0,0.917,4.0,5.0,9.0,3.0,1.0,4.0,3.0,4.0,40.0,30.8,-17.0,19.0,10.0,0.5263157894736842,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,14.0,93.0,5.470588235294118,26.399999999999995,87.4,5.141176470588236,0.1223531866068634,W (+14),W (+14)
81.0,63.0,2023-04-07,23-204,MEM,MIL,1.0,27.03333333333333,12.0,18.0,0.667,5.0,6.0,0.833,7.0,8.0,0.875,2.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,36.0,30.1,8.0,12.0,7.0,0.5833333333333334,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,17.0,106.0,6.235294117647059,27.3,88.49999999999999,5.205882352941176,0.1223531866068634,L (-21),L (-21)
82.0,,2023-04-09,23-206,MEM,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,,50.0,2.9411764705882355,0.0,68.19999999999999,4.011764705882352,0.1223531866068634,W (+10),W (+10)
