Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alondes Williams,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Edmond Sumner,Shared Games with Joe Harris,Shared Games with Kevin Durant,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Nic Claxton,Shared Games with Patty Mills,Shared Games with RaiQuan Gray,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with T.J. Warren,Shared Games with Yuta Watanabe,Alondes Williams,Ben Simmons,Cam Thomas,David Duke Jr.,Day'Ron Sharpe,Edmond Sumner,Joe Harris,Kevin Durant,Kyrie Irving,Markieff Morris,Nic Claxton,Patty Mills,RaiQuan Gray,Royce O'Neale,Seth Curry,T.J. Warren,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Kevin Durant,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with RaiQuan Gray,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with T.J. Warren,co_inf with Yuta Watanabe,Shared Games with Alex Len,Shared Games with Chimezie Metu,Shared Games with Davion Mitchell,Shared Games with De'Aaron Fox,Shared Games with Domantas Sabonis,Shared Games with Harrison Barnes,Shared Games with Keegan Murray,Shared Games with Keon Ellis,Shared Games with Kevin Huerter,Shared Games with Malik Monk,Shared Games with Matthew Dellavedova,Shared Games with Neemias Queta,Shared Games with Richaun Holmes,Shared Games with Terence Davis,Shared Games with Trey Lyles,Shared Games with Dorian Finney-Smith,Shared Games with Spencer Dinwiddie,Shared Games with Nerlens Noel,Shared Games with Moses Brown,Alex Len,Chima Moneke,Chimezie Metu,Davion Mitchell,De'Aaron Fox,Deonte Burton,Domantas Sabonis,Harrison Barnes,JD Davison,Keegan Murray,Keon Ellis,Kevin Huerter,KZ Okpala,Malik Monk,Matthew Dellavedova,Neemias Queta,PJ Dozier,Richaun Holmes,Terence Davis,Trey Lyles,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Chimezie Metu,co_inf with Davion Mitchell,co_inf with De'Aaron Fox,co_inf with Domantas Sabonis,co_inf with Harrison Barnes,co_inf with JD Davison,co_inf with Keegan Murray,co_inf with Keon Ellis,co_inf with Kevin Huerter,co_inf with KZ Okpala,co_inf with Malik Monk,co_inf with Matthew Dellavedova,co_inf with Neemias Queta,co_inf with Richaun Holmes,co_inf with Terence Davis,co_inf with Trey Lyles,co_inf with Deonte Burton,co_inf with PJ Dozier,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
29,29,,2022-12-12,22-125,BRK,@,WAS,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,,60.0,1.6666666666666667,0.0,83.0,2.3055555555555554
30,30,,2022-12-16,22-129,BRK,@,TOR,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,,84.0,2.333333333333333,0.0,99.8,2.772222222222222
31,31,,2022-12-18,22-131,BRK,@,DET,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,,52.0,1.4444444444444444,0.0,72.1,2.0027777777777778
32,32,,2022-12-21,22-134,BRK,,GSW,W (+30),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,,59.0,1.6388888888888888,0.0,73.0,2.0277777777777777
33,33,,2022-12-23,22-136,BRK,,MIL,W (+18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,,90.0,2.5,0.0,101.2,2.8111111111111113
34,34,,2022-12-26,22-139,BRK,@,CLE,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,,80.0,2.2222222222222223,0.0,98.69999999999996,2.7416666666666654
35,35,,2022-12-28,22-141,BRK,@,ATL,W (+1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,,64.0,1.7777777777777777,0.0,74.6,2.072222222222222
36,36,,2022-12-31,22-144,BRK,@,CHO,W (+17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,,70.0,1.9444444444444444,0.0,80.89999999999998,2.247222222222222
37,37,,2023-01-02,22-146,BRK,,SAS,W (+36),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,,72.0,2.0,0.0,89.30000000000001,2.480555555555556
38,38,,2023-01-04,22-148,BRK,@,CHI,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,,65.0,1.805555555555556,0.0,92.29999999999998,2.563888888888888
39,39,,2023-01-06,22-150,BRK,@,NOP,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,,108.0,3.0,0.0,113.9,3.163888888888889
40,40,,2023-01-08,22-152,BRK,@,MIA,W (+1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,,79.0,2.1944444444444446,0.0,96.20000000000002,2.6722222222222225
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-12,22-156,BRK,,BOS,L (-11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,,108.0,3.0,0.0,123.3,3.425
43,42,,2023-01-15,22-159,BRK,,OKC,L (-10),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,,82.0,2.2777777777777777,0.0,104.09999999999998,2.891666666666666
44,43,,2023-01-17,22-161,BRK,@,SAS,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,,69.0,1.9166666666666667,0.0,87.9,2.441666666666667
45,44,,2023-01-19,22-163,BRK,@,PHO,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,,69.0,1.9166666666666667,0.0,82.19999999999999,2.283333333333333
46,45,,2023-01-20,22-164,BRK,@,UTA,W (+11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,,74.0,2.055555555555556,0.0,99.1,2.7527777777777778
47,46,,2023-01-22,22-166,BRK,@,GSW,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,,108.0,3.0,0.0,111.1,3.086111111111111
