Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Lawson,Shared Games with Austin Rivers,Shared Games with Bryn Forbes,Shared Games with D'Angelo Russell,Shared Games with Jaden McDaniels,Shared Games with Jaylen Nowell,Shared Games with Jordan McLaughlin,Shared Games with Josh Minott,Shared Games with Karl-Anthony Towns,Shared Games with Kyle Anderson,Shared Games with Luka Garza,Shared Games with Nathan Knight,Shared Games with Naz Reid,Shared Games with Rudy Gobert,Shared Games with Taurean Prince,Shared Games with Wendell Moore Jr.,A.J. Lawson,Austin Rivers,Bryn Forbes,D'Angelo Russell,Jaden McDaniels,Jaylen Nowell,Jordan McLaughlin,Josh Minott,Karl-Anthony Towns,Kyle Anderson,Luka Garza,Nathan Knight,Naz Reid,Rudy Gobert,Taurean Prince,Wendell Moore Jr.,co_inf with A.J. Lawson,co_inf with Austin Rivers,co_inf with Bryn Forbes,co_inf with D'Angelo Russell,co_inf with Jaden McDaniels,co_inf with Jaylen Nowell,co_inf with Jordan McLaughlin,co_inf with Josh Minott,co_inf with Karl-Anthony Towns,co_inf with Kyle Anderson,co_inf with Luka Garza,co_inf with Nathan Knight,co_inf with Naz Reid,co_inf with Rudy Gobert,co_inf with Taurean Prince,co_inf with Wendell Moore Jr.,Shared Games with Matt Ryan,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Matt Ryan,Mike Conley,Nickeil Alexander-Walker,Vit Krejci,co_inf with Matt Ryan,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Vit Krejci,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
54,53,53,2023-01-30,21-178,MIN,,SAC,L (-7),1,40:46,14.0,27.0,.519,4.0,11.0,.364,1,4.0,.250,2.0,6.0,8.0,5.0,2.0,2.0,6.0,2.0,33.0,21.8,-11,16.0,10.0,0.625,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,13.0,68.0,3.5789473684210527,21.399999999999995,75.19999999999999,3.9578947368421047
55,54,54,2023-02-01,21-180,MIN,,GSW,W (+5),1,39:11,10.0,26.0,.385,2.0,11.0,.182,5,6.0,.833,0.0,6.0,6.0,5.0,2.0,1.0,6.0,1.0,27.0,14.0,-9,15.0,8.0,0.5333333333333333,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,3.0,68.0,3.5789473684210527,12.0,67.79999999999998,3.568421052631578
56,55,55,2023-02-03,21-182,MIN,,ORL,L (-7),1,37:49,5.0,15.0,.333,1.0,7.0,.143,8,10.0,.800,0.0,5.0,5.0,5.0,1.0,1.0,4.0,3.0,19.0,11.2,-10,8.0,4.0,0.5,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,2.0,50.0,2.631578947368421,8.0,54.7,2.878947368421053
57,56,56,2023-02-05,21-184,MIN,,DEN,W (+30),1,30:38,8.0,17.0,.471,1.0,5.0,.200,3,5.0,.600,0.0,4.0,4.0,3.0,2.0,0.0,2.0,2.0,20.0,13.0,+13,12.0,7.0,0.5833333333333334,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,5.0,55.0,2.894736842105264,11.8,63.4,3.3368421052631576
58,57,57,2023-02-07,21-186,MIN,@,DEN,L (-34),1,20:39,7.0,11.0,.636,1.0,3.0,.333,4,5.0,.800,0.0,3.0,3.0,3.0,0.0,1.0,1.0,3.0,19.0,15.2,-12,8.0,6.0,0.75,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,9.0,35.0,1.8421052631578947,13.599999999999998,49.1,2.5842105263157897
59,58,58,2023-02-08,21-187,MIN,@,UTA,W (+25),1,33:07,13.0,27.0,.481,4.0,9.0,.444,1,1.0,1.000,0.0,7.0,7.0,8.0,1.0,0.0,1.0,1.0,31.0,24.6,+19,18.0,9.0,0.5,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,18.0,116.0,6.105263157894737,24.20000000000001,116.0,6.105263157894737
60,59,59,2023-02-10,21-189,MIN,@,MEM,L (-21),1,38:58,8.0,19.0,.421,1.0,3.0,.333,0,0.0,,0.0,2.0,2.0,5.0,1.0,2.0,3.0,2.0,17.0,9.6,-18,16.0,7.0,0.4375,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,5.0,58.0,3.0526315789473686,9.6,61.6,3.2421052631578946
61,60,60,2023-02-13,21-192,MIN,@,DAL,W (+3),1,35:40,12.0,22.0,.545,1.0,4.0,.250,7,7.0,1.000,1.0,4.0,5.0,1.0,0.0,0.0,3.0,4.0,32.0,19.4,+9,18.0,11.0,0.6111111111111112,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,6.0,73.0,3.842105263157895,16.600000000000005,86.49999999999999,4.552631578947367
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,,0.0,0.0,0.0,0.0,0.0
63,61,61,2023-02-16,21-195,MIN,,WAS,L (-8),1,37:29,11.0,26.0,.423,3.0,10.0,.300,9,10.0,.900,1.0,4.0,5.0,3.0,3.0,1.0,6.0,4.0,34.0,19.9,-6,16.0,8.0,0.5,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,4.0,65.0,3.421052631578948,16.300000000000008,65.6,3.452631578947368
64,62,62,2023-02-24,21-203,MIN,,CHO,L (-8),1,40:17,11.0,26.0,.423,3.0,7.0,.429,4,4.0,1.000,0.0,8.0,8.0,5.0,2.0,2.0,4.0,0.0,29.0,20.5,-3,19.0,8.0,0.4210526315789473,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,12.0,69.0,3.631578947368421,18.899999999999995,62.49999999999999,3.289473684210526
65,63,63,2023-02-26,21-205,MIN,@,GSW,L (-5),1,38:32,5.0,19.0,.263,2.0,8.0,.250,0,1.0,.000,0.0,5.0,5.0,7.0,2.0,2.0,5.0,1.0,12.0,4.7,+1,11.0,3.0,0.2727272727272727,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,3.0,65.0,3.421052631578948,4.6999999999999975,74.1,3.9
66,64,64,2023-02-28,21-207,MIN,@,LAC,W (+7),1,36:51,6.0,18.0,.333,2.0,5.0,.400,4,5.0,.800,1.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,18.0,10.7,+8,13.0,4.0,0.3076923076923077,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,3.0,73.0,3.842105263157895,9.099999999999993,90.0,4.7368421052631575
67,65,65,2023-03-03,21-210,MIN,@,LAL,W (+8),1,35:34,7.0,16.0,.438,5.0,8.0,.625,0,0.0,,0.0,5.0,5.0,2.0,4.0,2.0,5.0,5.0,19.0,11.9,+4,8.0,2.0,0.25,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,11.0,54.0,2.8421052631578947,11.9,63.89999999999999,3.3631578947368417
68,66,66,2023-03-04,21-211,MIN,@,SAC,W (+4),1,35:46,10.0,20.0,.500,2.0,8.0,.250,5,8.0,.625,1.0,3.0,4.0,8.0,0.0,0.0,4.0,4.0,27.0,17.4,-5,12.0,8.0,0.6666666666666666,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,7.0,77.0,4.052631578947368,15.400000000000002,80.49999999999999,4.2368421052631575
69,67,67,2023-03-07,21-214,MIN,,PHI,L (-23),1,33:50,12.0,24.0,.500,5.0,10.0,.500,3,4.0,.750,0.0,7.0,7.0,1.0,0.0,0.0,2.0,2.0,32.0,19.6,-15,14.0,7.0,0.5,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,10.0,55.0,2.894736842105264,18.4,61.3,3.2263157894736842
70,68,68,2023-03-10,21-217,MIN,,BRK,L (-1),1,43:41,12.0,26.0,.462,3.0,9.0,.333,5,6.0,.833,0.0,6.0,6.0,2.0,2.0,3.0,2.0,2.0,32.0,22.7,-4,17.0,9.0,0.5294117647058824,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,11.0,57.0,3.0,20.699999999999992,59.0,3.1052631578947367
71,69,69,2023-03-13,21-220,MIN,@,ATL,W (+21),1,35:48,12.0,25.0,.480,2.0,10.0,.200,6,10.0,.600,0.0,8.0,8.0,5.0,1.0,2.0,3.0,1.0,32.0,22.6,+23,15.0,10.0,0.6666666666666666,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,10.0,106.0,5.578947368421052,20.2,116.1,6.110526315789474
72,70,70,2023-03-15,21-222,MIN,,BOS,L (-2),1,38:26,10.0,20.0,.500,5.0,8.0,.625,3,5.0,.600,0.0,10.0,10.0,7.0,0.0,0.0,3.0,0.0,28.0,22.1,+5,12.0,5.0,0.4166666666666667,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,17.0,47.0,2.473684210526316,20.9,56.1,2.9526315789473685
73,71,71,2023-03-17,21-224,MIN,@,CHI,L (-8),1,8:05,3.0,4.0,.750,2.0,2.0,1.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,7.1,+5,2.0,1.0,0.5,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,5.0,70.0,3.684210526315789,7.099999999999999,85.2,4.484210526315789
74,72,,2023-03-18,21-225,MIN,@,TOR,L (-15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,,61.0,3.210526315789474,0.0,68.70000000000002,3.6157894736842113
75,73,,2023-03-20,21-227,MIN,@,NYK,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,,81.0,4.2631578947368425,0.0,97.0,5.105263157894737
76,74,,2023-03-22,21-229,MIN,,ATL,W (+1),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,,68.0,3.5789473684210527,0.0,92.5,4.868421052631579
77,75,72,2023-03-26,21-233,MIN,@,GSW,W (+3),1,34:39,5.0,14.0,.357,2.0,8.0,.250,1,2.0,.500,1.0,3.0,4.0,3.0,1.0,0.0,3.0,1.0,13.0,6.1,+12,6.0,3.0,0.5,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,2.0,59.0,3.1052631578947367,5.699999999999996,55.8,2.9368421052631577
78,76,73,2023-03-27,21-234,MIN,@,SAC,W (+4),1,38:39,6.0,15.0,.400,1.0,3.0,.333,4,8.0,.500,1.0,4.0,5.0,7.0,0.0,0.0,1.0,4.0,17.0,11.5,+6,12.0,5.0,0.4166666666666667,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,5.0,83.0,4.368421052631579,9.899999999999997,94.5,4.973684210526316
79,77,74,2023-03-29,21-236,MIN,@,PHO,L (-7),1,39:53,13.0,22.0,.591,3.0,9.0,.333,2,3.0,.667,0.0,0.0,0.0,6.0,1.0,1.0,1.0,2.0,31.0,24.5,-8,13.0,10.0,0.7692307692307693,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,13.0,54.0,2.8421052631578947,23.70000000000001,48.5,2.5526315789473686
80,78,75,2023-03-31,21-238,MIN,,LAL,L (-12),1,38:12,4.0,16.0,.250,2.0,7.0,.286,1,2.0,.500,0.0,4.0,4.0,3.0,1.0,0.0,3.0,1.0,11.0,1.9,,9.0,2.0,0.2222222222222222,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,-2.0,54.0,2.8421052631578947,1.4999999999999991,67.79999999999998,3.568421052631578
81,79,76,2023-04-02,21-240,MIN,,POR,L (-2),1,37:35,15.0,30.0,.500,3.0,8.0,.375,4,5.0,.800,0.0,5.0,5.0,6.0,1.0,0.0,4.0,1.0,37.0,23.9,-1,22.0,12.0,0.5454545454545454,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,10.0,74.0,3.8947368421052633,22.300000000000004,69.60000000000001,3.6631578947368424
