Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Georges Niang,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Matisse Thybulle,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Danuel House Jr.,De'Anthony Melton,Furkan Korkmaz,Georges Niang,Jaden Springer,James Harden,Joel Embiid,Julian Champagnie,Louis King,Mac McClung,Matisse Thybulle,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Matisse Thybulle,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey,Shared Games with Jalen McDaniels,Shared Games with Bismack Biyombo,Shared Games with Cameron Payne,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Ish Wainright,Shared Games with Jock Landale,Shared Games with Josh Okogie,Shared Games with Landry Shamet,Shared Games with Torrey Craig,Bismack Biyombo,Cameron Payne,Chris Paul,Damion Lee,Darius Bazley,Deandre Ayton,Devin Booker,Ish Wainright,Jaylen Brown,Jock Landale,Josh Okogie,Kevin Durant,Landry Shamet,T.J. Warren,Terrence Ross,Torrey Craig,co_inf with Bismack Biyombo,co_inf with Cameron Payne,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Darius Bazley,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Ish Wainright,co_inf with Jaylen Brown,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Kevin Durant,co_inf with Landry Shamet,co_inf with T.J. Warren,co_inf with Terrence Ross,co_inf with Torrey Craig,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
31.0,18.0,2023-02-10,23-232,PHO,IND,0,17.216666666666665,1.0,6.0,.167,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,1.0,3.0,0.0,2.0,1.0,2.0,0.1,-9,4.0,1.0,0.25,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,0.0,115.0,5.0,0.1000000000000009,96.20000000000002,4.182608695652175,13.1,0.7,-1.8,-2.7,0.9,0.0155596094001502,0.517,0.248,0.471,0.0,0.2,L (-9),L (-9)
32.0,19.0,2023-02-14,23-236,PHO,SAC,0,6.266666666666667,3.0,4.0,.750,0.0,1.0,.000,1,1.0,1.000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,6.1,+2,3.0,3.0,1.0,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,3.0,89.0,3.869565217391304,5.699999999999998,63.4,2.756521739130435,13.1,0.7,-1.8,-2.7,0.9,0.0155596094001502,0.517,0.248,0.471,0.0,0.2,W (+13),W (+13)
33.0,20.0,2023-02-16,23-238,PHO,LAC,0,7.9,2.0,4.0,.500,0.0,0.0,,0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,4.0,1.8,-2,4.0,2.0,0.5,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,2.0,72.0,3.130434782608696,1.7999999999999998,54.6,2.373913043478261,13.1,0.7,-1.8,-2.7,0.9,0.0155596094001502,0.517,0.248,0.471,0.0,0.2,W (+11),W (+11)
34.0,,2023-02-24,23-246,PHO,OKC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,,120.0,5.217391304347826,0.0,88.39999999999999,3.843478260869565,13.1,0.7,-1.8,-2.7,0.9,0.0155596094001502,0.517,0.248,0.471,0.0,0.2,L (-9),L (-9)
35.0,,2023-02-26,23-248,PHO,MIL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,,101.0,4.391304347826087,0.0,67.1,2.917391304347826,13.1,0.7,-1.8,-2.7,0.9,0.0155596094001502,0.517,0.248,0.471,0.0,0.2,W (+9),W (+9)
36.0,,2023-03-01,23-251,PHO,CHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,,61.0,2.652173913043478,0.0,51.4,2.234782608695652,13.1,0.7,-1.8,-2.7,0.9,0.0155596094001502,0.517,0.248,0.471,0.0,0.2,L (-3),L (-3)
37.0,21.0,2023-03-03,23-253,PHO,CHI,0,1.5166666666666666,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0,0.0,0.0,,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,1.0,99.0,4.304347826086956,0.7,47.6,2.0695652173913044,13.1,0.7,-1.8,-2.7,0.9,0.0155596094001502,0.517,0.248,0.471,0.0,0.2,W (+14),W (+14)
38.0,,2023-03-05,23-255,PHO,DAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,,76.0,3.3043478260869565,0.0,37.5,1.6304347826086956,13.1,0.7,-1.8,-2.7,0.9,0.0155596094001502,0.517,0.248,0.471,0.0,0.2,W (+21),W (+21)
39.0,22.0,2023-03-08,23-258,PHO,OKC,0,6.233333333333333,0.0,4.0,.000,0.0,1.0,.000,2,2.0,1.000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.1,-4,3.0,0.0,0.0,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,-3.0,83.0,3.608695652173913,-0.8999999999999997,50.3,2.1869565217391305,13.1,0.7,-1.8,-2.7,0.9,0.0155596094001502,0.517,0.248,0.471,0.0,0.2,W (+4),W (+4)
40.0,,2023-03-11,23-261,PHO,SAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,,61.0,2.652173913043478,0.0,42.0,1.826086956521739,13.1,0.7,-1.8,-2.7,0.9,0.0155596094001502,0.517,0.248,0.471,0.0,0.2,W (+31),W (+31)
41.0,,2023-03-13,23-263,PHO,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,,37.0,1.608695652173913,0.0,35.99999999999999,1.5652173913043474,13.1,0.7,-1.8,-2.7,0.9,0.0155596094001502,0.517,0.248,0.471,0.0,0.2,L (-9),L (-9)
42.0,,2023-03-14,23-264,PHO,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,,69.0,3.0,0.0,40.3,1.752173913043478,13.1,0.7,-1.8,-2.7,0.9,0.0155596094001502,0.517,0.248,0.471,0.0,0.2,,
43.0,,2023-03-16,23-266,PHO,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,,56.0,2.4347826086956523,0.0,44.9,1.952173913043478,13.1,0.7,-1.8,-2.7,0.9,0.0155596094001502,0.517,0.248,0.471,0.0,0.2,L (-11),L (-11)
44.0,,2023-03-19,23-269,PHO,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,,57.0,2.4782608695652173,0.0,49.7,2.1608695652173915,13.1,0.7,-1.8,-2.7,0.9,0.0155596094001502,0.517,0.248,0.471,0.0,0.2,L (-12),L (-12)
45.0,,2023-03-22,23-272,PHO,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,,50.0,2.1739130434782608,0.0,41.8,1.817391304347826,13.1,0.7,-1.8,-2.7,0.9,0.0155596094001502,0.517,0.248,0.471,0.0,0.2,W (+3),W (+3)
46.0,,2023-03-24,23-274,PHO,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,,35.0,1.5217391304347827,0.0,29.99999999999999,1.304347826086956,13.1,0.7,-1.8,-2.7,0.9,0.0155596094001502,0.517,0.248,0.471,0.0,0.2,L (-4),L (-4)
47.0,,2023-03-25,23-275,PHO,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,,77.0,3.347826086956522,0.0,57.2,2.4869565217391307,13.1,0.7,-1.8,-2.7,0.9,0.0155596094001502,0.517,0.248,0.471,0.0,0.2,L (-11),L (-11)
48.0,,2023-03-27,23-277,PHO,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,,41.0,1.7826086956521738,0.0,42.0,1.826086956521739,13.1,0.7,-1.8,-2.7,0.9,0.0155596094001502,0.517,0.248,0.471,0.0,0.2,L (-8),L (-8)
49.0,,2023-03-29,23-279,PHO,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,,59.0,2.565217391304348,0.0,48.50000000000001,2.108695652173913,13.1,0.7,-1.8,-2.7,0.9,0.0155596094001502,0.517,0.248,0.471,0.0,0.2,W (+20),W (+20)
50.0,,2023-03-31,23-281,PHO,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,,53.0,2.3043478260869565,0.0,41.5,1.8043478260869563,13.1,0.7,-1.8,-2.7,0.9,0.0155596094001502,0.517,0.248,0.471,0.0,0.2,W (+14),W (+14)
