Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Clarke,Shared Games with David Roddy,Shared Games with Desmond Bane,Shared Games with Dillon Brooks,Shared Games with Ja Morant,Shared Games with Jaren Jackson Jr.,Shared Games with John Konchar,Shared Games with Santi Aldama,Shared Games with Tyus Jones,Shared Games with Xavier Tillman Sr.,Shared Games with Ziaire Williams,Brandon Clarke,David Roddy,Desmond Bane,Dillon Brooks,Ja Morant,Jacob Gilyard,Jake LaRavia,Jaren Jackson Jr.,John Konchar,Kennedy Chandler,Kenneth Lofton Jr.,Santi Aldama,Steven Adams,Tyus Jones,Vince Williams Jr.,Xavier Tillman Sr.,Ziaire Williams,co_inf with Brandon Clarke,co_inf with David Roddy,co_inf with Desmond Bane,co_inf with Dillon Brooks,co_inf with Ja Morant,co_inf with Jacob Gilyard,co_inf with Jake LaRavia,co_inf with Jaren Jackson Jr.,co_inf with John Konchar,co_inf with Kennedy Chandler,co_inf with Kenneth Lofton Jr.,co_inf with Santi Aldama,co_inf with Steven Adams,co_inf with Tyus Jones,co_inf with Vince Williams Jr.,co_inf with Xavier Tillman Sr.,co_inf with Ziaire Williams,Shared Games with Luke Kennard,Shared Games with Caris LeVert,Shared Games with Cedi Osman,Shared Games with Darius Garland,Shared Games with Dean Wade,Shared Games with Donovan Mitchell,Shared Games with Dylan Windler,Shared Games with Evan Mobley,Shared Games with Isaac Okoro,Shared Games with Isaiah Mobley,Shared Games with Jarrett Allen,Shared Games with Lamar Stevens,Shared Games with Mamadi Diakite,Shared Games with Raul Neto,Shared Games with Ricky Rubio,Shared Games with Robin Lopez,Caris LeVert,Cedi Osman,Darius Garland,Dean Wade,Dejounte Murray,Donovan Mitchell,Dylan Windler,Evan Mobley,Isaac Okoro,Isaiah Mobley,Jarrett Allen,Lamar Stevens,Mamadi Diakite,Raul Neto,Ricky Rubio,Robin Lopez,Sam Merrill,co_inf with Caris LeVert,co_inf with Cedi Osman,co_inf with Darius Garland,co_inf with Dean Wade,co_inf with Dejounte Murray,co_inf with Donovan Mitchell,co_inf with Dylan Windler,co_inf with Evan Mobley,co_inf with Isaac Okoro,co_inf with Isaiah Mobley,co_inf with Jarrett Allen,co_inf with Lamar Stevens,co_inf with Mamadi Diakite,co_inf with Raul Neto,co_inf with Ricky Rubio,co_inf with Robin Lopez,co_inf with Sam Merrill,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-07,35-138,MEM,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,71.0,2.6296296296296298,0.0,92.3,3.4185185185185185,10.8,0.2,-1.9,-2.1,0.2,0.000938771252738,0.617,0.755,0.02,0.0,0.0,L (-3),L (-3)
12.0,,2022-11-09,35-140,MEM,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,55.0,2.037037037037037,0.0,71.89999999999999,2.6629629629629625,10.8,0.2,-1.9,-2.1,0.2,0.000938771252738,0.617,0.755,0.02,0.0,0.0,W (+2),W (+2)
13.0,,2022-11-11,35-142,MEM,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,62.0,2.2962962962962963,0.0,94.39999999999998,3.496296296296296,10.8,0.2,-1.9,-2.1,0.2,0.000938771252738,0.617,0.755,0.02,0.0,0.0,W (+11),W (+11)
14.0,,2022-11-13,35-144,MEM,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,60.0,2.2222222222222223,0.0,79.50000000000001,2.944444444444445,10.8,0.2,-1.9,-2.1,0.2,0.000938771252738,0.617,0.755,0.02,0.0,0.0,L (-10),L (-10)
15.0,,2022-11-15,35-146,MEM,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,78.0,2.888888888888889,0.0,100.5,3.7222222222222223,10.8,0.2,-1.9,-2.1,0.2,0.000938771252738,0.617,0.755,0.02,0.0,0.0,L (-11),L (-11)
16.0,,2022-11-18,35-149,MEM,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,99.0,3.6666666666666665,0.0,105.40000000000002,3.903703703703704,10.8,0.2,-1.9,-2.1,0.2,0.000938771252738,0.617,0.755,0.02,0.0,0.0,W (+11),W (+11)
17.0,,2022-11-20,35-151,MEM,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,81.0,3.0,0.0,102.9,3.8111111111111113,10.8,0.2,-1.9,-2.1,0.2,0.000938771252738,0.617,0.755,0.02,0.0,0.0,L (-12),L (-12)
18.0,,2022-11-22,35-153,MEM,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,77.0,2.851851851851852,0.0,95.8,3.548148148148148,10.8,0.2,-1.9,-2.1,0.2,0.000938771252738,0.617,0.755,0.02,0.0,0.0,L (-4),L (-4)
19.0,,2022-11-25,35-156,MEM,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,61.0,2.259259259259259,0.0,91.40000000000002,3.3851851851851857,10.8,0.2,-1.9,-2.1,0.2,0.000938771252738,0.617,0.755,0.02,0.0,0.0,W (+21),W (+21)
20.0,,2022-11-27,35-158,MEM,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,41.0,1.5185185185185186,0.0,62.900000000000006,2.32962962962963,10.8,0.2,-1.9,-2.1,0.2,0.000938771252738,0.617,0.755,0.02,0.0,0.0,W (+4),W (+4)
21.0,,2022-11-30,35-161,MEM,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,59.0,2.185185185185185,0.0,68.19999999999999,2.5259259259259257,10.8,0.2,-1.9,-2.1,0.2,0.000938771252738,0.617,0.755,0.02,0.0,0.0,,
22.0,,2022-12-02,35-163,MEM,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,100.0,3.703703703703704,0.0,114.60000000000002,4.244444444444445,10.8,0.2,-1.9,-2.1,0.2,0.000938771252738,0.617,0.755,0.02,0.0,0.0,L (-8),L (-8)
23.0,,2022-12-04,35-165,MEM,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,71.0,2.6296296296296298,0.0,97.90000000000003,3.625925925925927,10.8,0.2,-1.9,-2.1,0.2,0.000938771252738,0.617,0.755,0.02,0.0,0.0,W (+8),W (+8)
24.0,,2022-12-05,35-166,MEM,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,38.0,1.4074074074074074,0.0,57.3,2.1222222222222222,10.8,0.2,-1.9,-2.1,0.2,0.000938771252738,0.617,0.755,0.02,0.0,0.0,W (+10),W (+10)
25.0,,2022-12-07,35-168,MEM,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,81.0,3.0,0.0,97.6,3.614814814814815,10.8,0.2,-1.9,-2.1,0.2,0.000938771252738,0.617,0.755,0.02,0.0,0.0,W (+8),W (+8)
26.0,,2022-12-09,35-170,MEM,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,42.0,1.5555555555555556,0.0,54.1,2.0037037037037035,10.8,0.2,-1.9,-2.1,0.2,0.000938771252738,0.617,0.755,0.02,0.0,0.0,W (+21),W (+21)
27.0,,2022-12-12,35-173,MEM,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,71.0,2.6296296296296298,0.0,84.99999999999999,3.1481481481481475,10.8,0.2,-1.9,-2.1,0.2,0.000938771252738,0.617,0.755,0.02,0.0,0.0,W (+11),W (+11)
28.0,,2022-12-15,35-176,MEM,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,64.0,2.3703703703703702,0.0,80.10000000000001,2.966666666666667,10.8,0.2,-1.9,-2.1,0.2,0.000938771252738,0.617,0.755,0.02,0.0,0.0,W (+25),W (+25)
29.0,,2022-12-17,35-178,MEM,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,71.0,2.6296296296296298,0.0,83.8,3.103703703703704,10.8,0.2,-1.9,-2.1,0.2,0.000938771252738,0.617,0.755,0.02,0.0,0.0,W (+41),W (+41)
30.0,,2022-12-20,35-181,MEM,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,64.0,2.3703703703703702,0.0,85.1,3.1518518518518515,10.8,0.2,-1.9,-2.1,0.2,0.000938771252738,0.617,0.755,0.02,0.0,0.0,L (-6),L (-6)
