Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Furkan Korkmaz,Shared Games with Jaden Springer,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Julian Champagnie,Shared Games with Louis King,Shared Games with Mac McClung,Shared Games with Matisse Thybulle,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Saben Lee,Shared Games with Shake Milton,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Danuel House Jr.,De'Anthony Melton,Furkan Korkmaz,Jaden Springer,James Harden,Joel Embiid,Julian Champagnie,Louis King,Mac McClung,Matisse Thybulle,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Saben Lee,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Matisse Thybulle,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey,Shared Games with Jalen McDaniels,Shared Games with Dewayne Dedmon,Dewayne Dedmon,Grant Williams,Jalen McDaniels,co_inf with Jalen McDaniels,co_inf with Dewayne Dedmon,co_inf with Grant Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
25.0,,2022-12-09,29-175,PHI,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,,102.0,5.368421052631579,0.0,107.3,5.647368421052631,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,L (-9),L (-9)
26.0,24.0,2022-12-11,29-177,PHI,CHO,0,13.416666666666666,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,2.0,5.0,3.0,-0.7,0,0.0,0.0,,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,2.0,120.0,6.315789473684211,-0.6999999999999997,125.79999999999998,6.621052631578946,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,W (+11),W (+11)
27.0,25.0,2022-12-13,29-179,PHI,SAC,0,25.53333333333333,4.0,8.0,.500,4.0,8.0,.500,0,0.0,,0.0,6.0,6.0,3.0,1.0,0.0,0.0,2.0,12.0,12.1,+25,0.0,0.0,,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,14.0,80.0,4.2105263157894735,12.1,87.80000000000003,4.621052631578949,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,W (+18),W (+18)
28.0,26.0,2022-12-16,29-182,PHI,GSW,0,23.016666666666666,3.0,12.0,.250,2.0,8.0,.250,3,3.0,1.000,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,11.0,4.4,+10,4.0,1.0,0.25,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,-2.0,105.0,5.526315789473684,3.2,111.3,5.8578947368421055,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,W (+20),W (+20)
29.0,27.0,2022-12-19,29-185,PHI,TOR,0,11.466666666666669,1.0,3.0,.333,1.0,2.0,.500,2,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,3.2,-6,1.0,0.0,0.0,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,1.0,66.0,3.473684210526316,2.400000000000001,64.99999999999999,3.4210526315789465,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,W (+12),W (+12)
30.0,28.0,2022-12-21,29-187,PHI,DET,0,26.55,3.0,12.0,.250,3.0,11.0,.273,2,2.0,1.000,0.0,3.0,3.0,0.0,2.0,0.0,2.0,3.0,11.0,3.5,+19,1.0,0.0,0.0,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,0.0,89.0,4.684210526315789,2.700000000000001,88.9,4.678947368421053,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,W (+3),W (+3)
31.0,29.0,2022-12-23,29-189,PHI,LAC,0,24.83333333333333,4.0,6.0,.667,3.0,5.0,.600,0,0.0,,1.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,11.0,10.3,+5,1.0,1.0,1.0,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,10.0,82.0,4.315789473684211,10.3,92.0,4.842105263157895,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,W (+20),W (+20)
32.0,30.0,2022-12-25,29-191,PHI,NYK,0,22.933333333333334,6.0,11.0,.545,4.0,9.0,.444,0,0.0,,0.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,16.0,9.8,+16,2.0,2.0,1.0,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,7.0,75.0,3.947368421052632,9.8,89.2,4.694736842105264,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,W (+5),W (+5)
33.0,31.0,2022-12-27,29-193,PHI,WAS,0,28.45,1.0,7.0,.143,1.0,7.0,.143,0,0.0,,0.0,4.0,4.0,1.0,0.0,0.0,0.0,5.0,3.0,-1.6,+2,0.0,0.0,,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,1.0,65.0,3.421052631578948,-1.5999999999999996,84.89999999999999,4.468421052631578,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,W (+7),W (+7)
34.0,32.0,2022-12-30,29-196,PHI,NOP,0,24.883333333333333,3.0,8.0,.375,2.0,7.0,.286,0,0.0,,0.0,4.0,4.0,2.0,0.0,0.0,1.0,1.0,8.0,4.8,-17,1.0,1.0,1.0,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,5.0,77.0,4.052631578947368,4.799999999999999,81.30000000000001,4.278947368421053,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,L (-5),L (-5)
35.0,33.0,2022-12-31,29-197,PHI,OKC,0,13.15,1.0,4.0,.250,0.0,3.0,.000,2,2.0,1.000,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.2,+3,1.0,1.0,1.0,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,-1.0,96.0,5.052631578947368,0.4000000000000003,93.3,4.910526315789474,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,L (-11),L (-11)
36.0,34.0,2023-01-02,29-199,PHI,NOP,0,26.55,5.0,9.0,.556,5.0,9.0,.556,0,0.0,,2.0,3.0,5.0,4.0,1.0,1.0,0.0,3.0,15.0,16.3,+7,0.0,0.0,,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,17.0,75.0,3.947368421052632,16.299999999999997,81.7,4.3,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,W (+19),W (+19)
37.0,35.0,2023-01-04,29-201,PHI,IND,0,16.816666666666666,4.0,5.0,.800,3.0,4.0,.750,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,9.0,+3,1.0,1.0,1.0,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,7.0,87.0,4.578947368421052,9.0,95.4,5.021052631578947,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,W (+9),W (+9)
38.0,36.0,2023-01-06,29-203,PHI,CHI,0,20.116666666666667,4.0,7.0,.571,4.0,6.0,.667,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,12.0,10.3,0,1.0,0.0,0.0,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,9.0,72.0,3.789473684210526,10.3,86.0,4.526315789473684,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,W (+3),W (+3)
39.0,37.0,2023-01-08,29-205,PHI,DET,0,19.73333333333333,5.0,10.0,.500,3.0,8.0,.375,1,1.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,14.0,8.1,+15,2.0,2.0,1.0,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,4.0,90.0,4.7368421052631575,7.7,94.4,4.968421052631579,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,L (-14),L (-14)
40.0,38.0,2023-01-10,29-207,PHI,DET,0,11.166666666666666,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,-2.2,-10,0.0,0.0,,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,0.0,127.0,6.684210526315789,-2.2,132.69999999999996,6.984210526315787,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,W (+12),W (+12)
41.0,39.0,2023-01-12,29-209,PHI,OKC,0,16.366666666666667,3.0,7.0,.429,2.0,6.0,.333,2,2.0,1.000,1.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,10.0,4.8,0,1.0,1.0,1.0,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,2.0,74.0,3.8947368421052633,3.999999999999999,75.5,3.973684210526316,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,W (+31),W (+31)
42.0,40.0,2023-01-14,29-211,PHI,UTA,0,12.4,0.0,3.0,.000,0.0,3.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.4,+1,0.0,0.0,,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,-2.0,78.0,4.105263157894737,-1.3999999999999997,94.0,4.947368421052632,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,,
43.0,41.0,2023-01-15,29-212,PHI,LAL,0,22.683333333333334,3.0,7.0,.429,2.0,6.0,.333,0,0.0,,1.0,1.0,2.0,5.0,0.0,1.0,0.0,1.0,8.0,9.1,0,1.0,1.0,1.0,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,9.0,72.0,3.789473684210526,9.1,77.99999999999999,4.105263157894736,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,L (-19),L (-19)
44.0,42.0,2023-01-17,29-214,PHI,LAC,0,18.53333333333333,3.0,4.0,.750,3.0,4.0,.750,0,0.0,,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,9.0,9.3,+18,0.0,0.0,,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,10.0,70.0,3.684210526315789,9.299999999999995,91.8,4.8315789473684205,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,W (+1),W (+1)
45.0,43.0,2023-01-19,29-216,PHI,POR,0,17.216666666666665,3.0,6.0,.500,3.0,6.0,.500,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,9.0,6.9,+8,0.0,0.0,,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,6.0,90.0,4.7368421052631575,6.899999999999999,93.1,4.9,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,W (+1),W (+1)
46.0,44.0,2023-01-21,29-218,PHI,SAC,0,27.03333333333333,7.0,12.0,.583,3.0,5.0,.600,0,0.0,,2.0,4.0,6.0,1.0,0.0,0.0,2.0,1.0,17.0,12.3,+21,7.0,4.0,0.5714285714285714,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,10.0,77.0,4.052631578947368,12.3,93.99999999999996,4.947368421052629,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,W (+10),W (+10)
47.0,45.0,2023-01-25,29-222,PHI,BRK,0,16.616666666666667,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.2,0,1.0,0.0,0.0,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,1.0,86.0,4.526315789473684,-1.2000000000000002,104.6,5.505263157894737,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,W (+10),W (+10)
48.0,46.0,2023-01-28,29-225,PHI,DEN,0,18.616666666666667,5.0,9.0,.556,4.0,7.0,.571,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,9.0,+12,2.0,1.0,0.5,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,5.0,86.0,4.526315789473684,9.0,96.5,5.078947368421052,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,W (+2),W (+2)
49.0,47.0,2023-01-30,29-227,PHI,ORL,0,19.7,2.0,4.0,.500,2.0,4.0,.500,0,0.0,,0.0,4.0,4.0,4.0,1.0,0.0,1.0,3.0,6.0,6.8,-14,0.0,0.0,,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,10.0,62.0,3.263157894736842,6.8,66.1,3.478947368421052,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,W (+4),W (+4)
50.0,48.0,2023-02-01,29-229,PHI,ORL,0,29.08333333333333,3.0,9.0,.333,1.0,6.0,.167,0,1.0,.000,0.0,3.0,3.0,4.0,3.0,0.0,0.0,3.0,7.0,7.0,+17,3.0,2.0,0.6666666666666666,53,74,34,15,55,64,2,1,1,47,54,72,65,2,72,71,59,56.0,77.0,37.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9464285714285714,0.961038961038961,0.918918918918919,0.9375,0.9482758620689656,0.9696969696969696,0.1176470588235294,1.0,0.5,0.6619718309859155,0.0,0.9473684210526316,0.96,0.9420289855072465,0.08,0.9473684210526316,0.9594594594594594,0.9833333333333332,19,8,38.0,79.0,80.0,0.2375,0.2105263157894736,0.0,19,7.0,69.0,3.631578947368421,6.999999999999997,80.10000000000001,4.215789473684211,10.9,2.5,-1.4,-0.4,-1.0,0.0674216765453006,0.61,0.765,0.09,0.2,1.1,W (+7),W (+7)
