Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Wiggins,Shared Games with Aleksej Pokusevski,Shared Games with Darius Bazley,Shared Games with Eugene Omoruyi,Shared Games with Jalen Williams,Shared Games with Jaylin Williams,Shared Games with Jeremiah Robinson-Earl,Shared Games with Josh Giddey,Shared Games with Kenrich Williams,Shared Games with Lindy Waters III,Shared Games with Luguentz Dort,Shared Games with Mike Muscala,Shared Games with Ousmane Dieng,Shared Games with Shai Gilgeous-Alexander,Shared Games with Tre Mann,Aaron Wiggins,Aleksej Pokusevski,Chet Holmgren,Darius Bazley,Eugene Omoruyi,Jalen Williams,Jared Butler,Jaylin Williams,Jeremiah Robinson-Earl,Josh Giddey,Kenrich Williams,Lindy Waters III,Luguentz Dort,Mike Muscala,Ousmane Dieng,Shai Gilgeous-Alexander,Tre Mann,co_inf with Aaron Wiggins,co_inf with Aleksej Pokusevski,co_inf with Chet Holmgren,co_inf with Darius Bazley,co_inf with Eugene Omoruyi,co_inf with Jalen Williams,co_inf with Jared Butler,co_inf with Jaylin Williams,co_inf with Jeremiah Robinson-Earl,co_inf with Josh Giddey,co_inf with Kenrich Williams,co_inf with Lindy Waters III,co_inf with Luguentz Dort,co_inf with Mike Muscala,co_inf with Ousmane Dieng,co_inf with Shai Gilgeous-Alexander,co_inf with Tre Mann,Shared Games with Dario Šarić,Shared Games with Olivier Sarr,Danilo Gallinari,Dario Šarić,Olivier Sarr,co_inf with Danilo Gallinari,co_inf with Dario Šarić,co_inf with Olivier Sarr,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
26.0,19.0,2022-12-10,23-161,OKC,CLE,0,19.416666666666668,4.0,7.0,.571,3.0,6.0,.500,1,1.0,1.000,1.0,2.0,3.0,1.0,2.0,0.0,1.0,2.0,12.0,10.9,+8,1.0,1.0,1.0,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,9.0,55.0,3.235294117647059,10.499999999999998,63.8,3.752941176470588,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,L (-21),L (-21)
27.0,20.0,2022-12-12,23-163,OKC,DAL,0,20.9,4.0,7.0,.571,4.0,7.0,.571,0,0.0,,0.0,7.0,7.0,1.0,0.0,0.0,0.0,1.0,12.0,11.1,+11,0.0,0.0,,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,13.0,43.0,2.5294117647058822,11.1,61.39999999999999,3.611764705882353,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,L (-8),L (-8)
28.0,21.0,2022-12-14,23-165,OKC,MIA,0,17.0,0.0,5.0,.000,0.0,4.0,.000,3,3.0,1.000,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.7,+5,1.0,0.0,0.0,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,-1.0,61.0,3.588235294117647,-0.5000000000000002,70.9,4.170588235294118,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,L (-7),L (-7)
29.0,22.0,2022-12-16,23-167,OKC,MIN,0,13.266666666666667,2.0,5.0,.400,1.0,3.0,.333,1,1.0,1.000,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,6.0,2.2,+4,2.0,1.0,0.5,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,0.0,47.0,2.764705882352941,1.7999999999999998,53.899999999999984,3.1705882352941166,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,L (-2),L (-2)
30.0,23.0,2022-12-17,23-168,OKC,MEM,1,26.4,7.0,12.0,.583,5.0,8.0,.625,4,5.0,.800,0.0,3.0,3.0,0.0,1.0,0.0,2.0,4.0,23.0,15.3,-3,4.0,2.0,0.5,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,8.0,61.0,3.588235294117647,13.7,62.10000000000001,3.6529411764705886,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,L (-2),L (-2)
31.0,24.0,2022-12-19,23-170,OKC,POR,0,23.08333333333333,4.0,7.0,.571,3.0,6.0,.500,0,0.0,,0.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,11.0,9.9,+17,1.0,1.0,1.0,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,9.0,35.0,2.0588235294117645,9.9,61.8,3.635294117647059,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,W (+6),W (+6)
32.0,25.0,2022-12-21,23-172,OKC,POR,0,17.566666666666666,2.0,5.0,.400,2.0,4.0,.500,0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,6.0,4.8,0,1.0,0.0,0.0,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,5.0,47.0,2.764705882352941,4.799999999999998,62.6,3.682352941176471,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,W (+2),W (+2)
33.0,26.0,2022-12-23,23-174,OKC,NOP,0,12.083333333333334,0.0,4.0,.000,0.0,3.0,.000,0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1.5,-8,1.0,0.0,0.0,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,-2.0,66.0,3.882352941176471,-1.5,80.70000000000002,4.747058823529413,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,W (+3),W (+3)
34.0,27.0,2022-12-27,23-178,OKC,SAS,0,15.266666666666667,2.0,3.0,.667,1.0,2.0,.500,1,2.0,.500,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,6.0,6.2,+5,1.0,1.0,1.0,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,4.0,74.0,4.352941176470588,5.8,83.8,4.929411764705883,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,L (-3),L (-3)
35.0,28.0,2022-12-29,23-180,OKC,CHO,0,12.816666666666666,1.0,4.0,.250,1.0,4.0,.250,0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,1.9,-3,0.0,0.0,,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,1.0,49.0,2.8823529411764706,1.9000000000000008,68.1,4.005882352941176,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,W (+16),W (+16)
36.0,29.0,2022-12-31,23-182,OKC,PHI,0,19.15,3.0,5.0,.600,2.0,3.0,.667,0,0.0,,3.0,2.0,5.0,1.0,0.0,0.0,0.0,2.0,8.0,8.3,+10,2.0,1.0,0.5,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,9.0,39.0,2.294117647058824,8.299999999999997,48.59999999999999,2.858823529411764,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,L (-8),L (-8)
37.0,30.0,2023-01-03,23-185,OKC,BOS,0,27.816666666666663,8.0,13.0,.615,3.0,7.0,.429,2,4.0,.500,1.0,3.0,4.0,4.0,0.0,0.0,1.0,2.0,21.0,16.9,+18,6.0,5.0,0.8333333333333334,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,11.0,101.0,5.941176470588236,16.099999999999998,118.5,6.970588235294118,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,L (-19),L (-19)
38.0,31.0,2023-01-04,23-186,OKC,ORL,0,19.566666666666663,3.0,6.0,.500,3.0,6.0,.500,4,5.0,.800,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,13.0,10.2,+4,0.0,0.0,,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,4.0,41.0,2.411764705882353,8.6,58.1,3.4176470588235297,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,W (+33),W (+33)
39.0,32.0,2023-01-06,23-188,OKC,WAS,0,24.23333333333333,3.0,9.0,.333,2.0,6.0,.333,0,0.0,,2.0,1.0,3.0,2.0,2.0,0.0,0.0,6.0,8.0,5.6,+8,3.0,1.0,0.3333333333333333,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,6.0,83.0,4.882352941176471,5.6,93.69999999999996,5.51176470588235,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,L (-11),L (-11)
40.0,33.0,2023-01-08,23-190,OKC,DAL,0,16.983333333333334,1.0,3.0,.333,0.0,0.0,,3,3.0,1.000,0.0,4.0,4.0,2.0,0.0,0.0,0.0,4.0,5.0,4.3,+1,3.0,1.0,0.3333333333333333,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,5.0,73.0,4.294117647058823,3.1,84.5,4.970588235294118,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,W (+17),W (+17)
41.0,34.0,2023-01-10,23-192,OKC,MIA,0,15.516666666666667,2.0,7.0,.286,2.0,7.0,.286,0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,6.0,3.4,+4,0.0,0.0,,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,4.0,54.0,3.176470588235294,3.4000000000000004,66.19999999999999,3.894117647058823,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,W (+11),W (+11)
42.0,35.0,2023-01-12,23-194,OKC,PHI,0,16.066666666666666,2.0,6.0,.333,0.0,4.0,.000,3,4.0,.750,1.0,2.0,3.0,0.0,2.0,1.0,1.0,1.0,7.0,5.8,+24,2.0,2.0,1.0,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,2.0,105.0,6.176470588235294,4.6,119.4,7.023529411764706,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,,
43.0,,2023-01-13,23-195,OKC,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,,86.0,5.0588235294117645,0.0,97.09999999999998,5.711764705882352,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,L (-1),L (-1)
44.0,36.0,2023-01-15,23-197,OKC,BRK,0,18.95,3.0,5.0,.600,3.0,4.0,.750,0,0.0,,2.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,9.0,10.1,+12,1.0,0.0,0.0,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,9.0,57.0,3.3529411764705883,10.1,71.69999999999999,4.217647058823529,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,W (+19),W (+19)
45.0,37.0,2023-01-18,23-200,OKC,IND,0,22.116666666666667,7.0,12.0,.583,7.0,12.0,.583,2,2.0,1.000,0.0,4.0,4.0,1.0,2.0,1.0,0.0,2.0,23.0,21.2,+14,0.0,0.0,,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,17.0,95.0,5.588235294117647,20.4,99.4,5.847058823529412,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,W (+14),W (+14)
46.0,38.0,2023-01-20,23-202,OKC,SAC,0,29.35,7.0,13.0,.538,7.0,12.0,.583,0,0.0,,1.0,5.0,6.0,0.0,0.0,0.0,0.0,2.0,21.0,16.1,0,1.0,0.0,0.0,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,14.0,53.0,3.117647058823529,16.099999999999998,67.2,3.952941176470589,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,W (+10),W (+10)
47.0,39.0,2023-01-22,23-204,OKC,DEN,0,20.566666666666663,3.0,9.0,.333,2.0,7.0,.286,0,0.0,,2.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,8.0,5.9,-1,2.0,1.0,0.5,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,4.0,56.0,3.294117647058824,5.9,61.500000000000014,3.6176470588235294,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,W (+20),W (+20)
48.0,40.0,2023-01-25,23-207,OKC,ATL,0,14.366666666666667,3.0,7.0,.429,3.0,7.0,.429,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,9.0,5.1,-1,0.0,0.0,,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,4.0,93.0,5.470588235294118,5.1,108.1,6.358823529411764,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,L (-5),L (-5)
49.0,41.0,2023-01-27,23-209,OKC,CLE,0,21.08333333333333,1.0,3.0,.333,1.0,3.0,.333,3,3.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,6.0,2.6,+12,0.0,0.0,,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,-1.0,75.0,4.411764705882353,1.4000000000000004,85.79999999999998,5.047058823529411,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,W (+2),W (+2)
50.0,42.0,2023-01-30,23-212,OKC,GSW,0,25.433333333333334,4.0,7.0,.571,2.0,5.0,.400,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,10.0,6.4,+7,2.0,2.0,1.0,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,6.0,53.0,3.117647058823529,6.4,69.49999999999999,4.088235294117646,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,L (-5),L (-5)
51.0,43.0,2023-02-01,23-214,OKC,HOU,1,20.53333333333333,1.0,6.0,.167,1.0,5.0,.200,0,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,1.2,-9,1.0,0.0,0.0,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,0.0,61.0,3.588235294117647,1.2000000000000015,68.99999999999999,4.058823529411764,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,W (+12),W (+12)
52.0,44.0,2023-02-04,23-217,OKC,HOU,0,18.866666666666667,6.0,10.0,.600,5.0,8.0,.625,1,1.0,1.000,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,18.0,16.5,+14,2.0,1.0,0.5,65,28,30,22,68,47,35,68,45,36,66,37,33,60,60,70.0,34.0,,43.0,40.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9285714285714286,0.8235294117647058,,0.6976744186046512,0.55,0.9066666666666666,0.0,0.9591836734693876,0.813953488372093,0.8947368421052632,0.8490566037735849,0.8780487804878049,0.8918918918918919,0.5873015873015873,0.8461538461538461,0.8823529411764706,0.8955223880597015,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,11.0,93.0,5.470588235294118,16.099999999999998,107.69999999999996,6.335294117647057,14.5,3.8,0.9,1.3,-0.4,0.0717325859026263,0.626,0.776,0.197,1.0,2.5,L (-8),L (-8)
