Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Jason Preston,Shared Games with John Wall,Shared Games with Kawhi Leonard,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Robert Covington,Shared Games with Terance Mann,Amir Coffey,Brandon Boston Jr.,Jason Preston,John Wall,Kawhi Leonard,Luke Kennard,Marcus Morris,Moses Brown,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Reggie Jackson,Robert Covington,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Jason Preston,co_inf with John Wall,co_inf with Kawhi Leonard,co_inf with Luke Kennard,co_inf with Marcus Morris,co_inf with Moses Brown,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Reggie Jackson,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Xavier Moon,Shared Games with Mason Plumlee,Shared Games with Bones Hyland,Shared Games with Eric Gordon,Shared Games with Russell Westbrook,Bones Hyland,Eric Gordon,Justin Holiday,Mason Plumlee,Russell Westbrook,co_inf with Mason Plumlee,co_inf with Bones Hyland,co_inf with Eric Gordon,co_inf with Justin Holiday,co_inf with Russell Westbrook,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
55.0,53.0,2023-02-02,25-321,LAC,MIL,1.0,29.23333333333333,4.0,7.0,0.571,0.0,0.0,,4.0,5.0,0.8,6.0,7.0,13.0,1.0,0.0,1.0,1.0,6.0,12.0,12.6,-6.0,7.0,4.0,0.5714285714285714,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,14.0,68.0,3.5789473684210527,10.999999999999998,89.20000000000002,4.694736842105264,0.0878247799012239,L (-23),L (-23)
56.0,54.0,2023-02-04,25-323,LAC,NYK,1.0,39.53333333333333,1.0,3.0,0.333,0.0,0.0,,0.0,0.0,,2.0,11.0,13.0,1.0,0.0,1.0,1.0,1.0,2.0,5.0,0.0,3.0,1.0,0.3333333333333333,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,13.0,68.0,3.5789473684210527,5.0,96.4,5.0736842105263165,0.0878247799012239,W (+5),W (+5)
57.0,55.0,2023-02-06,25-325,LAC,BRK,1.0,30.0,6.0,9.0,0.667,0.0,0.0,,7.0,10.0,0.7,5.0,7.0,12.0,2.0,3.0,1.0,0.0,5.0,19.0,22.6,27.0,9.0,6.0,0.6666666666666666,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,18.0,57.0,3.0,19.8,71.79999999999998,3.778947368421052,0.0878247799012239,L (-1),L (-1)
58.0,56.0,2023-02-08,25-327,LAC,DAL,1.0,28.683333333333334,3.0,3.0,1.0,0.0,0.0,,3.0,5.0,0.6,3.0,7.0,10.0,0.0,0.0,2.0,1.0,0.0,9.0,11.9,2.0,3.0,3.0,1.0,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,12.0,69.0,3.631578947368421,10.7,87.9,4.626315789473685,0.0878247799012239,W (+6),W (+6)
59.0,57.0,2023-02-10,25-329,LAC,MIL,1.0,34.1,3.0,4.0,0.75,0.0,0.0,,0.0,0.0,,0.0,8.0,8.0,1.0,0.0,3.0,4.0,1.0,6.0,5.2,-18.0,4.0,3.0,0.75,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,10.0,73.0,3.842105263157895,5.1999999999999975,90.79999999999998,4.778947368421052,0.0878247799012239,W (+8),W (+8)
60.0,58.0,2023-02-14,25-333,LAC,GSW,1.0,28.166666666666668,5.0,9.0,0.556,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,3.0,0.0,1.0,1.0,3.0,10.0,6.9,8.0,9.0,5.0,0.5555555555555556,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,6.0,109.0,5.7368421052631575,6.899999999999998,107.9,5.678947368421053,0.0878247799012239,L (-6),L (-6)
61.0,59.0,2023-02-16,25-335,LAC,PHO,1.0,29.33333333333333,6.0,9.0,0.667,0.0,0.0,,1.0,2.0,0.5,6.0,6.0,12.0,1.0,1.0,0.0,2.0,3.0,13.0,13.2,2.0,9.0,6.0,0.6666666666666666,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,14.0,70.0,3.684210526315789,12.8,78.0,4.105263157894737,0.0878247799012239,L (-13),L (-13)
62.0,,2023-02-24,25-343,LAC,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,,90.0,4.7368421052631575,0.0,123.59999999999998,6.505263157894736,0.0878247799012239,W (+10),W (+10)
63.0,,2023-02-26,25-345,LAC,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,,69.0,3.631578947368421,0.0,87.69999999999999,4.6157894736842096,0.0878247799012239,,
64.0,60.0,2023-02-28,25-347,LAC,MIN,1.0,28.45,5.0,7.0,0.714,0.0,0.0,,2.0,2.0,1.0,3.0,6.0,9.0,1.0,1.0,2.0,2.0,3.0,12.0,12.9,3.0,7.0,5.0,0.7142857142857143,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,14.0,66.0,3.473684210526316,12.1,86.4,4.547368421052632,0.0878247799012239,W (+9),W (+9)
65.0,,2023-03-02,25-349,LAC,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,,60.0,3.1578947368421053,0.0,56.5,2.973684210526316,0.0878247799012239,L (-1),L (-1)
66.0,,2023-03-03,25-350,LAC,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,,55.0,2.894736842105264,0.0,67.6,3.5578947368421048,0.0878247799012239,L (-10),L (-10)
67.0,61.0,2023-03-05,25-352,LAC,MEM,1.0,17.566666666666666,3.0,5.0,0.6,0.0,0.0,,0.0,0.0,,4.0,5.0,9.0,2.0,0.0,2.0,1.0,2.0,6.0,9.0,-14.0,5.0,3.0,0.6,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,13.0,48.0,2.526315789473684,9.0,74.4,3.91578947368421,0.0878247799012239,L (-7),L (-7)
68.0,62.0,2023-03-08,25-355,LAC,TOR,1.0,27.35,7.0,8.0,0.875,0.0,0.0,,3.0,4.0,0.75,1.0,7.0,8.0,1.0,0.0,2.0,1.0,3.0,17.0,16.5,-2.0,8.0,7.0,0.875,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,15.0,71.0,3.736842105263158,15.3,75.1,3.952631578947368,0.0878247799012239,L (-24),L (-24)
69.0,63.0,2023-03-11,25-358,LAC,NYK,1.0,27.33333333333333,4.0,6.0,0.667,0.0,0.0,,0.0,0.0,,2.0,4.0,6.0,0.0,0.0,1.0,0.0,3.0,8.0,7.5,6.0,6.0,4.0,0.6666666666666666,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,9.0,73.0,3.842105263157895,7.499999999999999,89.90000000000002,4.731578947368422,0.0878247799012239,L (-1),L (-1)
70.0,64.0,2023-03-15,25-362,LAC,GSW,1.0,30.433333333333334,6.0,8.0,0.75,0.0,0.0,,7.0,8.0,0.875,5.0,11.0,16.0,2.0,0.0,1.0,1.0,2.0,19.0,22.5,10.0,8.0,6.0,0.75,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,21.0,59.0,3.1052631578947367,19.7,72.0,3.789473684210526,0.0878247799012239,W (+6),W (+6)
71.0,65.0,2023-03-18,26-000,LAC,ORL,1.0,27.23333333333333,7.0,16.0,0.438,0.0,0.0,,2.0,2.0,1.0,7.0,9.0,16.0,0.0,0.0,2.0,2.0,2.0,16.0,13.8,-2.0,16.0,7.0,0.4375,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,14.0,48.0,2.526315789473684,12.999999999999996,61.99999999999999,3.2631578947368416,0.0878247799012239,W (+8),W (+8)
72.0,66.0,2023-03-19,26-001,LAC,POR,1.0,33.88333333333333,7.0,11.0,0.636,0.0,0.0,,0.0,2.0,0.0,3.0,7.0,10.0,2.0,1.0,0.0,0.0,1.0,14.0,14.5,26.0,11.0,7.0,0.6363636363636364,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,14.0,77.0,4.052631578947368,14.499999999999998,98.39999999999998,5.178947368421052,0.0878247799012239,W (+11),W (+11)
73.0,67.0,2023-03-21,26-003,LAC,OKC,1.0,19.3,5.0,5.0,1.0,0.0,0.0,,3.0,4.0,0.75,0.0,3.0,3.0,1.0,0.0,0.0,0.0,4.0,13.0,11.1,4.0,5.0,5.0,1.0,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,8.0,56.0,2.9473684210526314,9.900000000000002,80.89999999999999,4.257894736842105,0.0878247799012239,W (+8),W (+8)
74.0,68.0,2023-03-23,26-005,LAC,OKC,1.0,23.75,2.0,3.0,0.667,0.0,0.0,,2.0,2.0,1.0,1.0,9.0,10.0,1.0,0.0,2.0,1.0,1.0,6.0,8.8,-6.0,3.0,2.0,0.6666666666666666,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,13.0,94.0,4.947368421052632,7.999999999999998,114.5,6.026315789473684,0.0878247799012239,L (-5),L (-5)
75.0,69.0,2023-03-25,26-007,LAC,NOP,1.0,17.5,6.0,7.0,0.857,0.0,0.0,,1.0,2.0,0.5,0.0,5.0,5.0,2.0,0.0,2.0,0.0,3.0,13.0,13.2,-14.0,7.0,6.0,0.8571428571428571,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,13.0,80.0,4.2105263157894735,12.799999999999995,99.8,5.252631578947368,0.0878247799012239,W (+15),W (+15)
76.0,70.0,2023-03-27,26-009,LAC,CHI,1.0,24.45,5.0,6.0,0.833,0.0,0.0,,1.0,5.0,0.2,1.0,6.0,7.0,1.0,0.0,0.0,2.0,3.0,11.0,7.2,16.0,6.0,5.0,0.8333333333333334,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,6.0,67.0,3.526315789473684,6.800000000000001,65.0,3.421052631578948,0.0878247799012239,L (-1),L (-1)
77.0,71.0,2023-03-29,26-011,LAC,MEM,1.0,22.9,4.0,7.0,0.571,0.0,0.0,,2.0,5.0,0.4,0.0,7.0,7.0,0.0,0.0,1.0,1.0,5.0,10.0,5.3,9.0,7.0,4.0,0.5714285714285714,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,5.0,57.0,3.0,4.5,71.80000000000001,3.778947368421053,0.0878247799012239,W (+22),W (+22)
78.0,72.0,2023-03-31,26-013,LAC,MEM,1.0,25.633333333333333,6.0,10.0,0.6,0.0,0.0,,3.0,5.0,0.6,5.0,10.0,15.0,0.0,2.0,1.0,2.0,2.0,15.0,16.0,,10.0,6.0,0.6,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,16.0,40.0,2.1052631578947367,14.799999999999995,48.09999999999999,2.5315789473684203,0.0878247799012239,L (-21),L (-21)
79.0,73.0,2023-04-01,26-014,LAC,NOP,1.0,29.58333333333333,5.0,6.0,0.833,0.0,0.0,,5.0,6.0,0.833,1.0,5.0,6.0,0.0,0.0,1.0,0.0,4.0,15.0,13.7,5.0,6.0,5.0,0.8333333333333334,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,10.0,65.0,3.421052631578948,11.7,78.60000000000002,4.136842105263159,0.0878247799012239,W (+12),W (+12)
80.0,74.0,2023-04-05,26-018,LAC,LAL,1.0,33.0,6.0,10.0,0.6,0.0,0.0,,5.0,6.0,0.833,4.0,9.0,13.0,1.0,2.0,1.0,2.0,2.0,17.0,18.1,9.0,10.0,6.0,0.6,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,16.0,70.0,3.684210526315789,16.099999999999998,85.3,4.489473684210526,0.0878247799012239,W (+9),W (+9)
81.0,75.0,2023-04-08,26-021,LAC,POR,1.0,22.566666666666663,6.0,8.0,0.75,0.0,0.0,,2.0,2.0,1.0,1.0,9.0,10.0,1.0,0.0,1.0,0.0,2.0,14.0,14.8,7.0,8.0,6.0,0.75,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,16.0,46.0,2.421052631578948,13.999999999999996,61.3,3.226315789473684,0.0878247799012239,L (-14),L (-14)
82.0,76.0,2023-04-09,26-022,LAC,PHO,1.0,25.03333333333333,5.0,7.0,0.714,0.0,0.0,,0.0,0.0,,2.0,6.0,8.0,0.0,0.0,2.0,1.0,3.0,10.0,9.5,-6.0,7.0,5.0,0.7142857142857143,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,12.0,30.0,1.5789473684210529,9.5,37.19999999999999,1.957894736842105,0.0878247799012239,L (-8),L (-8)
