Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Edmond Sumner,Shared Games with Joe Harris,Shared Games with Kessler Edwards,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Nic Claxton,Shared Games with Patty Mills,Shared Games with RaiQuan Gray,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with T.J. Warren,Shared Games with Yuta Watanabe,Alondes Williams,Ben Simmons,Cam Thomas,David Duke Jr.,Day'Ron Sharpe,Edmond Sumner,Joe Harris,Kessler Edwards,Kyrie Irving,Markieff Morris,Nic Claxton,Patty Mills,RaiQuan Gray,Royce O'Neale,Seth Curry,T.J. Warren,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Kessler Edwards,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with RaiQuan Gray,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with T.J. Warren,co_inf with Yuta Watanabe,Shared Games with Bismack Biyombo,Shared Games with Cameron Johnson,Shared Games with Duane Washington Jr.,Shared Games with Ish Wainright,Shared Games with Jae Crowder,Shared Games with Jock Landale,Shared Games with Josh Okogie,Shared Games with Torrey Craig,Shared Games with Dorian Finney-Smith,Shared Games with Spencer Dinwiddie,Shared Games with Nerlens Noel,Shared Games with Moses Brown,Shared Games with Cameron Payne,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Darius Bazley,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Landry Shamet,Shared Games with Terrence Ross,Bismack Biyombo,Cameron Payne,Chris Paul,Damion Lee,Darius Bazley,Deandre Ayton,Devin Booker,Ish Wainright,Jaylen Brown,Jock Landale,Josh Okogie,Landry Shamet,Saben Lee,Terrence Ross,Torrey Craig,co_inf with Bismack Biyombo,co_inf with Ish Wainright,co_inf with Jaylen Brown,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Torrey Craig,co_inf with Cameron Payne,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Darius Bazley,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Landry Shamet,co_inf with Saben Lee,co_inf with Terrence Ross,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
50,49,,2023/1/28,34-121,BRK,,NYK,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,,59.0,1.6388888888888888,0.0,54.60000000000001,1.5166666666666668
51,50,,2023/1/30,34-123,BRK,,LAL,W (+17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,,53.0,1.4722222222222223,0.0,43.8,1.2166666666666666
52,51,,2023/2/1,34-125,BRK,@,BOS,L (-43),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,,77.0,2.138888888888889,0.0,71.79999999999998,1.994444444444444
53,52,,2023/2/4,34-128,BRK,,WAS,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,,71.0,1.9722222222222223,0.0,65.99999999999999,1.833333333333333
54,53,,2023/2/6,34-130,BRK,,LAC,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,,43.0,1.1944444444444444,0.0,43.400000000000006,1.2055555555555557
55,54,,2023/2/7,34-131,BRK,,PHO,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,,68.0,1.8888888888888888,0.0,63.2,1.7555555555555555
56,55,,2023/2/9,34-133,PHO,@,ATL,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,,65.0,1.805555555555556,0.0,54.900000000000006,1.5250000000000001
57,56,,2023/2/10,34-134,PHO,@,IND,W (+13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,,56.0,1.5555555555555556,0.0,64.6,1.7944444444444443
58,57,,2023/2/14,34-138,PHO,,SAC,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,,65.0,1.805555555555556,0.0,83.19999999999999,2.311111111111111
59,58,,2023/2/16,34-140,PHO,,LAC,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,,86.0,2.388888888888889,0.0,101.8,2.8277777777777775
60,59,,2023/2/24,34-148,PHO,,OKC,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,,93.0,2.583333333333333,0.0,102.4,2.8444444444444446
61,60,,2023/2/26,34-150,PHO,@,MIL,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,,74.0,2.055555555555556,0.0,70.10000000000001,1.9472222222222224
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,,0.0,0.0,0.0,0.0,0.0
63,61,40,2023/3/1,34-153,PHO,@,CHO,W (+14),1,26:50:00,10.0,15.0,0.667,2.0,4.0,0.5,1,1.0,1,0.0,6.0,6.0,2.0,0.0,2.0,2.0,0.0,23.0,19.1,13,11.0,8.0,0.727272727,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,15.0,79.0,2.1944444444444446,18.7,86.59999999999998,2.405555555555555
64,62,41,2023/3/3,34-155,PHO,@,CHI,W (+21),1,30:54:00,7.0,10.0,0.7,2.0,4.0,0.5,4,5.0,0.8,1.0,8.0,9.0,6.0,1.0,1.0,2.0,2.0,20.0,21.6,24,6.0,5.0,0.833333333,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,20.0,54.0,1.5,20.0,63.79999999999998,1.7722222222222217
65,63,42,2023/3/5,34-157,PHO,@,DAL,W (+4),1,40:22:00,12.0,17.0,0.706,3.0,5.0,0.6,10,11.0,0.909,0.0,7.0,7.0,3.0,0.0,1.0,2.0,3.0,37.0,31.2,9,12.0,9.0,0.75,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,18.0,74.0,2.055555555555556,27.200000000000006,65.2,1.8111111111111111
66,64,,2023/3/8,34-160,PHO,,OKC,W (+31),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,,95.0,2.638888888888889,0.0,103.0,2.861111111111111
67,65,,2023/3/11,34-163,PHO,,SAC,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,,83.0,2.305555555555556,0.0,82.6,2.2944444444444443
68,66,,2023/3/13,34-165,PHO,@,GSW,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,,111.0,3.083333333333333,0.0,96.7,2.6861111111111113
69,67,,2023/3/14,34-166,PHO,,MIL,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,,74.0,2.055555555555556,0.0,77.60000000000001,2.155555555555556
70,68,,2023/3/16,34-168,PHO,,ORL,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,,80.0,2.2222222222222223,0.0,84.80000000000001,2.355555555555556
71,69,,2023/3/19,34-171,PHO,@,OKC,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,,79.0,2.1944444444444446,0.0,76.4,2.1222222222222222
72,70,,2023/3/22,34-174,PHO,@,LAL,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,,84.0,2.333333333333333,0.0,85.10000000000001,2.363888888888889
73,71,,2023/3/24,34-176,PHO,@,SAC,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,,104.0,2.888888888888889,0.0,109.7,3.0472222222222225
74,72,,2023/3/25,34-177,PHO,,PHI,W (+20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,,93.0,2.583333333333333,0.0,93.5,2.5972222222222223
75,73,,2023/3/27,34-179,PHO,@,UTA,W (+14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,,82.0,2.2777777777777777,0.0,77.4,2.1500000000000004
76,74,43,2023/3/29,34-181,PHO,,MIN,W (+7),1,28:53:00,5.0,18.0,0.278,2.0,4.0,0.5,4,5.0,0.8,1.0,7.0,8.0,4.0,0.0,0.0,2.0,0.0,16.0,8.6,-1,14.0,3.0,0.214285714,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,3.0,86.0,2.388888888888889,7.000000000000002,85.6,2.3777777777777778
