Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Jordan Clarkson,Shared Games with Kelly Olynyk,Shared Games with Lauri Markkanen,Shared Games with Micah Potter,Shared Games with Ochai Agbaji,Shared Games with Rudy Gay,Shared Games with Simone Fontecchio,Shared Games with Talen Horton-Tucker,Shared Games with Udoka Azubuike,Shared Games with Walker Kessler,Collin Sexton,Frank Jackson,Jarred Vanderbilt,Jarrell Brantley,Jordan Clarkson,Kelly Olynyk,Kris Dunn,Lauri Markkanen,Leandro Bolmaro,Luka Šamanić,Malik Beasley,Micah Potter,Mike Conley,Nickeil Alexander-Walker,Ochai Agbaji,Rudy Gay,Simone Fontecchio,Talen Horton-Tucker,Udoka Azubuike,Walker Kessler,co_inf with Collin Sexton,co_inf with Frank Jackson,co_inf with Jarred Vanderbilt,co_inf with Jarrell Brantley,co_inf with Jordan Clarkson,co_inf with Kelly Olynyk,co_inf with Kris Dunn,co_inf with Lauri Markkanen,co_inf with Leandro Bolmaro,co_inf with Luka Šamanić,co_inf with Malik Beasley,co_inf with Micah Potter,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Ochai Agbaji,co_inf with Rudy Gay,co_inf with Simone Fontecchio,co_inf with Talen Horton-Tucker,co_inf with Udoka Azubuike,co_inf with Walker Kessler,Shared Games with Damian Jones,Shared Games with Juan Toscano-Anderson,Damian Jones,Juan Toscano-Anderson,Malcolm Brogdon,co_inf with Damian Jones,co_inf with Juan Toscano-Anderson,co_inf with Malcolm Brogdon,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
57.0,,2023-02-10,21-330,UTA,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,78.0,6.5,0.0,75.1,6.258333333333333,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,L (-13),L (-13)
58.0,,2023-02-11,21-331,UTA,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,70.0,5.833333333333333,0.0,78.3,6.525,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,L (-25),L (-25)
59.0,,2023-02-13,21-333,UTA,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,111.0,9.25,0.0,89.10000000000001,7.425000000000001,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,W (+6),W (+6)
60.0,,2023-02-15,21-335,UTA,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,85.0,7.083333333333333,0.0,63.19999999999999,5.266666666666666,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,L (-6),L (-6)
61.0,,2023-02-23,21-343,UTA,OKC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,76.0,6.333333333333333,0.0,72.99999999999999,6.083333333333332,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,W (+6),W (+6)
62.0,,2023-02-25,21-345,UTA,SAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,74.0,6.166666666666667,0.0,75.39999999999999,6.283333333333332,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,L (-6),L (-6)
63.0,1.0,2023-02-28,21-348,UTA,SAS,0,14.75,1.0,5.0,.200,1.0,4.0,.250,0,2.0,.000,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.7,-21,1.0,0.0,0.0,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,-1.0,39.0,3.25,0.6999999999999994,49.60000000000001,4.133333333333334,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,,
64.0,2.0,2023-03-03,21-351,UTA,OKC,0,5.05,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.7,-2,1.0,1.0,1.0,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,1.0,50.0,4.166666666666667,1.6999999999999995,54.9,4.575,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,W (+1),W (+1)
65.0,3.0,2023-03-05,21-353,UTA,OKC,0,12.083333333333334,4.0,7.0,.571,3.0,6.0,.500,0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,11.0,7.3,-11,1.0,1.0,1.0,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,5.0,68.0,5.666666666666667,7.300000000000001,77.0,6.416666666666667,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,W (+16),W (+16)
66.0,4.0,2023-03-07,21-355,UTA,DAL,0,14.133333333333333,2.0,9.0,.222,1.0,6.0,.167,0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1.2,-6,3.0,1.0,0.3333333333333333,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,-2.0,56.0,4.666666666666667,1.2000000000000002,58.7,4.891666666666667,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,L (-8),L (-8)
67.0,5.0,2023-03-09,21-357,UTA,ORL,0,11.616666666666667,1.0,3.0,.333,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,1.8,+7,1.0,0.0,0.0,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,3.0,72.0,6.0,1.8000000000000005,83.40000000000002,6.950000000000002,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,L (-27),L (-27)
68.0,6.0,2023-03-11,21-359,UTA,CHO,0,10.966666666666669,1.0,3.0,.333,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,-0.6,-10,1.0,0.0,0.0,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,0.0,82.0,6.833333333333333,-0.6000000000000001,83.8,6.983333333333333,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,L (-10),L (-10)
69.0,7.0,2023-03-13,21-361,UTA,MIA,0,2.6833333333333336,0.0,3.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8,-2,1.0,0.0,0.0,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,-2.0,80.0,6.666666666666667,-1.7999999999999996,84.5,7.041666666666667,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,L (-4),L (-4)
70.0,8.0,2023-03-18,22-001,UTA,BOS,0,9.466666666666669,1.0,4.0,.250,1.0,3.0,.333,0,0.0,,0.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,3.0,2.1,-13,1.0,0.0,0.0,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,4.0,74.0,6.166666666666667,2.1,82.2,6.8500000000000005,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,W (+7),W (+7)
71.0,9.0,2023-03-20,22-003,UTA,SAC,0,11.7,2.0,2.0,1.000,0.0,0.0,,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,4.3,+8,2.0,2.0,1.0,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,5.0,76.0,6.333333333333333,4.299999999999999,78.60000000000001,6.550000000000001,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,W (+8),W (+8)
72.0,10.0,2023-03-22,22-005,UTA,POR,0,13.216666666666669,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.6,+1,0.0,0.0,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,1.0,67.0,5.583333333333333,1.6,73.7,6.141666666666667,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,L (-4),L (-4)
73.0,11.0,2023-03-24,22-007,UTA,MIL,0,19.616666666666667,3.0,12.0,.250,2.0,10.0,.200,2,2.0,1.000,0.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,10.0,5.7,+1,2.0,1.0,0.5,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,3.0,49.0,4.083333333333333,4.900000000000001,63.7,5.308333333333334,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,W (+1),W (+1)
74.0,12.0,2023-03-25,22-008,UTA,SAC,0,9.55,1.0,5.0,.200,0.0,3.0,.000,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.1,-4,2.0,1.0,0.5,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,-1.0,63.0,5.25,-0.1000000000000005,69.8,5.816666666666666,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,W (+8),W (+8)
75.0,13.0,2023-03-27,22-010,UTA,PHO,0,12.666666666666666,2.0,7.0,.286,1.0,5.0,.200,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,1.5,-16,2.0,1.0,0.5,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,0.0,72.0,6.0,1.5000000000000004,64.30000000000001,5.358333333333334,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,L (-12),L (-12)
76.0,14.0,2023-03-29,22-012,UTA,SAS,0,20.83333333333333,5.0,9.0,.556,0.0,3.0,.000,0,0.0,,0.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,10.0,9.3,+14,6.0,5.0,0.8333333333333334,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,8.0,62.0,5.166666666666667,9.3,65.80000000000001,5.483333333333334,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,L (-28),L (-28)
77.0,15.0,2023-03-31,22-014,UTA,BOS,0,16.933333333333334,2.0,7.0,.286,2.0,5.0,.400,0,0.0,,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,6.0,3.1,-3,2.0,0.0,0.0,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,3.0,61.0,5.083333333333333,3.100000000000001,58.3,4.858333333333333,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,L (-8),L (-8)
78.0,,2023-04-02,22-016,UTA,BRK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,76.0,6.333333333333333,0.0,71.39999999999999,5.949999999999999,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,L (-14),L (-14)
79.0,,2023-04-04,22-018,UTA,LAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,43.0,3.583333333333333,0.0,53.60000000000001,4.466666666666668,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,W (+11),W (+11)
80.0,16.0,2023-04-06,22-020,UTA,OKC,0,15.516666666666667,3.0,6.0,.500,1.0,3.0,.333,0,0.0,,1.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,7.0,5.6,-21,3.0,2.0,0.6666666666666666,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,5.0,45.0,3.75,5.599999999999998,41.6,3.466666666666667,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,L (-8),L (-8)
81.0,17.0,2023-04-08,22-022,UTA,DEN,0,15.4,1.0,9.0,.111,0.0,4.0,.000,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.9,-18,5.0,1.0,0.2,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,-5.0,52.0,4.333333333333333,-2.9000000000000004,51.7,4.308333333333334,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,L (-1),L (-1)
82.0,18.0,2023-04-09,22-023,UTA,LAL,0,16.066666666666666,4.0,9.0,.444,0.0,2.0,.000,0,0.0,,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,5.3,+9,7.0,4.0,0.5714285714285714,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,3.0,44.0,3.6666666666666665,5.3,50.3,4.191666666666666,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,L (-2),L (-2)
