Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Brook Lopez,George Hill,Giannis Antetokounmpo,Grayson Allen,Jevon Carter,Joe Ingles,Jordan Nwora,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Sandro Mamukelashvili,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jordan Nwora,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Shared Games with Jae Crowder,Goran Dragić,Jae Crowder,Tyrese Martin,co_inf with Goran Dragić,co_inf with Jae Crowder,co_inf with Tyrese Martin,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
11.0,11.0,2022-11-09,27-272,MIL,OKC,1,34.25,4.0,12.0,.333,1.0,1.0,1.000,4,4.0,1.000,1.0,8.0,9.0,2.0,1.0,0.0,2.0,2.0,13.0,8.9,+6,11.0,3.0,0.2727272727272727,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,7.0,75.0,3.947368421052632,7.299999999999999,88.00000000000001,4.631578947368422,0.1029304411304619,W (+4),W (+4)
12.0,12.0,2022-11-11,27-274,MIL,SAS,1,31.0,6.0,15.0,.400,1.0,4.0,.250,3,3.0,1.000,5.0,7.0,12.0,2.0,1.0,0.0,2.0,0.0,16.0,13.9,-7,11.0,5.0,0.4545454545454545,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,11.0,29.0,1.5263157894736843,12.7,41.99999999999999,2.210526315789473,0.1029304411304619,L (-18),L (-18)
13.0,13.0,2022-11-14,27-277,MIL,ATL,0,22.98333333333333,6.0,15.0,.400,0.0,5.0,.000,2,3.0,.667,3.0,7.0,10.0,2.0,0.0,0.0,1.0,5.0,14.0,8.1,0,10.0,6.0,0.6,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,7.0,24.0,1.263157894736842,7.300000000000001,48.79999999999999,2.5684210526315785,0.1029304411304619,L (-15),L (-15)
14.0,14.0,2022-11-16,27-279,MIL,CLE,1,29.716666666666665,4.0,8.0,.500,0.0,1.0,.000,2,2.0,1.000,0.0,11.0,11.0,2.0,1.0,0.0,1.0,1.0,10.0,10.3,+18,7.0,4.0,0.5714285714285714,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,13.0,52.0,2.736842105263158,9.499999999999996,58.10000000000001,3.0578947368421057,0.1029304411304619,W (+15),W (+15)
15.0,15.0,2022-11-18,27-281,MIL,PHI,1,33.88333333333333,9.0,13.0,.692,3.0,6.0,.500,0,0.0,,4.0,7.0,11.0,3.0,1.0,0.0,0.0,4.0,21.0,21.9,-12,7.0,6.0,0.8571428571428571,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,23.0,31.0,1.631578947368421,21.9,40.4,2.126315789473684,0.1029304411304619,L (-8),L (-8)
16.0,16.0,2022-11-21,27-284,MIL,POR,0,24.066666666666663,6.0,11.0,.545,1.0,3.0,.333,0,0.0,,0.0,5.0,5.0,4.0,0.0,1.0,1.0,4.0,13.0,10.1,+5,8.0,5.0,0.625,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,11.0,66.0,3.473684210526316,10.1,84.10000000000001,4.426315789473684,0.1029304411304619,W (+8),W (+8)
17.0,17.0,2022-11-23,27-286,MIL,CHI,0,24.9,4.0,10.0,.400,1.0,5.0,.200,0,0.0,,3.0,9.0,12.0,1.0,1.0,2.0,3.0,3.0,9.0,7.3,-14,5.0,3.0,0.6,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,12.0,63.0,3.3157894736842106,7.299999999999997,61.59999999999999,3.242105263157894,0.1029304411304619,L (-5),L (-5)
18.0,18.0,2022-11-25,27-288,MIL,CLE,0,25.433333333333334,6.0,10.0,.600,2.0,3.0,.667,0,0.0,,1.0,7.0,8.0,4.0,0.0,1.0,3.0,1.0,14.0,12.3,+4,7.0,4.0,0.5714285714285714,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,14.0,63.0,3.3157894736842106,12.3,71.99999999999999,3.7894736842105257,0.1029304411304619,W (+15),W (+15)
19.0,19.0,2022-11-27,27-290,MIL,DAL,0,31.633333333333333,7.0,12.0,.583,1.0,5.0,.200,0,0.0,,1.0,9.0,10.0,1.0,0.0,0.0,0.0,3.0,15.0,12.3,+10,7.0,6.0,0.8571428571428571,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,14.0,62.0,3.263157894736842,12.3,78.39999999999999,4.126315789473684,0.1029304411304619,W (+9),W (+9)
20.0,20.0,2022-11-30,27-293,MIL,NYK,0,25.366666666666667,4.0,10.0,.400,1.0,2.0,.500,1,2.0,.500,5.0,7.0,12.0,3.0,0.0,0.0,0.0,0.0,10.0,11.9,+9,8.0,3.0,0.375,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,13.0,60.0,3.1578947368421053,11.499999999999996,74.0,3.8947368421052633,0.1029304411304619,W (+6),W (+6)
21.0,21.0,2022-12-02,27-295,MIL,LAL,0,21.516666666666666,7.0,13.0,.538,1.0,4.0,.250,0,0.0,,4.0,6.0,10.0,2.0,0.0,0.0,0.0,2.0,15.0,13.9,-1,9.0,6.0,0.6666666666666666,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,14.0,69.0,3.631578947368421,13.9,88.7,4.66842105263158,0.1029304411304619,,
22.0,22.0,2022-12-03,27-296,MIL,CHO,1,31.016666666666666,9.0,18.0,.500,1.0,5.0,.200,1,1.0,1.000,0.0,8.0,8.0,7.0,0.0,0.0,3.0,3.0,20.0,14.1,+6,13.0,8.0,0.6153846153846154,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,13.0,48.0,2.526315789473684,13.7,47.59999999999999,2.505263157894736,0.1029304411304619,L (-4),L (-4)
23.0,23.0,2022-12-05,27-298,MIL,ORL,1,27.35,8.0,12.0,.667,1.0,2.0,.500,1,2.0,.500,2.0,8.0,10.0,1.0,0.0,1.0,2.0,4.0,18.0,14.0,+5,10.0,7.0,0.7,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,14.0,41.0,2.1578947368421053,13.599999999999996,51.99999999999999,2.736842105263157,0.1029304411304619,W (+9),W (+9)
24.0,24.0,2022-12-07,27-300,MIL,SAC,0,19.95,3.0,5.0,.600,0.0,0.0,,1,2.0,.500,0.0,5.0,5.0,1.0,0.0,0.0,2.0,0.0,7.0,4.5,-2,5.0,3.0,0.6,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,4.0,97.0,5.105263157894737,4.099999999999999,110.60000000000002,5.821052631578948,0.1029304411304619,W (+7),W (+7)
25.0,25.0,2022-12-09,27-302,MIL,DAL,0,16.45,5.0,11.0,.455,0.0,2.0,.000,0,0.0,,2.0,6.0,8.0,0.0,0.0,0.0,1.0,3.0,10.0,5.3,+1,9.0,5.0,0.5555555555555556,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,6.0,61.0,3.210526315789474,5.3,74.39999999999999,3.91578947368421,0.1029304411304619,W (+13),W (+13)
