Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anfernee Simons,Shared Games with Damian Lillard,Shared Games with Drew Eubanks,Shared Games with Gary Payton II,Shared Games with Jabari Walker,Shared Games with Jerami Grant,Shared Games with Josh Hart,Shared Games with Justise Winslow,Shared Games with Jusuf Nurkić,Shared Games with Keon Johnson,Shared Games with Nassir Little,Shared Games with Shaedon Sharpe,Shared Games with Trendon Watford,Anfernee Simons,Chance Comanche,Damian Lillard,Drew Eubanks,Gary Payton II,Greg Brown III,Jabari Walker,Jeenathan Williams,Jerami Grant,Josh Hart,Justin Minaya,Justise Winslow,Jusuf Nurkić,Keon Johnson,Nassir Little,Olivier Sarr,Shaedon Sharpe,Shaquille Harrison,Skylar Mays,Trendon Watford,co_inf with Anfernee Simons,co_inf with Chance Comanche,co_inf with Damian Lillard,co_inf with Drew Eubanks,co_inf with Gary Payton II,co_inf with Greg Brown III,co_inf with Jabari Walker,co_inf with Jeenathan Williams,co_inf with Jerami Grant,co_inf with Josh Hart,co_inf with Justin Minaya,co_inf with Justise Winslow,co_inf with Jusuf Nurkić,co_inf with Keon Johnson,co_inf with Nassir Little,co_inf with Olivier Sarr,co_inf with Shaedon Sharpe,co_inf with Shaquille Harrison,co_inf with Skylar Mays,co_inf with Trendon Watford,Shared Games with Kevin Knox,Shared Games with Cam Reddish,Shared Games with Matisse Thybulle,Shared Games with Ryan Arcidiacono,Cam Reddish,Jayson Tatum,Kevin Knox,Matisse Thybulle,Ryan Arcidiacono,co_inf with Kevin Knox,co_inf with Cam Reddish,co_inf with Jayson Tatum,co_inf with Matisse Thybulle,co_inf with Ryan Arcidiacono,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
26,26,,2022-12-12,20-008,POR,,MIN,W (+21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,64.0,3.764705882352941,0.0,76.00000000000001,4.470588235294119
27,27,,2022-12-14,20-010,POR,@,SAS,W (+16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,97.0,5.705882352941177,0.0,105.9,6.229411764705882
28,28,,2022-12-16,20-012,POR,@,DAL,L (-20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,101.0,5.941176470588236,0.0,106.3,6.252941176470588
29,29,,2022-12-17,20-013,POR,@,HOU,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,69.0,4.0588235294117645,0.0,67.89999999999999,3.994117647058823
30,30,,2022-12-19,20-015,POR,@,OKC,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,63.0,3.7058823529411766,0.0,80.1,4.711764705882352
31,31,,2022-12-21,20-017,POR,@,OKC,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,73.0,4.294117647058823,0.0,83.70000000000002,4.923529411764707
32,32,,2022-12-23,20-019,POR,@,DEN,L (-13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,81.0,4.764705882352941,0.0,74.5,4.382352941176471
33,33,,2022-12-26,20-022,POR,,CHO,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,55.0,3.235294117647059,0.0,64.9,3.8176470588235296
34,34,,2022-12-30,20-026,POR,@,GSW,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,96.0,5.647058823529412,0.0,86.1,5.064705882352941
35,35,,2023-01-02,20-029,POR,,DET,W (+29),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,70.0,4.117647058823529,0.0,68.7,4.041176470588235
36,36,,2023-01-04,20-031,POR,@,MIN,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,81.0,4.764705882352941,0.0,94.6,5.564705882352941
37,37,,2023-01-06,20-033,POR,@,IND,L (-9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,51.0,3.0,0.0,67.30000000000001,3.9588235294117653
38,38,,2023-01-08,20-035,POR,@,TOR,L (-12),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,45.0,2.647058823529412,0.0,47.7,2.8058823529411767
39,39,,2023-01-10,20-037,POR,,ORL,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,55.0,3.235294117647059,0.0,52.09999999999999,3.0647058823529405
40,40,,2023-01-12,20-039,POR,,CLE,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,55.0,3.235294117647059,0.0,68.9,4.052941176470589
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-14,20-041,POR,,DAL,W (+17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,64.0,3.764705882352941,0.0,66.89999999999999,3.935294117647058
43,42,,2023-01-15,20-042,POR,,DAL,W (+17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,103.0,6.0588235294117645,0.0,96.6,5.68235294117647
44,43,,2023-01-17,20-044,POR,@,DEN,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,78.0,4.588235294117647,0.0,91.3,5.370588235294117
45,44,,2023-01-19,20-046,POR,,PHI,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,62.0,3.647058823529412,0.0,72.2,4.247058823529412
46,45,,2023-01-22,20-049,POR,,LAL,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,62.0,3.647058823529412,0.0,54.5,3.2058823529411766
47,46,5,2023-01-23,20-050,POR,,SAS,W (+20),0,1:29,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,-1,0.0,0.0,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,0.0,74.0,4.352941176470588,-0.4,70.59999999999998,4.152941176470587
48,47,,2023-01-25,20-052,POR,,UTA,W (+10),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,101.0,5.941176470588236,0.0,137.5,8.088235294117647
49,48,6,2023-01-28,20-055,POR,,TOR,L (-18),0,1:32,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-1,0.0,0.0,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,-1.0,105.0,6.176470588235294,-0.7,112.4,6.611764705882353
50,49,,2023-01-30,20-057,POR,,ATL,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,71.0,4.176470588235294,0.0,80.7,4.747058823529412
51,50,,2023-02-01,20-059,POR,@,MEM,W (+10),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,75.0,4.411764705882353,0.0,83.9,4.935294117647059
52,51,,2023-02-03,20-061,POR,@,WAS,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,80.0,4.705882352941177,0.0,92.7,5.452941176470588
53,52,,2023-02-04,20-062,POR,@,CHI,L (-8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,95.0,5.588235294117647,0.0,81.20000000000003,4.776470588235296
54,53,7,2023-02-06,20-064,POR,,MIL,L (-19),0,5:22,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,+3,0.0,0.0,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,0.0,53.0,3.117647058823529,-0.4,72.6,4.270588235294118
