Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anfernee Simons,Shared Games with Chance Comanche,Shared Games with Damian Lillard,Shared Games with Drew Eubanks,Shared Games with Gary Payton II,Shared Games with Greg Brown III,Shared Games with Jabari Walker,Shared Games with Jeenathan Williams,Shared Games with Jerami Grant,Shared Games with John Butler,Shared Games with Josh Hart,Shared Games with Justin Minaya,Shared Games with Justise Winslow,Shared Games with Keon Johnson,Shared Games with Nassir Little,Shared Games with Shaedon Sharpe,Shared Games with Skylar Mays,Shared Games with Trendon Watford,Anfernee Simons,Chance Comanche,Damian Lillard,Drew Eubanks,Gary Payton II,Greg Brown III,Jabari Walker,Jeenathan Williams,Jerami Grant,John Butler,Josh Hart,Justin Minaya,Justise Winslow,Keon Johnson,Nassir Little,Olivier Sarr,Shaedon Sharpe,Shaquille Harrison,Skylar Mays,Trendon Watford,co_inf with Anfernee Simons,co_inf with Chance Comanche,co_inf with Damian Lillard,co_inf with Drew Eubanks,co_inf with Gary Payton II,co_inf with Greg Brown III,co_inf with Jabari Walker,co_inf with Jeenathan Williams,co_inf with Jerami Grant,co_inf with John Butler,co_inf with Josh Hart,co_inf with Justin Minaya,co_inf with Justise Winslow,co_inf with Keon Johnson,co_inf with Nassir Little,co_inf with Olivier Sarr,co_inf with Shaedon Sharpe,co_inf with Shaquille Harrison,co_inf with Skylar Mays,co_inf with Trendon Watford,Shared Games with Kevin Knox,Shared Games with Cam Reddish,Shared Games with Matisse Thybulle,Shared Games with Ryan Arcidiacono,Cam Reddish,Jayson Tatum,Kevin Knox,Matisse Thybulle,Ryan Arcidiacono,co_inf with Kevin Knox,co_inf with Cam Reddish,co_inf with Jayson Tatum,co_inf with Matisse Thybulle,co_inf with Ryan Arcidiacono,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
48,47,42,2023-01-23,28-153,POR,,SAS,W (+20),1,26:56,10.0,14.0,.714,2.0,4.0,.500,3,5.0,.600,2.0,9.0,11.0,7.0,3.0,0.0,3.0,3.0,25.0,26.2,+3,10.0,8.0,0.8,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,24.0,77.0,3.5,25.000000000000004,110.3,5.013636363636364
49,48,43,2023-01-25,28-155,POR,,UTA,W (+10),1,18:11,4.0,10.0,.400,1.0,3.0,.333,1,1.0,1.000,1.0,3.0,4.0,4.0,0.0,0.0,0.0,2.0,10.0,8.2,+7,7.0,3.0,0.4285714285714285,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,7.0,97.0,4.409090909090909,7.8,103.9,4.722727272727273
50,49,,2023-01-28,28-158,POR,,TOR,L (-18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,,71.0,3.227272727272727,0.0,80.7,3.6681818181818184
51,50,44,2023-01-30,28-160,POR,,ATL,W (+4),1,26:04,5.0,7.0,.714,2.0,3.0,.667,0,1.0,.000,0.0,5.0,5.0,1.0,1.0,1.0,2.0,2.0,12.0,9.8,+5,4.0,3.0,0.75,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,10.0,65.0,2.9545454545454546,9.8,74.10000000000001,3.3681818181818186
52,51,45,2023-02-01,28-162,POR,@,MEM,W (+10),1,2:29,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.1,-5,0.0,0.0,,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,0.0,80.0,3.636363636363636,-1.1,93.8,4.263636363636364
53,52,,2023-02-03,28-164,POR,@,WAS,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,,95.0,4.318181818181818,0.0,81.20000000000003,3.6909090909090922
54,53,,2023-02-04,28-165,POR,@,CHI,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,,53.0,2.409090909090909,0.0,72.19999999999999,3.2818181818181813
55,54,,2023-02-06,28-167,POR,,MIL,L (-19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,,41.0,1.8636363636363635,0.0,49.2,2.2363636363636363
56,55,,2023-02-08,28-169,POR,,GSW,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,,95.0,4.318181818181818,0.0,100.8,4.581818181818182
57,56,,2023-02-10,28-171,POR,,OKC,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,,84.0,3.8181818181818175,0.0,85.29999999999998,3.8772727272727265
58,57,,2023-02-13,28-174,POR,,LAL,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,,86.0,3.909090909090909,0.0,99.1,4.504545454545454
59,58,,2023-02-14,28-175,POR,,WAS,L (-25),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,,53.0,2.409090909090909,0.0,68.29999999999998,3.1045454545454536
60,59,,2023-02-23,28-184,POR,@,SAC,L (-17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,,92.0,4.181818181818182,0.0,89.2,4.054545454545455
61,60,,2023-02-26,28-187,POR,,HOU,W (+17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,,104.0,4.727272727272728,0.0,116.6,5.3
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-02-28,28-189,POR,@,GSW,L (-18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,,80.0,3.636363636363636,0.0,77.10000000000001,3.504545454545455
64,62,,2023-03-01,28-190,POR,,NOP,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,,46.0,2.090909090909091,0.0,55.2,2.5090909090909093
65,63,,2023-03-03,28-192,POR,@,ATL,L (-18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,,72.0,3.272727272727273,0.0,63.1,2.868181818181818
66,64,,2023-03-05,28-194,POR,@,ORL,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,,82.0,3.727272727272727,0.0,90.8,4.127272727272727
67,65,,2023-03-06,28-195,POR,@,DET,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,,88.0,4.0,0.0,90.3,4.1045454545454545
68,66,46,2023-03-08,28-197,POR,@,BOS,L (-22),1,17:28,2.0,6.0,.333,0.0,3.0,.000,1,4.0,.250,0.0,6.0,6.0,2.0,0.0,0.0,2.0,3.0,5.0,0.4,-13,3.0,2.0,0.6666666666666666,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,1.0,52.0,2.363636363636364,4.440892098500626e-16,63.8,2.9
69,67,47,2023-03-10,28-199,POR,@,PHI,L (-1),1,25:53,5.0,8.0,.625,0.0,2.0,.000,1,5.0,.200,0.0,5.0,5.0,5.0,1.0,0.0,0.0,4.0,11.0,10.2,+9,6.0,5.0,0.8333333333333334,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,9.0,90.0,4.090909090909091,9.8,88.1,4.004545454545454
70,68,48,2023-03-12,28-201,POR,@,NOP,L (-17),1,10:23,0.0,5.0,.000,0.0,2.0,.000,0,0.0,,1.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,-4.3,-20,3.0,0.0,0.0,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,-4.0,77.0,3.5,-4.3,69.99999999999999,3.181818181818181
71,69,49,2023-03-14,28-203,POR,,NYK,L (-16),1,28:10,5.0,11.0,.455,0.0,2.0,.000,0,1.0,.000,2.0,8.0,10.0,3.0,0.0,1.0,1.0,5.0,10.0,7.5,+1,9.0,5.0,0.5555555555555556,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,11.0,57.0,2.590909090909091,7.499999999999998,72.9,3.313636363636364
72,70,50,2023-03-17,28-206,POR,,BOS,L (-14),1,25:19,2.0,6.0,.333,0.0,2.0,.000,2,3.0,.667,3.0,5.0,8.0,0.0,1.0,1.0,2.0,3.0,6.0,4.3,-11,4.0,2.0,0.5,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,5.0,49.0,2.227272727272727,3.4999999999999982,58.0,2.6363636363636362
73,71,51,2023-03-19,28-208,POR,,LAC,L (-15),1,26:32,9.0,14.0,.643,2.0,3.0,.667,3,4.0,.750,5.0,6.0,11.0,5.0,0.0,2.0,2.0,3.0,23.0,23.4,-21,11.0,7.0,0.6363636363636364,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,21.0,56.0,2.5454545454545454,22.200000000000006,63.80000000000001,2.9000000000000004
74,72,52,2023-03-22,28-211,POR,@,UTA,W (+12),1,31:11,7.0,12.0,.583,2.0,5.0,.400,4,6.0,.667,0.0,4.0,4.0,4.0,1.0,1.0,0.0,3.0,20.0,18.1,+17,7.0,5.0,0.7142857142857143,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,12.0,69.0,3.136363636363636,16.500000000000004,70.60000000000001,3.2090909090909094
75,73,,2023-03-24,28-213,POR,,CHI,L (-28),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,48,1,40,50,11,15,31,5,47,8,43,4,26,27,31,52,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7741935483870968,1.0,0.6896551724137931,0.6410256410256411,0.5,0.9375,0.5535714285714286,1.0,0.746031746031746,0.4210526315789473,0.5657894736842105,1.0,0.896551724137931,0.675,0.5740740740740741,0.0,0.65,0.0,1.0,0.5645161290322581,4,7,7,2,40.0,74.0,63.0,71.0,20.0,0.0634920634920634,0.175,0.0,0.0985915492957746,0.1,22,,62.0,2.8181818181818183,0.0,69.99999999999999,3.181818181818181
