Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Edwards,Shared Games with Austin Rivers,Shared Games with Bryn Forbes,Shared Games with D'Angelo Russell,Shared Games with Jaden McDaniels,Shared Games with Jaylen Nowell,Shared Games with Jordan McLaughlin,Shared Games with Josh Minott,Shared Games with Karl-Anthony Towns,Shared Games with Kyle Anderson,Shared Games with Nathan Knight,Shared Games with Naz Reid,Shared Games with Rudy Gobert,Shared Games with Taurean Prince,Shared Games with Wendell Moore Jr.,A.J. Lawson,Anthony Edwards,Austin Rivers,Bryn Forbes,D'Angelo Russell,Jaden McDaniels,Jaylen Nowell,Jordan McLaughlin,Josh Minott,Karl-Anthony Towns,Kyle Anderson,Nathan Knight,Naz Reid,Rudy Gobert,Taurean Prince,Wendell Moore Jr.,co_inf with A.J. Lawson,co_inf with Anthony Edwards,co_inf with Austin Rivers,co_inf with Bryn Forbes,co_inf with D'Angelo Russell,co_inf with Jaden McDaniels,co_inf with Jaylen Nowell,co_inf with Jordan McLaughlin,co_inf with Josh Minott,co_inf with Karl-Anthony Towns,co_inf with Kyle Anderson,co_inf with Nathan Knight,co_inf with Naz Reid,co_inf with Rudy Gobert,co_inf with Taurean Prince,co_inf with Wendell Moore Jr.,Shared Games with Matt Ryan,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Matt Ryan,Mike Conley,Nickeil Alexander-Walker,Vit Krejci,co_inf with Matt Ryan,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Vit Krejci,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
52.0,17.0,2023-01-28,24-032,MIN,SAC,0,4.25,0.0,3.0,.000,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-3.5,+6,1.0,0.0,0.0,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,-4.0,79.0,4.388888888888889,-3.5,79.3,4.405555555555555,23.0,1.1,-0.4,2.2,-2.6,0.0190646724246892,0.652,0.336,0.448,0.1,0.9,W (+9),W (+9)
53.0,,2023-01-30,24-034,MIN,SAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,,81.0,4.5,0.0,96.59999999999998,5.366666666666665,23.0,1.1,-0.4,2.2,-2.6,0.0190646724246892,0.652,0.336,0.448,0.1,0.9,W (+11),W (+11)
54.0,18.0,2023-02-01,24-036,MIN,GSW,0,13.2,0.0,3.0,.000,0.0,2.0,.000,0,2.0,.000,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.2,-2,1.0,0.0,0.0,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,0.0,71.0,3.9444444444444446,-0.1999999999999999,79.99999999999997,4.444444444444443,23.0,1.1,-0.4,2.2,-2.6,0.0190646724246892,0.652,0.336,0.448,0.1,0.9,W (+7),W (+7)
55.0,19.0,2023-02-03,24-038,MIN,ORL,0,10.1,7.0,9.0,.778,2.0,3.0,.667,1,1.0,1.000,5.0,1.0,6.0,1.0,0.0,0.0,0.0,4.0,17.0,16.4,+12,6.0,5.0,0.8333333333333334,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,14.0,38.0,2.111111111111111,16.0,46.7,2.594444444444445,23.0,1.1,-0.4,2.2,-2.6,0.0190646724246892,0.652,0.336,0.448,0.1,0.9,L (-7),L (-7)
56.0,,2023-02-05,24-040,MIN,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,,60.0,3.333333333333333,0.0,75.2,4.177777777777778,23.0,1.1,-0.4,2.2,-2.6,0.0190646724246892,0.652,0.336,0.448,0.1,0.9,W (+5),W (+5)
57.0,20.0,2023-02-07,24-042,MIN,DEN,0,21.25,6.0,12.0,.500,0.0,3.0,.000,7,8.0,.875,4.0,5.0,9.0,2.0,0.0,0.0,2.0,2.0,19.0,15.5,-16,9.0,6.0,0.6666666666666666,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,8.0,36.0,2.0,12.7,49.99999999999999,2.777777777777777,23.0,1.1,-0.4,2.2,-2.6,0.0190646724246892,0.652,0.336,0.448,0.1,0.9,L (-7),L (-7)
58.0,21.0,2023-02-08,24-043,MIN,UTA,0,23.5,9.0,13.0,.692,4.0,5.0,.800,3,3.0,1.000,1.0,2.0,3.0,3.0,0.0,0.0,1.0,2.0,25.0,21.1,+12,8.0,5.0,0.625,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,14.0,120.0,6.666666666666667,19.9,120.3,6.683333333333334,23.0,1.1,-0.4,2.2,-2.6,0.0190646724246892,0.652,0.336,0.448,0.1,0.9,W (+30),W (+30)
59.0,22.0,2023-02-10,24-045,MIN,MEM,0,1.65,0.0,1.0,.000,0.0,1.0,.000,0,2.0,.000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0,0.0,0.0,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,-2.0,65.0,3.611111111111111,-0.8,72.0,4.0,23.0,1.1,-0.4,2.2,-2.6,0.0190646724246892,0.652,0.336,0.448,0.1,0.9,L (-34),L (-34)
60.0,,2023-02-13,24-048,MIN,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,,79.0,4.388888888888889,0.0,103.1,5.727777777777778,23.0,1.1,-0.4,2.2,-2.6,0.0190646724246892,0.652,0.336,0.448,0.1,0.9,W (+25),W (+25)
61.0,,2023-02-16,24-051,MIN,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,,69.0,3.8333333333333335,0.0,81.9,4.550000000000001,23.0,1.1,-0.4,2.2,-2.6,0.0190646724246892,0.652,0.336,0.448,0.1,0.9,L (-21),L (-21)
62.0,,2023-02-24,24-059,MIN,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,,81.0,4.5,0.0,81.39999999999999,4.522222222222222,23.0,1.1,-0.4,2.2,-2.6,0.0190646724246892,0.652,0.336,0.448,0.1,0.9,W (+3),W (+3)
63.0,23.0,2023-02-26,24-061,MIN,GSW,0,3.716666666666667,1.0,1.0,1.000,0.0,0.0,,5,5.0,1.000,2.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,7.0,6.6,-4,1.0,1.0,1.0,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,3.0,65.0,3.611111111111111,4.600000000000002,74.19999999999999,4.122222222222222,23.0,1.1,-0.4,2.2,-2.6,0.0190646724246892,0.652,0.336,0.448,0.1,0.9,,
64.0,,2023-02-28,24-063,MIN,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,,76.0,4.222222222222222,0.0,99.1,5.505555555555556,23.0,1.1,-0.4,2.2,-2.6,0.0190646724246892,0.652,0.336,0.448,0.1,0.9,L (-8),L (-8)
65.0,,2023-03-03,24-066,MIN,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,,65.0,3.611111111111111,0.0,75.8,4.211111111111111,23.0,1.1,-0.4,2.2,-2.6,0.0190646724246892,0.652,0.336,0.448,0.1,0.9,L (-8),L (-8)
66.0,,2023-03-04,24-067,MIN,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,,84.0,4.666666666666667,0.0,95.9,5.327777777777778,23.0,1.1,-0.4,2.2,-2.6,0.0190646724246892,0.652,0.336,0.448,0.1,0.9,L (-5),L (-5)
67.0,24.0,2023-03-07,24-070,MIN,PHI,0,5.416666666666667,1.0,1.0,1.000,0.0,0.0,,2,2.0,1.000,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,4.0,+1,1.0,1.0,1.0,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,3.0,62.0,3.4444444444444446,3.2,76.5,4.25,23.0,1.1,-0.4,2.2,-2.6,0.0190646724246892,0.652,0.336,0.448,0.1,0.9,W (+7),W (+7)
68.0,,2023-03-10,24-073,MIN,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,,68.0,3.7777777777777777,0.0,79.70000000000002,4.427777777777779,23.0,1.1,-0.4,2.2,-2.6,0.0190646724246892,0.652,0.336,0.448,0.1,0.9,W (+8),W (+8)
69.0,25.0,2023-03-13,24-076,MIN,ATL,0,18.15,6.0,7.0,.857,1.0,2.0,.500,1,2.0,.500,2.0,1.0,3.0,2.0,1.0,0.0,2.0,5.0,14.0,11.2,-4,5.0,5.0,1.0,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,9.0,107.0,5.944444444444445,10.799999999999995,125.5,6.972222222222222,23.0,1.1,-0.4,2.2,-2.6,0.0190646724246892,0.652,0.336,0.448,0.1,0.9,W (+4),W (+4)
70.0,,2023-03-15,24-078,MIN,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,,64.0,3.555555555555556,0.0,77.0,4.277777777777778,23.0,1.1,-0.4,2.2,-2.6,0.0190646724246892,0.652,0.336,0.448,0.1,0.9,L (-23),L (-23)
71.0,,2023-03-17,24-080,MIN,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,,75.0,4.166666666666667,0.0,92.3,5.127777777777777,23.0,1.1,-0.4,2.2,-2.6,0.0190646724246892,0.652,0.336,0.448,0.1,0.9,L (-1),L (-1)
72.0,26.0,2023-03-18,24-081,MIN,TOR,0,3.0166666666666666,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,+4,1.0,0.0,0.0,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,0.0,61.0,3.388888888888889,0.0,68.70000000000002,3.816666666666668,23.0,1.1,-0.4,2.2,-2.6,0.0190646724246892,0.652,0.336,0.448,0.1,0.9,W (+21),W (+21)
73.0,,2023-03-20,24-083,MIN,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,,81.0,4.5,0.0,97.0,5.388888888888889,23.0,1.1,-0.4,2.2,-2.6,0.0190646724246892,0.652,0.336,0.448,0.1,0.9,L (-2),L (-2)
74.0,,2023-03-22,24-085,MIN,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,,68.0,3.7777777777777777,0.0,92.5,5.138888888888889,23.0,1.1,-0.4,2.2,-2.6,0.0190646724246892,0.652,0.336,0.448,0.1,0.9,L (-8),L (-8)
75.0,,2023-03-26,24-089,MIN,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,,61.0,3.388888888888889,0.0,61.49999999999999,3.416666666666666,23.0,1.1,-0.4,2.2,-2.6,0.0190646724246892,0.652,0.336,0.448,0.1,0.9,L (-15),L (-15)
76.0,,2023-03-27,24-090,MIN,SAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,,88.0,4.888888888888889,0.0,104.4,5.800000000000001,23.0,1.1,-0.4,2.2,-2.6,0.0190646724246892,0.652,0.336,0.448,0.1,0.9,W (+6),W (+6)
77.0,,2023-03-29,24-092,MIN,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,,67.0,3.7222222222222223,0.0,72.2,4.011111111111111,23.0,1.1,-0.4,2.2,-2.6,0.0190646724246892,0.652,0.336,0.448,0.1,0.9,W (+1),W (+1)
78.0,,2023-03-31,24-094,MIN,LAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,,52.0,2.888888888888889,0.0,69.29999999999998,3.849999999999999,23.0,1.1,-0.4,2.2,-2.6,0.0190646724246892,0.652,0.336,0.448,0.1,0.9,W (+3),W (+3)
