Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Jrue Holiday,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Bobby Portis,Brook Lopez,George Hill,Giannis Antetokounmpo,Grayson Allen,Jevon Carter,Joe Ingles,Jordan Nwora,Jrue Holiday,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Sandro Mamukelashvili,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jordan Nwora,co_inf with Jrue Holiday,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Shared Games with Jae Crowder,Goran Dragić,Jae Crowder,Tyrese Martin,co_inf with Goran Dragić,co_inf with Jae Crowder,co_inf with Tyrese Martin,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
27,27,6,2022-12-13,31-123,MIL,,GSW,W (+17),1,28:51,6.0,13.0,.462,3.0,7.0,.429,5,5.0,1.000,0.0,4.0,4.0,3.0,0.0,0.0,3.0,2.0,20.0,12.8,+14,6.0,3.0,0.5,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,6.0,70.0,3.888888888888889,10.799999999999994,84.20000000000003,4.67777777777778
28,28,7,2022-12-15,31-125,MIL,@,MEM,L (-41),1,22:23,1.0,12.0,.083,1.0,8.0,.125,0,0.0,,0.0,2.0,2.0,5.0,1.0,0.0,4.0,5.0,3.0,-5.9,-28,4.0,0.0,0.0,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,-5.0,33.0,1.8333333333333333,-5.899999999999999,59.8,3.322222222222222
29,29,,2022-12-17,31-127,MIL,,UTA,W (+26),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,81.0,4.5,0.0,93.6,5.199999999999999
30,30,,2022-12-19,31-129,MIL,@,NOP,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,87.0,4.833333333333333,0.0,100.59999999999998,5.588888888888888
31,31,,2022-12-21,31-131,MIL,@,CLE,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,60.0,3.333333333333333,0.0,69.99999999999999,3.888888888888888
32,32,,2022-12-23,31-133,MIL,@,BRK,L (-18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,47.0,2.611111111111111,0.0,65.89999999999999,3.6611111111111105
33,33,,2022-12-25,31-135,MIL,@,BOS,L (-21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,65.0,3.611111111111111,0.0,89.0,4.944444444444445
34,34,,2022-12-28,31-138,MIL,@,CHI,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,48.0,2.6666666666666665,0.0,68.00000000000001,3.7777777777777786
35,35,,2022-12-30,31-140,MIL,,MIN,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,82.0,4.555555555555555,0.0,87.80000000000003,4.877777777777779
36,36,,2023-01-01,31-142,MIL,,WAS,L (-23),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,44.0,2.4444444444444446,0.0,55.99999999999999,3.1111111111111107
37,37,,2023-01-03,31-144,MIL,,WAS,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,84.0,4.666666666666667,0.0,100.6,5.588888888888889
38,38,,2023-01-04,31-145,MIL,@,TOR,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,71.0,3.9444444444444446,0.0,65.19999999999999,3.622222222222222
39,39,,2023-01-06,31-147,MIL,,CHO,L (-29),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,52.0,2.888888888888889,0.0,68.99999999999999,3.8333333333333326
40,40,,2023-01-09,31-150,MIL,@,NYK,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,78.0,4.333333333333333,0.0,85.9,4.772222222222222
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-11,31-152,MIL,@,ATL,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,90.0,5.0,0.0,93.6,5.199999999999999
43,42,,2023-01-12,31-153,MIL,@,MIA,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,46.0,2.555555555555556,0.0,62.1,3.45
44,43,,2023-01-14,31-155,MIL,@,MIA,L (-16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,60.0,3.333333333333333,0.0,71.8,3.988888888888889
45,44,,2023-01-16,31-157,MIL,,IND,W (+13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,73.0,4.055555555555555,0.0,87.3,4.85
46,45,,2023-01-17,31-158,MIL,,TOR,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,87.0,4.833333333333333,0.0,98.4,5.466666666666667
47,46,,2023-01-21,31-162,MIL,@,CLE,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,51.0,2.833333333333333,0.0,60.7,3.3722222222222222
48,47,8,2023-01-23,31-164,MIL,@,DET,W (+20),0,15:19,3.0,7.0,.429,2.0,4.0,.500,0,0.0,,2.0,0.0,2.0,4.0,0.0,0.0,6.0,3.0,8.0,1.3,-1,3.0,1.0,0.3333333333333333,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,1.0,108.0,6.0,1.2999999999999998,121.8,6.766666666666667
49,48,9,2023-01-25,31-166,MIL,,DEN,W (+8),0,14:55,3.0,8.0,.375,2.0,4.0,.500,2,2.0,1.000,0.0,2.0,2.0,3.0,1.0,0.0,1.0,2.0,10.0,7.5,+8,4.0,1.0,0.25,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,5.0,54.0,3.0,6.699999999999998,61.6,3.4222222222222225
50,49,10,2023-01-27,31-168,MIL,@,IND,W (+10),0,14:41,7.0,13.0,.538,0.0,4.0,.000,3,3.0,1.000,0.0,4.0,4.0,4.0,2.0,0.0,2.0,0.0,17.0,14.7,+21,9.0,7.0,0.7777777777777778,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,9.0,89.0,4.944444444444445,13.500000000000004,104.5,5.805555555555555
51,50,11,2023-01-29,31-170,MIL,,NOP,W (+25),0,17:32,4.0,9.0,.444,1.0,3.0,.333,0,0.0,,0.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,9.0,7.3,+2,6.0,3.0,0.5,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,7.0,85.0,4.722222222222222,7.299999999999999,96.29999999999998,5.349999999999999
52,51,12,2023-01-31,31-172,MIL,,CHO,W (+9),0,19:53,4.0,10.0,.400,2.0,4.0,.500,8,8.0,1.000,0.0,3.0,3.0,3.0,1.0,0.0,3.0,2.0,18.0,12.8,+13,6.0,2.0,0.3333333333333333,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,4.0,80.0,4.444444444444445,9.6,80.79999999999998,4.488888888888888
53,52,13,2023-02-02,31-174,MIL,,LAC,W (+1),0,19:59,6.0,14.0,.429,2.0,6.0,.333,2,3.0,.667,1.0,6.0,7.0,2.0,0.0,0.0,1.0,2.0,16.0,10.3,+1,8.0,4.0,0.5,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,7.0,53.0,2.9444444444444446,9.499999999999996,63.10000000000001,3.505555555555556
54,53,14,2023-02-04,31-176,MIL,,MIA,W (+8),0,20:28,9.0,14.0,.643,1.0,4.0,.250,5,5.0,1.000,2.0,5.0,7.0,4.0,1.0,0.0,4.0,1.0,24.0,20.1,+3,10.0,8.0,0.8,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,13.0,69.0,3.8333333333333335,18.1,80.10000000000001,4.45
55,54,15,2023-02-06,31-178,MIL,@,POR,W (+19),0,21:32,5.0,11.0,.455,1.0,3.0,.333,2,2.0,1.000,0.0,3.0,3.0,5.0,1.0,0.0,2.0,2.0,13.0,9.9,+12,8.0,4.0,0.5,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,7.0,84.0,4.666666666666667,9.099999999999998,84.60000000000002,4.700000000000001
