Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Bobby Portis,Brook Lopez,George Hill,Giannis Antetokounmpo,Grayson Allen,Jevon Carter,Joe Ingles,Jordan Nwora,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jordan Nwora,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Devonte' Graham,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Jeremy Sochan,Shared Games with Julian Champagnie,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Devonte' Graham,Dominick Barlow,Doug McDermott,Gorgui Dieng,Jeremy Sochan,Jordan Hall,Joshua Primo,Julian Champagnie,Justin Jackson,Keita Bates-Diop,Keldon Johnson,Khem Birch,Malaki Branham,Romeo Langford,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Devonte' Graham,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Joshua Primo,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Khem Birch,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
46,45,,2023-01-17,23-239,MIL,,TOR,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,,45.0,1.3636363636363635,0.0,54.10000000000001,1.6393939393939396
47,46,,2023-01-21,23-243,MIL,@,CLE,L (-12),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,,60.0,1.818181818181818,0.0,75.89999999999999,2.3
48,47,,2023-01-23,23-245,MIL,@,DET,W (+20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,,62.0,1.878787878787879,0.0,84.80000000000001,2.5696969696969703
49,48,,2023-01-25,23-247,MIL,,DEN,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,,33.0,1.0,0.0,57.3,1.7363636363636363
50,49,,2023-01-27,23-249,MIL,@,IND,W (+10),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,,53.0,1.606060606060606,0.0,59.79999999999999,1.8121212121212118
51,50,20,2023-01-29,23-251,MIL,,NOP,W (+25),0,2:40,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,+4,1.0,1.0,1.0,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,1.0,52.0,1.5757575757575757,1.7,77.6,2.3515151515151516
52,51,,2023-01-31,23-253,MIL,,CHO,W (+9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,,54.0,1.6363636363636365,0.0,71.8,2.175757575757576
53,52,,2023-02-02,23-255,MIL,,LAC,W (+1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,,44.0,1.3333333333333333,0.0,50.3,1.5242424242424242
54,53,,2023-02-04,23-257,MIL,,MIA,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,,38.0,1.1515151515151516,0.0,51.6,1.5636363636363637
55,54,21,2023-02-06,23-259,MIL,@,POR,W (+19),0,3:41,0.0,0.0,,0.0,0.0,,2,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.3,-3,0.0,0.0,,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,-1.0,28.0,0.8484848484848485,-0.5000000000000002,36.2,1.0969696969696972
56,55,22,2023-02-09,23-262,MIL,@,LAL,W (+9),0,12:48,2.0,4.0,.500,1.0,2.0,.500,1,2.0,.500,2.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,6.0,4.5,+4,2.0,1.0,0.5,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,3.0,43.0,1.303030303030303,4.1000000000000005,53.9,1.6333333333333333
57,56,23,2023-02-10,23-263,MIL,@,LAC,W (+13),0,10:26,1.0,4.0,.250,0.0,1.0,.000,0,0.0,,2.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,2.3,-3,3.0,1.0,0.3333333333333333,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,3.0,46.0,1.393939393939394,2.3000000000000003,56.8,1.7212121212121212
58,57,,2023-02-14,23-267,MIL,,BOS,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,,66.0,2.0,0.0,91.5,2.772727272727273
59,58,24,2023-02-16,23-269,MIL,@,CHI,W (+12),0,19:27,0.0,4.0,.000,0.0,4.0,.000,2,2.0,1.000,2.0,3.0,5.0,0.0,1.0,2.0,0.0,2.0,2.0,3.1,-12,0.0,0.0,,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,4.0,63.0,1.9090909090909087,2.3,78.39999999999999,2.3757575757575755
60,59,,2023-02-24,23-277,MIL,,MIA,W (+29),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,,73.0,2.212121212121212,0.0,80.89999999999999,2.451515151515151
61,60,,2023-02-26,23-279,MIL,,PHO,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,,57.0,1.7272727272727273,0.0,67.3,2.039393939393939
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-02-28,23-281,MIL,@,BRK,W (+14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,,57.0,1.7272727272727273,0.0,75.79999999999997,2.296969696969696
