Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Ryan Arcidiacono,Shared Games with Svi Mykhailiuk,Cam Reddish,DaQuan Jeffries,Derrick Rose,Evan Fournier,Feron Hunt,Immanuel Quickley,Isaiah Hartenstein,Jalen Brunson,Jericho Sims,Julius Randle,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,RJ Barrett,Ryan Arcidiacono,Svi Mykhailiuk,co_inf with Cam Reddish,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Isaiah Hartenstein,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Ryan Arcidiacono,co_inf with Svi Mykhailiuk,Shared Games with Josh Hart,Blake Griffin,Duane Washington Jr.,Isaiah Roby,Josh Hart,co_inf with Blake Griffin,co_inf with Duane Washington Jr.,co_inf with Isaiah Roby,co_inf with Josh Hart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
64,62,,2023-02-25,19-183,NYK,,NOP,W (+22),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,87.0,5.4375,0.0,92.4,5.775
65,63,,2023-02-27,19-185,NYK,,BOS,W (+15),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,56.0,3.5,0.0,71.0,4.4375
66,64,2,2023-03-01,19-187,NYK,,BRK,W (+24),0,2:56,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.3,-5,0.0,0.0,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,2.0,93.0,5.8125,2.3,106.79999999999998,6.674999999999999
67,65,,2023-03-03,19-189,NYK,@,MIA,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,81.0,5.0625,0.0,97.3,6.08125
68,66,,2023-03-07,19-193,NYK,,CHO,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,75.0,4.6875,0.0,86.7,5.41875
69,67,,2023-03-14,19-200,NYK,@,POR,W (+16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,73.0,4.5625,0.0,77.5,4.84375
70,68,,2023-03-18,19-204,NYK,,DEN,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,60.0,3.75,0.0,71.69999999999999,4.481249999999999
71,69,,2023-03-20,19-206,NYK,,MIN,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,58.0,3.625,0.0,62.6,3.9125
72,70,,2023-03-22,19-208,NYK,@,MIA,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,81.0,5.0625,0.0,93.1,5.81875
73,71,,2023-03-23,19-209,NYK,@,ORL,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,96.0,6.0,0.0,101.0,6.3125
74,72,3,2023-03-27,19-213,NYK,,HOU,W (+22),0,4:09,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-11,0.0,0.0,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,-1.0,70.0,4.375,-0.7,86.99999999999999,5.437499999999999
75,73,,2023-03-29,19-215,NYK,,MIA,W (+9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,73.0,4.5625,0.0,97.6,6.1
76,74,,2023-03-31,19-217,NYK,@,CLE,W (+14),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,75.0,4.6875,0.0,82.30000000000001,5.143750000000001
77,75,,2023-04-02,19-219,NYK,,WAS,W (+9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,76.0,4.75,0.0,87.7,5.48125
78,76,,2023-04-05,19-222,NYK,@,IND,W (+9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,108.0,6.75,0.0,125.2,7.825
79,77,,2023-04-07,19-224,NYK,@,NOP,L (-8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,64.0,4.0,0.0,73.39999999999999,4.5874999999999995
80,78,,2023-04-09,19-226,NYK,,IND,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,3,3,3,2,3,2,3,3,2,3,1,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,0.025,,0.037037037037037,0.037037037037037,,0.037037037037037,0.0365853658536585,0.0441176470588235,0.0384615384615384,0.0389610389610389,0.03125,0.0508474576271186,0.044776119402985,0.028169014084507,0.0410958904109589,0.05,0.03125,2,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0263157894736842,16,,97.0,6.0625,0.0,102.4,6.4
