Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Davis,Shared Games with Austin Reaves,Shared Games with Cole Swider,Shared Games with Damian Jones,Shared Games with Dennis Schröder,Shared Games with Juan Toscano-Anderson,Shared Games with Kendrick Nunn,Shared Games with LeBron James,Shared Games with Matt Ryan,Shared Games with Max Christie,Shared Games with Patrick Beverley,Shared Games with Russell Westbrook,Shared Games with Scotty Pippen Jr.,Shared Games with Thomas Bryant,Shared Games with Troy Brown Jr.,Shared Games with Wenyen Gabriel,Anthony Davis,Austin Reaves,Cole Swider,Damian Jones,Dennis Schröder,Juan Toscano-Anderson,Kendrick Nunn,LeBron James,Matt Ryan,Max Christie,Patrick Beverley,Russell Westbrook,Scotty Pippen Jr.,Sterling Brown,Thomas Bryant,Tristan Thompson,Troy Brown Jr.,Wenyen Gabriel,co_inf with Anthony Davis,co_inf with Austin Reaves,co_inf with Cole Swider,co_inf with Damian Jones,co_inf with Dennis Schröder,co_inf with Juan Toscano-Anderson,co_inf with Kendrick Nunn,co_inf with LeBron James,co_inf with Matt Ryan,co_inf with Max Christie,co_inf with Patrick Beverley,co_inf with Russell Westbrook,co_inf with Scotty Pippen Jr.,co_inf with Sterling Brown,co_inf with Thomas Bryant,co_inf with Tristan Thompson,co_inf with Troy Brown Jr.,co_inf with Wenyen Gabriel,Shared Games with Davon Reed,Shared Games with D'Angelo Russell,Shared Games with Jarred Vanderbilt,Shared Games with Malik Beasley,Shared Games with Mo Bamba,D'Angelo Russell,Davon Reed,Jarred Vanderbilt,Malik Beasley,Mo Bamba,Onyeka Okongwu,Shaquille Harrison,co_inf with Davon Reed,co_inf with D'Angelo Russell,co_inf with Jarred Vanderbilt,co_inf with Malik Beasley,co_inf with Mo Bamba,co_inf with Onyeka Okongwu,co_inf with Shaquille Harrison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
44.0,,2023-01-16,24-033,LAL,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,,72.0,3.4285714285714284,0.0,92.1,4.385714285714285,12.2,1.8,-1.4,-0.9,-0.5,0.068068276436303,0.57,0.472,0.201,0.2,0.8,L (-4),L (-4)
45.0,,2023-01-18,24-035,LAL,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,,82.0,3.9047619047619047,0.0,92.4,4.4,12.2,1.8,-1.4,-0.9,-0.5,0.068068276436303,0.57,0.472,0.201,0.2,0.8,L (-1),L (-1)
46.0,,2023-01-20,24-037,LAL,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,,89.0,4.238095238095238,0.0,79.19999999999999,3.771428571428571,12.2,1.8,-1.4,-0.9,-0.5,0.068068276436303,0.57,0.472,0.201,0.2,0.8,W (+8),W (+8)
47.0,,2023-01-22,24-039,LAL,POR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,,74.0,3.523809523809524,0.0,89.6,4.266666666666667,12.2,1.8,-1.4,-0.9,-0.5,0.068068276436303,0.57,0.472,0.201,0.2,0.8,L (-5),L (-5)
48.0,,2023-01-24,24-041,LAL,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,,75.0,3.571428571428572,0.0,101.1,4.814285714285714,12.2,1.8,-1.4,-0.9,-0.5,0.068068276436303,0.57,0.472,0.201,0.2,0.8,W (+1),W (+1)
49.0,,2023-01-25,24-042,LAL,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,,101.0,4.809523809523809,0.0,97.9,4.661904761904762,12.2,1.8,-1.4,-0.9,-0.5,0.068068276436303,0.57,0.472,0.201,0.2,0.8,W (+9),W (+9)
50.0,33.0,2023-01-28,24-045,LAL,BOS,0,17.95,6.0,8.0,.750,1.0,3.0,.333,0,0.0,,0.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,13.0,11.0,0,5.0,5.0,1.0,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,9.0,70.0,3.333333333333333,11.0,77.60000000000001,3.695238095238096,12.2,1.8,-1.4,-0.9,-0.5,0.068068276436303,0.57,0.472,0.201,0.2,0.8,L (-18),L (-18)
51.0,34.0,2023-01-30,24-047,LAL,BRK,0,22.45,4.0,9.0,.444,2.0,4.0,.500,3,3.0,1.000,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,13.0,7.1,-25,5.0,2.0,0.4,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,2.0,79.0,3.761904761904762,5.900000000000001,72.1,3.433333333333333,12.2,1.8,-1.4,-0.9,-0.5,0.068068276436303,0.57,0.472,0.201,0.2,0.8,W (+9),W (+9)
52.0,35.0,2023-01-31,24-048,LAL,NYK,0,13.366666666666667,1.0,6.0,.167,0.0,4.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,-2.5,-10,2.0,1.0,0.5,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,-4.0,94.0,4.476190476190476,-2.5,98.2,4.6761904761904765,12.2,1.8,-1.4,-0.9,-0.5,0.068068276436303,0.57,0.472,0.201,0.2,0.8,L (-4),L (-4)
53.0,36.0,2023-02-02,24-050,LAL,IND,0,17.983333333333334,1.0,2.0,.500,0.0,1.0,.000,4,5.0,.800,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,4.1,+5,1.0,1.0,1.0,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,0.0,77.0,3.6666666666666665,2.500000000000001,80.60000000000001,3.838095238095239,12.2,1.8,-1.4,-0.9,-0.5,0.068068276436303,0.57,0.472,0.201,0.2,0.8,L (-17),L (-17)
54.0,37.0,2023-02-04,24-052,LAL,NOP,0,15.766666666666667,4.0,8.0,.500,1.0,4.0,.250,2,2.0,1.000,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,11.0,9.7,-8,4.0,3.0,0.75,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,5.0,74.0,3.523809523809524,8.899999999999999,78.7,3.747619047619048,12.2,1.8,-1.4,-0.9,-0.5,0.068068276436303,0.57,0.472,0.201,0.2,0.8,W (+6),W (+6)
55.0,38.0,2023-02-07,24-055,LAL,OKC,0,18.9,3.0,7.0,.429,2.0,5.0,.400,0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,8.0,4.9,-5,2.0,1.0,0.5,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,4.0,85.0,4.047619047619048,4.9,85.60000000000002,4.076190476190478,12.2,1.8,-1.4,-0.9,-0.5,0.068068276436303,0.57,0.472,0.201,0.2,0.8,W (+1),W (+1)
56.0,39.0,2023-02-09,24-057,LAL,MIL,0,30.866666666666667,6.0,14.0,.429,0.0,1.0,.000,3,3.0,1.000,1.0,2.0,3.0,3.0,0.0,1.0,2.0,0.0,15.0,9.7,0,13.0,6.0,0.4615384615384615,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,3.0,88.0,4.190476190476191,8.499999999999996,84.99999999999999,4.047619047619047,12.2,1.8,-1.4,-0.9,-0.5,0.068068276436303,0.57,0.472,0.201,0.2,0.8,L (-5),L (-5)
57.0,40.0,2023-02-11,24-059,LAL,GSW,0,14.666666666666666,2.0,5.0,.400,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.7,+3,4.0,2.0,0.5,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,1.0,51.0,2.4285714285714284,2.7,57.2,2.723809523809524,12.2,1.8,-1.4,-0.9,-0.5,0.068068276436303,0.57,0.472,0.201,0.2,0.8,L (-3),L (-3)
58.0,41.0,2023-02-13,24-061,LAL,POR,0,14.683333333333334,2.0,6.0,.333,2.0,4.0,.500,2,2.0,1.000,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,8.0,4.5,+1,2.0,0.0,0.0,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,2.0,71.0,3.380952380952381,3.700000000000002,58.99999999999999,2.8095238095238093,12.2,1.8,-1.4,-0.9,-0.5,0.068068276436303,0.57,0.472,0.201,0.2,0.8,L (-9),L (-9)
59.0,42.0,2023-02-15,24-063,LAL,NOP,0,3.4166666666666665,2.0,4.0,.500,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.7,0,2.0,2.0,1.0,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,1.0,80.0,3.809523809523809,2.7,90.4,4.3047619047619055,12.2,1.8,-1.4,-0.9,-0.5,0.068068276436303,0.57,0.472,0.201,0.2,0.8,W (+6),W (+6)
60.0,43.0,2023-02-23,24-071,LAL,GSW,0,8.1,4.0,7.0,.571,2.0,3.0,.667,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,7.0,-11,4.0,2.0,0.5,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,4.0,97.0,4.619047619047619,6.999999999999999,78.60000000000001,3.7428571428571433,12.2,1.8,-1.4,-0.9,-0.5,0.068068276436303,0.57,0.472,0.201,0.2,0.8,L (-12),L (-12)
61.0,44.0,2023-02-26,24-074,LAL,DAL,0,6.35,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1,-12,0.0,0.0,,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,-1.0,87.0,4.142857142857143,-1.1,101.9,4.852380952380953,12.2,1.8,-1.4,-0.9,-0.5,0.068068276436303,0.57,0.472,0.201,0.2,0.8,W (+18),W (+18)
62.0,45.0,2023-02-28,24-076,LAL,MEM,0,22.5,7.0,15.0,.467,5.0,10.0,.500,2,2.0,1.000,0.0,4.0,4.0,1.0,0.0,1.0,3.0,1.0,21.0,12.5,0,5.0,2.0,0.4,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,7.0,88.0,4.190476190476191,11.699999999999998,87.2,4.152380952380953,12.2,1.8,-1.4,-0.9,-0.5,0.068068276436303,0.57,0.472,0.201,0.2,0.8,W (+13),W (+13)
63.0,46.0,2023-03-01,24-077,LAL,OKC,0,17.5,2.0,7.0,.286,1.0,2.0,.500,8,11.0,.727,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,13.0,7.6,+7,5.0,1.0,0.2,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,-3.0,62.0,2.952380952380953,4.400000000000002,68.3,3.2523809523809524,12.2,1.8,-1.4,-0.9,-0.5,0.068068276436303,0.57,0.472,0.201,0.2,0.8,,
64.0,47.0,2023-03-03,24-079,LAL,MIN,0,26.166666666666668,4.0,9.0,.444,2.0,6.0,.333,0,0.0,,0.0,5.0,5.0,1.0,0.0,0.0,1.0,1.0,10.0,6.1,-4,3.0,2.0,0.6666666666666666,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,6.0,46.0,2.1904761904761907,6.099999999999999,54.29999999999999,2.5857142857142854,12.2,1.8,-1.4,-0.9,-0.5,0.068068276436303,0.57,0.472,0.201,0.2,0.8,W (+3),W (+3)
65.0,48.0,2023-03-05,24-081,LAL,GSW,0,15.4,3.0,9.0,.333,1.0,5.0,.200,0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,7.0,2.9,-11,4.0,2.0,0.5,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,0.0,76.0,3.619047619047619,2.9,87.5,4.166666666666667,12.2,1.8,-1.4,-0.9,-0.5,0.068068276436303,0.57,0.472,0.201,0.2,0.8,L (-12),L (-12)
66.0,49.0,2023-03-07,24-083,LAL,MEM,0,16.383333333333333,3.0,9.0,.333,0.0,4.0,.000,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,6.0,-0.2,-6,5.0,3.0,0.6,43,49,2,16,43,13,25,37,9,25,31,35,2,26,54,42,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.7678571428571429,0.765625,0.2857142857142857,0.3902439024390244,0.6515151515151515,0.25,0.3571428571428571,0.6727272727272727,0.2647058823529412,0.6097560975609756,0.4626865671641791,0.4794520547945205,0.3333333333333333,0.0,0.4406779661016949,,0.7105263157894737,0.6176470588235294,5,9,16,16,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1162790697674418,0.1267605633802817,0.2051282051282051,0.1975308641975308,0.1428571428571428,0.0,0.0,21,-2.0,75.0,3.571428571428572,-0.1999999999999997,77.5,3.690476190476191,12.2,1.8,-1.4,-0.9,-0.5,0.068068276436303,0.57,0.472,0.201,0.2,0.8,W (+6),W (+6)
