Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Al Horford,Shared Games with Blake Griffin,Shared Games with Derrick White,Shared Games with Grant Williams,Shared Games with Jaylen Brown,Shared Games with Jayson Tatum,Shared Games with Justin Jackson,Shared Games with Luke Kornet,Shared Games with Malcolm Brogdon,Shared Games with Marcus Smart,Shared Games with Mfiondu Kabengele,Shared Games with Noah Vonleh,Shared Games with Payton Pritchard,Shared Games with Robert Williams,Shared Games with Sam Hauser,Al Horford,Blake Griffin,Danilo Gallinari,Derrick White,Grant Williams,Jaylen Brown,Jayson Tatum,Justin Jackson,Luke Kornet,Malcolm Brogdon,Marcus Smart,Mfiondu Kabengele,Noah Vonleh,Payton Pritchard,Robert Williams,Sam Hauser,co_inf with Al Horford,co_inf with Blake Griffin,co_inf with Danilo Gallinari,co_inf with Derrick White,co_inf with Grant Williams,co_inf with Jaylen Brown,co_inf with Jayson Tatum,co_inf with Justin Jackson,co_inf with Luke Kornet,co_inf with Malcolm Brogdon,co_inf with Marcus Smart,co_inf with Mfiondu Kabengele,co_inf with Noah Vonleh,co_inf with Payton Pritchard,co_inf with Robert Williams,co_inf with Sam Hauser,Shared Games with Mike Muscala,AJ Griffin,Justin Champagnie,Mike Muscala,co_inf with AJ Griffin,co_inf with Justin Champagnie,co_inf with Mike Muscala,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-09,20-037,BOS,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,12,12,8,10,4,12,5,8,3,2,7,4,12,63.0,41.0,,82.0,79.0,67.0,74.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.1746031746031746,0.1951219512195122,,0.1463414634146341,0.1518987341772152,0.1194029850746268,0.1351351351351351,0.1739130434782608,0.1739130434782608,0.0746268656716417,0.1311475409836065,0.75,0.0869565217391304,0.1458333333333333,0.1142857142857142,0.15,4,72.0,5.0,63.0,0.0,0.0,0.0634920634920634,16,,92.0,5.75,0.0,102.6,6.4125,10.1,0.1,-4.2,-4.5,0.4,0.0019646365422396,0.478,0.368,0.105,0.0,0.0,W (+16),W (+16)
12.0,1.0,2022-11-11,20-039,BOS,DEN,0,2.033333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,+1,0.0,0.0,,11,8,12,12,8,10,4,12,5,8,3,2,7,4,12,63.0,41.0,,82.0,79.0,67.0,74.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.1746031746031746,0.1951219512195122,,0.1463414634146341,0.1518987341772152,0.1194029850746268,0.1351351351351351,0.1739130434782608,0.1739130434782608,0.0746268656716417,0.1311475409836065,0.75,0.0869565217391304,0.1458333333333333,0.1142857142857142,0.15,4,72.0,5.0,63.0,0.0,0.0,0.0634920634920634,16,2.0,99.0,6.1875,1.0,111.5,6.96875,10.1,0.1,-4.2,-4.5,0.4,0.0019646365422396,0.478,0.368,0.105,0.0,0.0,W (+19),W (+19)
13.0,,2022-11-12,20-040,BOS,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,12,12,8,10,4,12,5,8,3,2,7,4,12,63.0,41.0,,82.0,79.0,67.0,74.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.1746031746031746,0.1951219512195122,,0.1463414634146341,0.1518987341772152,0.1194029850746268,0.1351351351351351,0.1739130434782608,0.1739130434782608,0.0746268656716417,0.1311475409836065,0.75,0.0869565217391304,0.1458333333333333,0.1142857142857142,0.15,4,72.0,5.0,63.0,0.0,0.0,0.0634920634920634,16,,82.0,5.125,0.0,99.6,6.225,10.1,0.1,-4.2,-4.5,0.4,0.0019646365422396,0.478,0.368,0.105,0.0,0.0,W (+9),W (+9)
14.0,,2022-11-14,20-042,BOS,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,12,12,8,10,4,12,5,8,3,2,7,4,12,63.0,41.0,,82.0,79.0,67.0,74.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.1746031746031746,0.1951219512195122,,0.1463414634146341,0.1518987341772152,0.1194029850746268,0.1351351351351351,0.1739130434782608,0.1739130434782608,0.0746268656716417,0.1311475409836065,0.75,0.0869565217391304,0.1458333333333333,0.1142857142857142,0.15,4,72.0,5.0,63.0,0.0,0.0,0.0634920634920634,16,,82.0,5.125,0.0,102.09999999999998,6.381249999999999,10.1,0.1,-4.2,-4.5,0.4,0.0019646365422396,0.478,0.368,0.105,0.0,0.0,W (+4),W (+4)
15.0,2.0,2022-11-16,20-044,BOS,ATL,0,3.533333333333333,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.4,-3,0.0,0.0,,11,8,12,12,8,10,4,12,5,8,3,2,7,4,12,63.0,41.0,,82.0,79.0,67.0,74.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.1746031746031746,0.1951219512195122,,0.1463414634146341,0.1518987341772152,0.1194029850746268,0.1351351351351351,0.1739130434782608,0.1739130434782608,0.0746268656716417,0.1311475409836065,0.75,0.0869565217391304,0.1458333333333333,0.1142857142857142,0.15,4,72.0,5.0,63.0,0.0,0.0,0.0634920634920634,16,-3.0,108.0,6.75,-2.4,108.59999999999998,6.787499999999999,10.1,0.1,-4.2,-4.5,0.4,0.0019646365422396,0.478,0.368,0.105,0.0,0.0,W (+25),W (+25)
16.0,,2022-11-18,20-046,BOS,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,12,12,8,10,4,12,5,8,3,2,7,4,12,63.0,41.0,,82.0,79.0,67.0,74.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.1746031746031746,0.1951219512195122,,0.1463414634146341,0.1518987341772152,0.1194029850746268,0.1351351351351351,0.1739130434782608,0.1739130434782608,0.0746268656716417,0.1311475409836065,0.75,0.0869565217391304,0.1458333333333333,0.1142857142857142,0.15,4,72.0,5.0,63.0,0.0,0.0,0.0634920634920634,16,,94.0,5.875,0.0,107.79999999999998,6.737499999999999,10.1,0.1,-4.2,-4.5,0.4,0.0019646365422396,0.478,0.368,0.105,0.0,0.0,W (+8),W (+8)
17.0,,2022-11-21,20-049,BOS,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,12,12,8,10,4,12,5,8,3,2,7,4,12,63.0,41.0,,82.0,79.0,67.0,74.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.1746031746031746,0.1951219512195122,,0.1463414634146341,0.1518987341772152,0.1194029850746268,0.1351351351351351,0.1739130434782608,0.1739130434782608,0.0746268656716417,0.1311475409836065,0.75,0.0869565217391304,0.1458333333333333,0.1142857142857142,0.15,4,72.0,5.0,63.0,0.0,0.0,0.0634920634920634,16,,74.0,4.625,0.0,87.29999999999998,5.456249999999999,10.1,0.1,-4.2,-4.5,0.4,0.0019646365422396,0.478,0.368,0.105,0.0,0.0,L (-14),L (-14)
18.0,,2022-11-23,20-051,BOS,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,12,12,8,10,4,12,5,8,3,2,7,4,12,63.0,41.0,,82.0,79.0,67.0,74.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.1746031746031746,0.1951219512195122,,0.1463414634146341,0.1518987341772152,0.1194029850746268,0.1351351351351351,0.1739130434782608,0.1739130434782608,0.0746268656716417,0.1311475409836065,0.75,0.0869565217391304,0.1458333333333333,0.1142857142857142,0.15,4,72.0,5.0,63.0,0.0,0.0,0.0634920634920634,16,,91.0,5.6875,0.0,106.79999999999998,6.674999999999999,10.1,0.1,-4.2,-4.5,0.4,0.0019646365422396,0.478,0.368,0.105,0.0,0.0,W (+13),W (+13)
19.0,3.0,2022-11-25,20-053,BOS,SAC,0,2.9166666666666665,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,-2,2.0,1.0,0.5,11,8,12,12,8,10,4,12,5,8,3,2,7,4,12,63.0,41.0,,82.0,79.0,67.0,74.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.1746031746031746,0.1951219512195122,,0.1463414634146341,0.1518987341772152,0.1194029850746268,0.1351351351351351,0.1739130434782608,0.1739130434782608,0.0746268656716417,0.1311475409836065,0.75,0.0869565217391304,0.1458333333333333,0.1142857142857142,0.15,4,72.0,5.0,63.0,0.0,0.0,0.0634920634920634,16,1.0,88.0,5.5,2.0,102.09999999999997,6.381249999999998,10.1,0.1,-4.2,-4.5,0.4,0.0019646365422396,0.478,0.368,0.105,0.0,0.0,W (+18),W (+18)
20.0,,2022-11-27,20-055,BOS,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,12,12,8,10,4,12,5,8,3,2,7,4,12,63.0,41.0,,82.0,79.0,67.0,74.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.1746031746031746,0.1951219512195122,,0.1463414634146341,0.1518987341772152,0.1194029850746268,0.1351351351351351,0.1739130434782608,0.1739130434782608,0.0746268656716417,0.1311475409836065,0.75,0.0869565217391304,0.1458333333333333,0.1142857142857142,0.15,4,72.0,5.0,63.0,0.0,0.0,0.0634920634920634,16,,78.0,4.875,0.0,97.7,6.10625,10.1,0.1,-4.2,-4.5,0.4,0.0019646365422396,0.478,0.368,0.105,0.0,0.0,W (+9),W (+9)
21.0,,2022-11-28,20-056,BOS,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,12,12,8,10,4,12,5,8,3,2,7,4,12,63.0,41.0,,82.0,79.0,67.0,74.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.1746031746031746,0.1951219512195122,,0.1463414634146341,0.1518987341772152,0.1194029850746268,0.1351351351351351,0.1739130434782608,0.1739130434782608,0.0746268656716417,0.1311475409836065,0.75,0.0869565217391304,0.1458333333333333,0.1142857142857142,0.15,4,72.0,5.0,63.0,0.0,0.0,0.0634920634920634,16,,120.0,7.5,0.0,130.1,8.13125,10.1,0.1,-4.2,-4.5,0.4,0.0019646365422396,0.478,0.368,0.105,0.0,0.0,,
22.0,,2022-11-30,20-058,BOS,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,12,12,8,10,4,12,5,8,3,2,7,4,12,63.0,41.0,,82.0,79.0,67.0,74.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.1746031746031746,0.1951219512195122,,0.1463414634146341,0.1518987341772152,0.1194029850746268,0.1351351351351351,0.1739130434782608,0.1739130434782608,0.0746268656716417,0.1311475409836065,0.75,0.0869565217391304,0.1458333333333333,0.1142857142857142,0.15,4,72.0,5.0,63.0,0.0,0.0,0.0634920634920634,16,,97.0,6.0625,0.0,118.0,7.375,10.1,0.1,-4.2,-4.5,0.4,0.0019646365422396,0.478,0.368,0.105,0.0,0.0,W (+35),W (+35)
23.0,,2022-12-02,20-060,BOS,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,12,12,8,10,4,12,5,8,3,2,7,4,12,63.0,41.0,,82.0,79.0,67.0,74.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.1746031746031746,0.1951219512195122,,0.1463414634146341,0.1518987341772152,0.1194029850746268,0.1351351351351351,0.1739130434782608,0.1739130434782608,0.0746268656716417,0.1311475409836065,0.75,0.0869565217391304,0.1458333333333333,0.1142857142857142,0.15,4,72.0,5.0,63.0,0.0,0.0,0.0634920634920634,16,,76.0,4.75,0.0,95.7,5.98125,10.1,0.1,-4.2,-4.5,0.4,0.0019646365422396,0.478,0.368,0.105,0.0,0.0,W (+13),W (+13)
24.0,,2022-12-04,20-062,BOS,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,12,12,8,10,4,12,5,8,3,2,7,4,12,63.0,41.0,,82.0,79.0,67.0,74.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.1746031746031746,0.1951219512195122,,0.1463414634146341,0.1518987341772152,0.1194029850746268,0.1351351351351351,0.1739130434782608,0.1739130434782608,0.0746268656716417,0.1311475409836065,0.75,0.0869565217391304,0.1458333333333333,0.1142857142857142,0.15,4,72.0,5.0,63.0,0.0,0.0,0.0634920634920634,16,,85.0,5.3125,0.0,90.9,5.68125,10.1,0.1,-4.2,-4.5,0.4,0.0019646365422396,0.478,0.368,0.105,0.0,0.0,L (-4),L (-4)
25.0,,2022-12-05,20-063,BOS,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,12,12,8,10,4,12,5,8,3,2,7,4,12,63.0,41.0,,82.0,79.0,67.0,74.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.1746031746031746,0.1951219512195122,,0.1463414634146341,0.1518987341772152,0.1194029850746268,0.1351351351351351,0.1739130434782608,0.1739130434782608,0.0746268656716417,0.1311475409836065,0.75,0.0869565217391304,0.1458333333333333,0.1142857142857142,0.15,4,72.0,5.0,63.0,0.0,0.0,0.0634920634920634,16,,82.0,5.125,0.0,94.40000000000002,5.900000000000001,10.1,0.1,-4.2,-4.5,0.4,0.0019646365422396,0.478,0.368,0.105,0.0,0.0,W (+11),W (+11)
26.0,,2022-12-07,20-065,BOS,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,12,12,8,10,4,12,5,8,3,2,7,4,12,63.0,41.0,,82.0,79.0,67.0,74.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.1746031746031746,0.1951219512195122,,0.1463414634146341,0.1518987341772152,0.1194029850746268,0.1351351351351351,0.1739130434782608,0.1739130434782608,0.0746268656716417,0.1311475409836065,0.75,0.0869565217391304,0.1458333333333333,0.1142857142857142,0.15,4,72.0,5.0,63.0,0.0,0.0,0.0634920634920634,16,,99.0,6.1875,0.0,109.5,6.84375,10.1,0.1,-4.2,-4.5,0.4,0.0019646365422396,0.478,0.368,0.105,0.0,0.0,W (+6),W (+6)
27.0,,2022-12-10,20-068,BOS,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,12,12,8,10,4,12,5,8,3,2,7,4,12,63.0,41.0,,82.0,79.0,67.0,74.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.1746031746031746,0.1951219512195122,,0.1463414634146341,0.1518987341772152,0.1194029850746268,0.1351351351351351,0.1739130434782608,0.1739130434782608,0.0746268656716417,0.1311475409836065,0.75,0.0869565217391304,0.1458333333333333,0.1142857142857142,0.15,4,72.0,5.0,63.0,0.0,0.0,0.0634920634920634,16,,57.0,3.5625,0.0,81.9,5.11875,10.1,0.1,-4.2,-4.5,0.4,0.0019646365422396,0.478,0.368,0.105,0.0,0.0,W (+27),W (+27)
28.0,,2022-12-12,20-070,BOS,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,12,12,8,10,4,12,5,8,3,2,7,4,12,63.0,41.0,,82.0,79.0,67.0,74.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.1746031746031746,0.1951219512195122,,0.1463414634146341,0.1518987341772152,0.1194029850746268,0.1351351351351351,0.1739130434782608,0.1739130434782608,0.0746268656716417,0.1311475409836065,0.75,0.0869565217391304,0.1458333333333333,0.1142857142857142,0.15,4,72.0,5.0,63.0,0.0,0.0,0.0634920634920634,16,,57.0,3.5625,0.0,72.29999999999998,4.518749999999999,10.1,0.1,-4.2,-4.5,0.4,0.0019646365422396,0.478,0.368,0.105,0.0,0.0,L (-16),L (-16)
