Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Isaiah Roby,Shared Games with Jakob Poeltl,Shared Games with Jeremy Sochan,Shared Games with Josh Richardson,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Stanley Johnson,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Dominick Barlow,Doug McDermott,Gorgui Dieng,Isaiah Roby,Jakob Poeltl,Jeremy Sochan,Jordan Hall,Josh Richardson,Joshua Primo,Keita Bates-Diop,Keldon Johnson,Malaki Branham,Romeo Langford,Stanley Johnson,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Isaiah Roby,co_inf with Jakob Poeltl,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Josh Richardson,co_inf with Joshua Primo,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Stanley Johnson,co_inf with Zach Collins,Shared Games with Devonte' Graham,Shared Games with Julian Champagnie,Shared Games with Sandro Mamukelashvili,Devonte' Graham,Julian Champagnie,Justin Jackson,Khem Birch,Sandro Mamukelashvili,co_inf with Devonte' Graham,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Khem Birch,co_inf with Sandro Mamukelashvili,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
25.0,24.0,2022-12-08,22-334,SAS,HOU,1,34.766666666666666,10.0,16.0,.625,2.0,6.0,.333,4,4.0,1.000,1.0,2.0,3.0,5.0,0.0,0.0,0.0,1.0,26.0,23.2,0,10.0,8.0,0.8,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,14.0,57.0,3.0,21.6,64.4,3.389473684210526,0.0944006904736217,L (-38),L (-38)
26.0,25.0,2022-12-10,22-336,SAS,MIA,1,35.766666666666666,2.0,8.0,.250,0.0,1.0,.000,6,8.0,.750,0.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,10.0,9.3,+6,7.0,2.0,0.2857142857142857,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,4.0,59.0,3.1052631578947367,6.9,74.29999999999998,3.9105263157894727,0.0944006904736217,W (+9),W (+9)
27.0,26.0,2022-12-12,22-338,SAS,CLE,1,28.616666666666667,6.0,11.0,.545,0.0,0.0,,3,3.0,1.000,1.0,3.0,4.0,5.0,2.0,0.0,3.0,2.0,15.0,13.0,-16,11.0,6.0,0.5454545454545454,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,9.0,42.0,2.210526315789474,11.799999999999995,46.89999999999999,2.4684210526315784,0.0944006904736217,W (+4),W (+4)
28.0,27.0,2022-12-14,22-340,SAS,POR,1,25.183333333333334,5.0,11.0,.455,0.0,0.0,,0,0.0,,2.0,2.0,4.0,6.0,0.0,0.0,0.0,1.0,10.0,10.1,-14,11.0,5.0,0.4545454545454545,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,9.0,46.0,2.421052631578948,10.1,59.1,3.110526315789474,0.0944006904736217,W (+1),W (+1)
29.0,28.0,2022-12-17,22-343,SAS,MIA,1,31.85,2.0,10.0,.200,0.0,2.0,.000,5,6.0,.833,0.0,3.0,3.0,9.0,1.0,0.0,4.0,1.0,9.0,6.2,-18,8.0,2.0,0.25,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,2.0,70.0,3.684210526315789,4.199999999999999,75.6,3.978947368421052,0.0944006904736217,L (-16),L (-16)
30.0,29.0,2022-12-19,22-345,SAS,HOU,1,27.866666666666667,5.0,13.0,.385,1.0,5.0,.200,2,2.0,1.000,2.0,4.0,6.0,8.0,1.0,0.0,1.0,0.0,13.0,14.1,+10,8.0,4.0,0.5,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,12.0,67.0,3.526315789473684,13.299999999999995,75.19999999999999,3.9578947368421047,0.0944006904736217,L (-10),L (-10)
31.0,30.0,2022-12-22,22-348,SAS,NOP,1,27.73333333333333,7.0,12.0,.583,1.0,3.0,.333,4,4.0,1.000,0.0,2.0,2.0,3.0,0.0,0.0,2.0,2.0,19.0,13.3,0,9.0,6.0,0.6666666666666666,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,6.0,42.0,2.210526315789474,11.7,46.5,2.4473684210526314,0.0944006904736217,W (+19),W (+19)
32.0,31.0,2022-12-23,22-349,SAS,ORL,1,26.633333333333333,7.0,10.0,.700,2.0,2.0,1.000,0,0.0,,1.0,3.0,4.0,8.0,2.0,0.0,3.0,1.0,16.0,17.6,-7,8.0,5.0,0.625,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,17.0,41.0,2.1578947368421053,17.6,59.09999999999998,3.1105263157894725,0.0944006904736217,L (-9),L (-9)
33.0,32.0,2022-12-26,22-352,SAS,UTA,1,27.05,5.0,10.0,.500,1.0,1.0,1.000,0,0.0,,0.0,5.0,5.0,5.0,1.0,0.0,0.0,1.0,11.0,11.6,+8,9.0,4.0,0.4444444444444444,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,12.0,47.0,2.473684210526316,11.6,71.89999999999998,3.784210526315788,0.0944006904736217,L (-20),L (-20)
34.0,33.0,2022-12-27,22-353,SAS,OKC,1,28.716666666666665,6.0,13.0,.462,1.0,6.0,.167,1,1.0,1.000,2.0,2.0,4.0,5.0,4.0,0.0,3.0,3.0,14.0,12.6,-14,7.0,5.0,0.7142857142857143,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,10.0,37.0,1.947368421052632,12.2,47.69999999999999,2.5105263157894733,0.0944006904736217,W (+4),W (+4)
35.0,34.0,2022-12-29,22-355,SAS,NYK,1,33.35,5.0,13.0,.385,1.0,4.0,.250,2,4.0,.500,2.0,6.0,8.0,6.0,0.0,1.0,2.0,1.0,13.0,10.8,-3,9.0,4.0,0.4444444444444444,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,9.0,39.0,2.0526315789473686,9.999999999999998,56.7,2.9842105263157896,0.0944006904736217,L (-16),L (-16)
36.0,35.0,2022-12-31,22-357,SAS,DAL,1,32.266666666666666,7.0,11.0,.636,0.0,2.0,.000,4,6.0,.667,0.0,5.0,5.0,6.0,0.0,0.0,2.0,1.0,18.0,15.6,-3,9.0,7.0,0.7777777777777778,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,10.0,38.0,2.0,13.999999999999998,52.29999999999999,2.752631578947368,0.0944006904736217,W (+7),W (+7)
37.0,36.0,2023-01-02,22-359,SAS,BRK,1,22.83333333333333,3.0,8.0,.375,0.0,3.0,.000,0,0.0,,0.0,1.0,1.0,7.0,2.0,0.0,1.0,0.0,6.0,7.8,-20,5.0,3.0,0.6,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,7.0,33.0,1.736842105263158,7.799999999999999,41.2,2.168421052631579,0.0944006904736217,L (-1),L (-1)
38.0,37.0,2023-01-04,22-361,SAS,NYK,1,26.366666666666667,6.0,15.0,.400,0.0,4.0,.000,2,2.0,1.000,1.0,3.0,4.0,6.0,1.0,0.0,2.0,0.0,14.0,10.7,+2,11.0,6.0,0.5454545454545454,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,6.0,29.0,1.5263157894736843,9.899999999999997,37.2,1.957894736842105,0.0944006904736217,L (-36),L (-36)
39.0,38.0,2023-01-06,22-363,SAS,DET,1,32.18333333333333,11.0,18.0,.611,1.0,3.0,.333,2,2.0,1.000,0.0,3.0,3.0,3.0,2.0,0.0,4.0,1.0,25.0,17.4,+11,15.0,10.0,0.6666666666666666,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,9.0,32.0,1.6842105263157894,16.599999999999998,42.79999999999999,2.252631578947368,0.0944006904736217,L (-3),L (-3)
40.0,39.0,2023-01-07,22-364,SAS,BOS,1,30.166666666666668,8.0,18.0,.444,0.0,1.0,.000,2,2.0,1.000,1.0,4.0,5.0,5.0,1.0,0.0,1.0,2.0,18.0,13.2,-4,17.0,8.0,0.4705882352941176,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,8.0,47.0,2.473684210526316,12.399999999999997,56.60000000000001,2.978947368421053,0.0944006904736217,W (+12),W (+12)
41.0,40.0,2023-01-09,23-001,SAS,MEM,1,30.15,6.0,16.0,.375,1.0,4.0,.250,5,5.0,1.000,0.0,4.0,4.0,7.0,0.0,0.0,2.0,1.0,18.0,12.9,-14,12.0,5.0,0.4166666666666667,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,6.0,41.0,2.1578947368421053,10.899999999999997,50.99999999999999,2.684210526315789,0.0944006904736217,L (-5),L (-5)
42.0,41.0,2023-01-11,23-003,SAS,MEM,1,30.383333333333333,9.0,19.0,.474,2.0,5.0,.400,2,2.0,1.000,3.0,3.0,6.0,6.0,3.0,1.0,0.0,1.0,22.0,22.8,-3,14.0,7.0,0.5,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,17.0,53.0,2.789473684210526,22.000000000000004,58.399999999999984,3.073684210526315,0.0944006904736217,,
43.0,42.0,2023-01-13,23-005,SAS,GSW,1,30.2,7.0,11.0,.636,2.0,2.0,1.000,5,5.0,1.000,0.0,1.0,1.0,5.0,0.0,0.0,2.0,2.0,21.0,17.1,-27,9.0,5.0,0.5555555555555556,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,9.0,14.0,0.7368421052631579,15.1,34.300000000000004,1.805263157894737,0.0944006904736217,L (-8),L (-8)
44.0,43.0,2023-01-15,23-007,SAS,SAC,1,34.9,7.0,13.0,.538,0.0,1.0,.000,2,2.0,1.000,3.0,4.0,7.0,8.0,0.0,0.0,1.0,1.0,16.0,17.2,-10,12.0,7.0,0.5833333333333334,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,15.0,16.0,0.8421052631578947,16.399999999999995,27.9,1.4684210526315788,0.0944006904736217,L (-6),L (-6)
45.0,44.0,2023-01-17,23-009,SAS,BRK,1,33.15,4.0,14.0,.286,1.0,6.0,.167,4,4.0,1.000,1.0,3.0,4.0,5.0,0.0,0.0,2.0,1.0,13.0,7.5,+15,8.0,3.0,0.375,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,2.0,43.0,2.263157894736842,5.9,48.2,2.5368421052631582,0.0944006904736217,L (-31),L (-31)
46.0,45.0,2023-01-20,23-012,SAS,LAC,1,29.55,3.0,6.0,.500,1.0,1.0,1.000,1,2.0,.500,1.0,0.0,1.0,8.0,1.0,0.0,0.0,1.0,8.0,11.5,-5,5.0,2.0,0.4,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,10.0,50.0,2.631578947368421,11.1,64.8,3.4105263157894736,0.0944006904736217,L (-13),L (-13)
47.0,46.0,2023-01-23,23-015,SAS,POR,1,24.4,5.0,11.0,.455,0.0,2.0,.000,2,2.0,1.000,0.0,2.0,2.0,7.0,2.0,1.0,1.0,0.0,12.0,13.5,-9,9.0,5.0,0.5555555555555556,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,10.0,52.0,2.736842105263158,12.7,72.1,3.794736842105263,0.0944006904736217,W (+8),W (+8)
48.0,47.0,2023-01-25,23-017,SAS,LAL,1,26.383333333333333,3.0,15.0,.200,0.0,5.0,.000,0,0.0,,1.0,2.0,3.0,6.0,4.0,0.0,1.0,0.0,6.0,5.2,-13,10.0,3.0,0.3,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,3.0,30.0,1.5789473684210529,5.199999999999999,52.1,2.7421052631578946,0.0944006904736217,L (-5),L (-5)
49.0,48.0,2023-01-26,23-018,SAS,LAC,1,26.766666666666666,4.0,10.0,.400,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,4.0,0.0,0.0,2.0,3.0,8.0,2.8,-18,9.0,4.0,0.4444444444444444,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,2.0,51.0,2.6842105263157894,2.8,56.99999999999999,3.0,0.0944006904736217,L (-20),L (-20)
50.0,49.0,2023-01-28,23-020,SAS,PHO,1,27.98333333333333,3.0,10.0,.300,0.0,0.0,,1,2.0,.500,0.0,3.0,3.0,4.0,3.0,0.0,0.0,2.0,7.0,6.7,-12,10.0,3.0,0.3,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,5.0,48.0,2.526315789473684,6.299999999999999,73.00000000000001,3.842105263157896,0.0944006904736217,L (-9),L (-9)
