Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alondes Williams,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Edmond Sumner,Shared Games with Joe Harris,Shared Games with Kevin Durant,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Nic Claxton,Shared Games with Patty Mills,Shared Games with RaiQuan Gray,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with T.J. Warren,Shared Games with Yuta Watanabe,Alondes Williams,Ben Simmons,Cam Thomas,David Duke Jr.,Day'Ron Sharpe,Edmond Sumner,Joe Harris,Kevin Durant,Kyrie Irving,Markieff Morris,Nic Claxton,Patty Mills,RaiQuan Gray,Royce O'Neale,Seth Curry,T.J. Warren,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Kevin Durant,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with RaiQuan Gray,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with T.J. Warren,co_inf with Yuta Watanabe,Shared Games with Alex Len,Shared Games with Chimezie Metu,Shared Games with Davion Mitchell,Shared Games with De'Aaron Fox,Shared Games with Domantas Sabonis,Shared Games with Harrison Barnes,Shared Games with Keegan Murray,Shared Games with Keon Ellis,Shared Games with Kevin Huerter,Shared Games with Malik Monk,Shared Games with Matthew Dellavedova,Shared Games with Neemias Queta,Shared Games with Richaun Holmes,Shared Games with Terence Davis,Shared Games with Trey Lyles,Shared Games with Dorian Finney-Smith,Shared Games with Spencer Dinwiddie,Shared Games with Nerlens Noel,Shared Games with Moses Brown,Alex Len,Chima Moneke,Chimezie Metu,Davion Mitchell,De'Aaron Fox,Deonte Burton,Domantas Sabonis,Harrison Barnes,JD Davison,Keegan Murray,Keon Ellis,Kevin Huerter,KZ Okpala,Malik Monk,Matthew Dellavedova,Neemias Queta,PJ Dozier,Richaun Holmes,Terence Davis,Trey Lyles,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Chimezie Metu,co_inf with Davion Mitchell,co_inf with De'Aaron Fox,co_inf with Domantas Sabonis,co_inf with Harrison Barnes,co_inf with JD Davison,co_inf with Keegan Murray,co_inf with Keon Ellis,co_inf with Kevin Huerter,co_inf with KZ Okpala,co_inf with Malik Monk,co_inf with Matthew Dellavedova,co_inf with Neemias Queta,co_inf with Richaun Holmes,co_inf with Terence Davis,co_inf with Trey Lyles,co_inf with Deonte Burton,co_inf with PJ Dozier,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
49.0,,2023-01-28,22-172,BRK,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,,73.0,2.0277777777777777,0.0,88.40000000000002,2.455555555555556,0.0085875934532228,L (-4),L (-4)
50.0,,2023-01-30,22-174,BRK,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,,73.0,2.0277777777777777,0.0,95.6,2.6555555555555554,0.0085875934532228,L (-8),L (-8)
51.0,,2023-02-01,22-176,BRK,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,,63.0,1.75,0.0,71.0,1.9722222222222223,0.0085875934532228,W (+7),W (+7)
52.0,,2023-02-04,22-179,BRK,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,,52.0,1.4444444444444444,0.0,67.1,1.8638888888888887,0.0085875934532228,W (+17),W (+17)
53.0,14.0,2023-02-06,22-181,BRK,LAC,0,5.533333333333333,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,-5,1.0,0.0,0.0,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,-2.0,111.0,3.083333333333333,-1.4,125.6,3.488888888888889,0.0085875934532228,L (-43),L (-43)
54.0,,2023-02-07,22-182,BRK,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,,73.0,2.0277777777777777,0.0,103.39999999999998,2.872222222222222,0.0085875934532228,W (+2),W (+2)
55.0,,2023-02-08,22-183,SAC,HOU,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,,61.0,1.6944444444444444,0.0,77.7,2.158333333333333,0.0085875934532228,L (-8),L (-8)
56.0,,2023-02-10,22-185,SAC,DAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,,82.0,2.2777777777777777,0.0,103.4,2.8722222222222222,0.0085875934532228,L (-4),L (-4)
57.0,,2023-02-11,22-186,SAC,DAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,,58.0,1.6111111111111112,0.0,73.80000000000001,2.0500000000000003,0.0085875934532228,W (+2),W (+2)
58.0,15.0,2023-02-14,22-189,SAC,PHO,0,10.183333333333334,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,-2,0.0,0.0,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,2.0,90.0,2.5,1.0,107.1,2.975,0.0085875934532228,L (-8),L (-8)
59.0,16.0,2023-02-23,22-198,SAC,POR,0,3.9166666666666665,0.0,3.0,.000,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,-3,2.0,0.0,0.0,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,-2.0,111.0,3.083333333333333,-1.3999999999999997,145.00000000000003,4.027777777777779,0.0085875934532228,W (+5),W (+5)
60.0,,2023-02-24,22-199,SAC,LAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,,84.0,2.333333333333333,0.0,95.2,2.6444444444444444,0.0085875934532228,L (-11),L (-11)
61.0,,2023-02-26,22-201,SAC,OKC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,,85.0,2.361111111111111,0.0,92.2,2.561111111111112,0.0085875934532228,W (+17),W (+17)
62.0,,2023-02-28,22-203,SAC,OKC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,,80.0,2.2222222222222223,0.0,95.0,2.638888888888889,0.0085875934532228,W (+1),W (+1)
63.0,,2023-03-03,22-206,SAC,LAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,,74.0,2.055555555555556,0.0,101.5,2.8194444444444446,0.0085875934532228,,
64.0,17.0,2023-03-04,22-207,SAC,MIN,0,14.133333333333333,1.0,2.0,.500,1.0,1.0,1.000,0,0.0,,0.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,3.0,4.2,+12,1.0,0.0,0.0,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,6.0,92.0,2.555555555555556,4.199999999999999,109.6,3.0444444444444443,0.0085875934532228,W (+9),W (+9)
65.0,18.0,2023-03-06,22-209,SAC,NOP,0,0.0,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,0.0,77.0,2.138888888888889,0.0,94.29999999999998,2.619444444444444,0.0085875934532228,W (+6),W (+6)
66.0,19.0,2023-03-09,22-212,SAC,NYK,0,0.2666666666666666,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0.0,0.0,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,0.0,50.0,1.3888888888888888,0.0,78.3,2.175,0.0085875934532228,W (+1),W (+1)
67.0,20.0,2023-03-11,22-214,SAC,PHO,0,25.75,4.0,6.0,.667,2.0,4.0,.500,2,2.0,1.000,1.0,6.0,7.0,1.0,1.0,0.0,2.0,5.0,12.0,9.6,+18,2.0,2.0,1.0,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,11.0,85.0,2.361111111111111,8.799999999999997,95.00000000000004,2.63888888888889,0.0085875934532228,L (-4),L (-4)
