Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Len,Shared Games with Chima Moneke,Shared Games with Chimezie Metu,Shared Games with Davion Mitchell,Shared Games with De'Aaron Fox,Shared Games with Domantas Sabonis,Shared Games with Harrison Barnes,Shared Games with Keegan Murray,Shared Games with Keon Ellis,Shared Games with Kevin Huerter,Shared Games with KZ Okpala,Shared Games with Malik Monk,Shared Games with Matthew Dellavedova,Shared Games with Neemias Queta,Shared Games with PJ Dozier,Shared Games with Richaun Holmes,Shared Games with Terence Davis,Alex Len,Chima Moneke,Chimezie Metu,Davion Mitchell,De'Aaron Fox,Deonte Burton,Domantas Sabonis,Harrison Barnes,Keegan Murray,Keon Ellis,Kevin Huerter,KZ Okpala,Malik Monk,Matthew Dellavedova,Neemias Queta,PJ Dozier,Richaun Holmes,Terence Davis,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Chimezie Metu,co_inf with Davion Mitchell,co_inf with De'Aaron Fox,co_inf with Deonte Burton,co_inf with Domantas Sabonis,co_inf with Harrison Barnes,co_inf with Keegan Murray,co_inf with Keon Ellis,co_inf with Kevin Huerter,co_inf with KZ Okpala,co_inf with Malik Monk,co_inf with Matthew Dellavedova,co_inf with Neemias Queta,co_inf with PJ Dozier,co_inf with Richaun Holmes,co_inf with Terence Davis,Shared Games with Kessler Edwards,JD Davison,Kessler Edwards,co_inf with Kessler Edwards,co_inf with JD Davison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
29.0,23.0,2022-12-19,27-044,SAC,CHO,0,5.333333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,-1.5,-6,0.0,0.0,,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,0.0,60.0,3.333333333333333,-1.5,84.5,4.694444444444445,0.0567791473024853,W (+9),W (+9)
30.0,24.0,2022-12-21,27-046,SAC,LAL,0,8.016666666666667,3.0,8.0,.375,1.0,5.0,.200,0,1.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.2,-4,3.0,2.0,0.6666666666666666,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,-2.0,86.0,4.777777777777778,2.2,99.6,5.533333333333333,0.0567791473024853,L (-6),L (-6)
31.0,25.0,2022-12-23,27-048,SAC,WAS,0,22.98333333333333,6.0,6.0,1.000,2.0,2.0,1.000,0,1.0,.000,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,14.0,13.4,+8,4.0,4.0,1.0,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,12.0,40.0,2.2222222222222223,13.399999999999997,57.6,3.2,0.0567791473024853,W (+14),W (+14)
32.0,26.0,2022-12-27,27-052,SAC,DEN,0,24.066666666666663,4.0,10.0,.400,1.0,6.0,.167,2,2.0,1.000,1.0,9.0,10.0,1.0,0.0,0.0,3.0,1.0,11.0,6.3,-4,4.0,3.0,0.75,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,7.0,52.0,2.888888888888889,5.499999999999998,68.3,3.794444444444444,0.0567791473024853,L (-14),L (-14)
33.0,27.0,2022-12-28,27-053,SAC,DEN,0,24.466666666666665,2.0,3.0,.667,1.0,1.0,1.000,0,0.0,,3.0,6.0,9.0,4.0,2.0,0.0,0.0,1.0,5.0,12.0,+13,2.0,1.0,0.5,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,17.0,73.0,4.055555555555555,12.0,99.1,5.505555555555556,0.0567791473024853,L (-7),L (-7)
34.0,28.0,2022-12-30,27-055,SAC,UTA,0,19.466666666666665,2.0,6.0,.333,1.0,4.0,.250,0,0.0,,2.0,6.0,8.0,1.0,0.0,2.0,0.0,2.0,5.0,6.1,0,2.0,1.0,0.5,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,10.0,70.0,3.888888888888889,6.1000000000000005,90.79999999999998,5.044444444444443,0.0567791473024853,W (+1),W (+1)
35.0,29.0,2023-01-01,27-057,SAC,MEM,0,18.03333333333333,2.0,7.0,.286,1.0,5.0,.200,2,2.0,1.000,2.0,3.0,5.0,2.0,0.0,2.0,1.0,2.0,7.0,6.2,-10,2.0,1.0,0.5,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,6.0,58.0,3.2222222222222223,5.4,69.09999999999998,3.838888888888888,0.0567791473024853,W (+1),W (+1)
36.0,30.0,2023-01-03,27-059,SAC,UTA,0,8.566666666666666,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,-0.8,-12,1.0,1.0,1.0,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,0.0,70.0,3.888888888888889,-0.7999999999999994,82.09999999999998,4.56111111111111,0.0567791473024853,L (-10),L (-10)
37.0,31.0,2023-01-04,27-060,SAC,ATL,0,13.916666666666666,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,4.0,5.0,1.0,0.0,0.0,0.0,2.0,2.0,3.5,-7,1.0,1.0,1.0,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,7.0,65.0,3.611111111111111,3.5,85.80000000000001,4.766666666666668,0.0567791473024853,W (+2),W (+2)
38.0,32.0,2023-01-07,27-063,SAC,LAL,0,13.233333333333333,2.0,4.0,.500,2.0,2.0,1.000,5,6.0,.833,4.0,1.0,5.0,0.0,0.0,1.0,1.0,1.0,11.0,11.0,+6,2.0,0.0,0.0,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,6.0,59.0,3.2777777777777777,9.0,84.29999999999998,4.683333333333333,0.0567791473024853,L (-3),L (-3)
39.0,33.0,2023-01-09,27-065,SAC,ORL,0,16.2,4.0,8.0,.500,3.0,5.0,.600,3,4.0,.750,0.0,5.0,5.0,2.0,0.0,0.0,0.0,1.0,14.0,12.1,+9,3.0,1.0,0.3333333333333333,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,9.0,99.0,5.5,10.9,107.0,5.944444444444445,0.0567791473024853,L (-2),L (-2)
40.0,34.0,2023-01-11,27-067,SAC,HOU,0,20.9,6.0,8.0,.750,3.0,5.0,.600,5,6.0,.833,1.0,6.0,7.0,0.0,0.0,2.0,0.0,1.0,20.0,19.9,+15,3.0,3.0,1.0,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,15.0,64.0,3.555555555555556,17.9,80.10000000000001,4.45,0.0567791473024853,W (+25),W (+25)
41.0,35.0,2023-01-13,27-069,SAC,HOU,0,30.25,6.0,9.0,.667,1.0,3.0,.333,0,0.0,,0.0,5.0,5.0,2.0,2.0,2.0,1.0,3.0,13.0,13.2,+23,6.0,5.0,0.8333333333333334,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,14.0,94.0,5.222222222222222,13.199999999999996,110.00000000000004,6.111111111111113,0.0567791473024853,W (+20),W (+20)
42.0,36.0,2023-01-15,27-071,SAC,SAS,0,22.466666666666665,4.0,4.0,1.000,1.0,1.0,1.000,3,3.0,1.000,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,12.0,11.3,-2,3.0,3.0,1.0,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,8.0,74.0,4.111111111111111,10.099999999999998,94.0,5.222222222222222,0.0567791473024853,,
43.0,37.0,2023-01-18,27-074,SAC,LAL,0,20.6,3.0,5.0,.600,0.0,1.0,.000,4,4.0,1.000,3.0,3.0,6.0,0.0,0.0,0.0,1.0,3.0,10.0,8.5,-6,4.0,3.0,0.75,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,6.0,63.0,3.5,6.9,80.3,4.461111111111111,0.0567791473024853,W (+25),W (+25)
44.0,38.0,2023-01-20,27-076,SAC,OKC,0,13.633333333333333,2.0,9.0,.222,1.0,5.0,.200,2,2.0,1.000,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,3.4,-2,4.0,1.0,0.25,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,1.0,68.0,3.7777777777777777,2.6,78.89999999999999,4.383333333333333,0.0567791473024853,W (+13),W (+13)
45.0,39.0,2023-01-21,27-077,SAC,PHI,0,11.433333333333334,1.0,3.0,.333,0.0,1.0,.000,0,2.0,.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,-0.6,-10,2.0,1.0,0.5,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,-2.0,76.0,4.222222222222222,-0.6,99.0,5.5,0.0567791473024853,W (+5),W (+5)
46.0,40.0,2023-01-23,27-079,SAC,MEM,0,25.35,8.0,11.0,.727,6.0,8.0,.750,2,2.0,1.000,0.0,7.0,7.0,0.0,2.0,3.0,2.0,1.0,24.0,23.3,+25,3.0,2.0,0.6666666666666666,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,21.0,87.0,4.833333333333333,22.5,89.80000000000001,4.98888888888889,0.0567791473024853,W (+5),W (+5)
47.0,41.0,2023-01-25,27-081,SAC,TOR,0,22.683333333333334,1.0,5.0,.200,0.0,3.0,.000,4,4.0,1.000,0.0,5.0,5.0,5.0,1.0,1.0,0.0,1.0,6.0,9.2,-14,2.0,1.0,0.5,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,9.0,52.0,2.888888888888889,7.6,60.8,3.3777777777777778,0.0567791473024853,L (-2),L (-2)
48.0,42.0,2023-01-28,27-084,SAC,MIN,0,12.116666666666667,0.0,2.0,.000,0.0,2.0,.000,2,2.0,1.000,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.8,-5,0.0,0.0,,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,1.0,46.0,2.555555555555556,1.0,70.5,3.9166666666666665,0.0567791473024853,W (+33),W (+33)
49.0,43.0,2023-01-30,27-086,SAC,MIN,0,16.366666666666667,4.0,6.0,.667,1.0,2.0,.500,2,3.0,.667,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,11.0,10.6,+11,4.0,3.0,0.75,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,7.0,66.0,3.6666666666666665,9.8,78.60000000000002,4.366666666666668,0.0567791473024853,L (-18),L (-18)
50.0,44.0,2023-02-01,27-088,SAC,SAS,0,20.133333333333333,2.0,3.0,.667,0.0,1.0,.000,1,1.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,+3,2.0,2.0,1.0,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,1.0,72.0,4.0,2.6,93.0,5.166666666666667,0.0567791473024853,L (-7),L (-7)
51.0,45.0,2023-02-03,27-090,SAC,IND,0,20.1,3.0,9.0,.333,1.0,4.0,.250,0,0.0,,3.0,1.0,4.0,1.0,0.0,0.0,2.0,2.0,7.0,2.2,-5,5.0,2.0,0.4,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,1.0,62.0,3.4444444444444446,2.2,68.8,3.822222222222222,0.0567791473024853,W (+7),W (+7)
52.0,46.0,2023-02-05,27-092,SAC,NOP,0,14.766666666666667,2.0,4.0,.500,2.0,3.0,.667,6,6.0,1.000,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,12.0,9.2,+9,1.0,0.0,0.0,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,4.0,48.0,2.6666666666666665,6.799999999999999,60.3,3.35,0.0567791473024853,W (+10),W (+10)
53.0,47.0,2023-02-06,27-093,SAC,HOU,0,15.766666666666667,6.0,7.0,.857,2.0,3.0,.667,0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,14.0,12.7,+11,4.0,4.0,1.0,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,10.0,99.0,5.5,12.7,111.5,6.194444444444445,0.0567791473024853,L (-3),L (-3)
54.0,48.0,2023-02-08,27-095,SAC,HOU,0,15.716666666666669,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,-0.9,-5,0.0,0.0,,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,1.0,72.0,4.0,-0.9000000000000001,104.29999999999998,5.794444444444443,0.0567791473024853,L (-32),L (-32)
55.0,49.0,2023-02-10,27-097,SAC,DAL,0,7.1,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13,0.0,0.0,,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,0.0,61.0,3.388888888888889,0.0,77.7,4.316666666666666,0.0567791473024853,W (+20),W (+20)
56.0,50.0,2023-02-11,27-098,SAC,DAL,0,25.383333333333333,5.0,7.0,.714,1.0,2.0,.500,3,3.0,1.000,1.0,5.0,6.0,3.0,0.0,0.0,2.0,1.0,14.0,13.0,+14,5.0,4.0,0.8,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,11.0,71.0,3.9444444444444446,11.8,91.6,5.088888888888889,0.0567791473024853,W (+2),W (+2)
57.0,51.0,2023-02-14,27-101,SAC,PHO,0,18.15,1.0,7.0,.143,0.0,2.0,.000,2,2.0,1.000,2.0,5.0,7.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,-9,5.0,1.0,0.2,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,1.0,57.0,3.1666666666666665,0.200000000000001,73.60000000000001,4.0888888888888895,0.0567791473024853,L (-8),L (-8)
58.0,52.0,2023-02-23,27-110,SAC,POR,0,20.516666666666666,3.0,6.0,.500,1.0,4.0,.250,0,0.0,,1.0,4.0,5.0,2.0,0.0,0.0,0.0,2.0,7.0,6.5,+20,2.0,2.0,1.0,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,8.0,84.0,4.666666666666667,6.499999999999999,101.6,5.644444444444444,0.0567791473024853,W (+5),W (+5)
