Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bryce McGowens,Shared Games with Cody Martin,Shared Games with Dennis Smith Jr.,Shared Games with Gordon Hayward,Shared Games with Jalen McDaniels,Shared Games with James Bouknight,Shared Games with JT Thor,Shared Games with Kai Jones,Shared Games with Kelly Oubre Jr.,Shared Games with Kobi Simmons,Shared Games with LaMelo Ball,Shared Games with Mark Williams,Shared Games with Mason Plumlee,Shared Games with Nick Richards,Shared Games with P.J. Washington,Shared Games with Terry Rozier,Bryce McGowens,Cody Martin,Dennis Smith Jr.,Gordon Hayward,Jalen McDaniels,James Bouknight,JT Thor,Kai Jones,Kelly Oubre Jr.,Kobi Simmons,LaMelo Ball,Mark Williams,Mason Plumlee,Nick Richards,P.J. Washington,Terry Rozier,Xavier Sneed,co_inf with Bryce McGowens,co_inf with Cody Martin,co_inf with Dennis Smith Jr.,co_inf with Gordon Hayward,co_inf with Jalen McDaniels,co_inf with James Bouknight,co_inf with JT Thor,co_inf with Kai Jones,co_inf with Kelly Oubre Jr.,co_inf with Kobi Simmons,co_inf with LaMelo Ball,co_inf with Mark Williams,co_inf with Mason Plumlee,co_inf with Nick Richards,co_inf with P.J. Washington,co_inf with Terry Rozier,co_inf with Xavier Sneed,Shared Games with Reggie Jackson,Shared Games with Svi Mykhailiuk,De'Andre Hunter,Svi Mykhailiuk,co_inf with De'Andre Hunter,co_inf with Svi Mykhailiuk,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
27.0,25.0,2022-12-11,21-182,CHO,PHI,0,16.283333333333335,1.0,5.0,.200,1.0,2.0,.500,6,6.0,1.000,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,9.0,6.6,-13,3.0,0.0,0.0,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,-1.0,40.0,2.2222222222222223,4.199999999999999,60.2,3.344444444444445,11.6,0.8,-2.5,-3.0,0.5,0.0324247087271927,0.515,0.374,0.291,-0.1,0.0,L (-19),L (-19)
28.0,26.0,2022-12-14,21-185,CHO,DET,0,16.433333333333334,3.0,7.0,.429,1.0,2.0,.500,2,2.0,1.000,1.0,5.0,6.0,0.0,0.0,0.0,1.0,1.0,9.0,6.1,-10,5.0,2.0,0.4,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,5.0,29.0,1.6111111111111112,5.299999999999999,58.90000000000001,3.272222222222223,11.6,0.8,-2.5,-3.0,0.5,0.0324247087271927,0.515,0.374,0.291,-0.1,0.0,L (-18),L (-18)
29.0,27.0,2022-12-16,21-187,CHO,ATL,0,15.333333333333334,1.0,5.0,.200,1.0,3.0,.333,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,3.0,0.4,+2,2.0,0.0,0.0,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,1.0,52.0,2.888888888888889,0.4000000000000001,73.69999999999999,4.094444444444444,11.6,0.8,-2.5,-3.0,0.5,0.0324247087271927,0.515,0.374,0.291,-0.1,0.0,L (-7),L (-7)
30.0,28.0,2022-12-18,21-189,CHO,DEN,0,12.016666666666667,0.0,3.0,.000,0.0,3.0,.000,2,2.0,1.000,1.0,2.0,3.0,4.0,0.0,0.0,1.0,1.0,2.0,2.6,+10,0.0,0.0,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,3.0,47.0,2.611111111111111,1.8000000000000005,63.7,3.538888888888889,11.6,0.8,-2.5,-3.0,0.5,0.0324247087271927,0.515,0.374,0.291,-0.1,0.0,L (-19),L (-19)
31.0,29.0,2022-12-19,21-190,CHO,SAC,0,26.066666666666663,4.0,10.0,.400,0.0,3.0,.000,4,6.0,.667,0.0,7.0,7.0,3.0,1.0,0.0,0.0,2.0,12.0,10.2,+6,7.0,4.0,0.5714285714285714,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,7.0,74.0,4.111111111111111,8.599999999999996,83.0,4.611111111111111,11.6,0.8,-2.5,-3.0,0.5,0.0324247087271927,0.515,0.374,0.291,-0.1,0.0,L (-4),L (-4)
32.0,30.0,2022-12-21,21-192,CHO,LAC,0,17.233333333333334,1.0,2.0,.500,0.0,0.0,,1,2.0,.500,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,3.0,7.4,+2,2.0,1.0,0.5,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,6.0,44.0,2.4444444444444446,6.999999999999999,53.7,2.9833333333333334,11.6,0.8,-2.5,-3.0,0.5,0.0324247087271927,0.515,0.374,0.291,-0.1,0.0,W (+6),W (+6)
33.0,31.0,2022-12-23,21-194,CHO,LAL,0,10.566666666666666,2.0,5.0,.400,1.0,4.0,.250,2,2.0,1.000,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,7.0,3.5,+4,1.0,1.0,1.0,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,1.0,76.0,4.222222222222222,2.7,90.8,5.044444444444444,11.6,0.8,-2.5,-3.0,0.5,0.0324247087271927,0.515,0.374,0.291,-0.1,0.0,L (-21),L (-21)
34.0,32.0,2022-12-26,21-197,CHO,POR,0,8.116666666666667,0.0,0.0,,0.0,0.0,,2,2.0,1.000,1.0,1.0,2.0,4.0,0.0,0.0,2.0,1.0,2.0,3.4,+7,0.0,0.0,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,4.0,35.0,1.9444444444444444,2.6,53.5,2.9722222222222223,11.6,0.8,-2.5,-3.0,0.5,0.0324247087271927,0.515,0.374,0.291,-0.1,0.0,W (+4),W (+4)
35.0,33.0,2022-12-27,21-198,CHO,GSW,0,11.75,1.0,2.0,.500,0.0,1.0,.000,3,4.0,.750,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,5.2,-11,1.0,1.0,1.0,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,2.0,24.0,1.3333333333333333,4.0,42.5,2.361111111111111,11.6,0.8,-2.5,-3.0,0.5,0.0324247087271927,0.515,0.374,0.291,-0.1,0.0,L (-11),L (-11)
36.0,34.0,2022-12-29,21-200,CHO,OKC,0,11.783333333333331,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.7,-6,1.0,0.0,0.0,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,2.0,72.0,4.0,0.6999999999999997,80.5,4.472222222222222,11.6,0.8,-2.5,-3.0,0.5,0.0324247087271927,0.515,0.374,0.291,-0.1,0.0,L (-5),L (-5)
37.0,35.0,2022-12-31,21-202,CHO,BRK,0,11.716666666666669,2.0,8.0,.250,2.0,5.0,.400,2,2.0,1.000,0.0,1.0,1.0,3.0,2.0,1.0,0.0,2.0,8.0,7.5,-9,3.0,0.0,0.0,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,5.0,36.0,2.0,6.700000000000001,50.49999999999999,2.805555555555556,11.6,0.8,-2.5,-3.0,0.5,0.0324247087271927,0.515,0.374,0.291,-0.1,0.0,W (+8),W (+8)
38.0,,2023-01-02,21-204,CHO,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,47.0,2.611111111111111,0.0,65.2,3.6222222222222222,11.6,0.8,-2.5,-3.0,0.5,0.0324247087271927,0.515,0.374,0.291,-0.1,0.0,L (-17),L (-17)
39.0,,2023-01-04,21-206,CHO,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,46.0,2.555555555555556,0.0,63.49999999999999,3.527777777777777,11.6,0.8,-2.5,-3.0,0.5,0.0324247087271927,0.515,0.374,0.291,-0.1,0.0,L (-6),L (-6)
40.0,,2023-01-06,21-208,CHO,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,82.0,4.555555555555555,0.0,109.1,6.061111111111111,11.6,0.8,-2.5,-3.0,0.5,0.0324247087271927,0.515,0.374,0.291,-0.1,0.0,L (-24),L (-24)
41.0,,2023-01-08,21-210,CHO,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,45.0,2.5,0.0,55.6,3.088888888888889,11.6,0.8,-2.5,-3.0,0.5,0.0324247087271927,0.515,0.374,0.291,-0.1,0.0,W (+29),W (+29)
42.0,,2023-01-10,21-212,CHO,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,72.0,4.0,0.0,88.80000000000001,4.933333333333334,11.6,0.8,-2.5,-3.0,0.5,0.0324247087271927,0.515,0.374,0.291,-0.1,0.0,,
43.0,,2023-01-12,21-214,CHO,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,52.0,2.888888888888889,0.0,61.400000000000006,3.4111111111111114,11.6,0.8,-2.5,-3.0,0.5,0.0324247087271927,0.515,0.374,0.291,-0.1,0.0,L (-5),L (-5)
44.0,,2023-01-14,21-216,CHO,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,55.0,3.055555555555556,0.0,72.7,4.038888888888889,11.6,0.8,-2.5,-3.0,0.5,0.0324247087271927,0.515,0.374,0.291,-0.1,0.0,L (-12),L (-12)
45.0,,2023-01-16,21-218,CHO,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,36.0,2.0,0.0,52.399999999999984,2.91111111111111,11.6,0.8,-2.5,-3.0,0.5,0.0324247087271927,0.515,0.374,0.291,-0.1,0.0,L (-10),L (-10)
46.0,,2023-01-18,21-220,CHO,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,63.0,3.5,0.0,86.9,4.827777777777778,11.6,0.8,-2.5,-3.0,0.5,0.0324247087271927,0.515,0.374,0.291,-0.1,0.0,L (-16),L (-16)
47.0,,2023-01-21,21-223,CHO,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,62.0,3.4444444444444446,0.0,82.20000000000002,4.566666666666667,11.6,0.8,-2.5,-3.0,0.5,0.0324247087271927,0.515,0.374,0.291,-0.1,0.0,L (-12),L (-12)
48.0,,2023-01-23,21-225,CHO,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,26.0,1.4444444444444444,0.0,42.8,2.3777777777777778,11.6,0.8,-2.5,-3.0,0.5,0.0324247087271927,0.515,0.374,0.291,-0.1,0.0,W (+5),W (+5)
49.0,36.0,2023-01-24,21-226,CHO,PHO,0,18.73333333333333,3.0,5.0,.600,1.0,1.0,1.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,4.9,-20,4.0,2.0,0.5,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,4.0,20.0,1.1111111111111112,4.899999999999999,32.3,1.7944444444444445,11.6,0.8,-2.5,-3.0,0.5,0.0324247087271927,0.515,0.374,0.291,-0.1,0.0,W (+4),W (+4)
50.0,,2023-01-26,21-228,CHO,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,51.0,2.833333333333333,0.0,63.9,3.55,11.6,0.8,-2.5,-3.0,0.5,0.0324247087271927,0.515,0.374,0.291,-0.1,0.0,L (-18),L (-18)
51.0,,2023-01-29,21-231,CHO,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,68.0,3.7777777777777777,0.0,88.0,4.888888888888889,11.6,0.8,-2.5,-3.0,0.5,0.0324247087271927,0.515,0.374,0.291,-0.1,0.0,L (-31),L (-31)
52.0,,2023-01-31,21-233,CHO,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,56.0,3.111111111111111,0.0,68.9,3.827777777777778,11.6,0.8,-2.5,-3.0,0.5,0.0324247087271927,0.515,0.374,0.291,-0.1,0.0,W (+15),W (+15)
53.0,,2023-02-02,21-235,CHO,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,46.0,2.555555555555556,0.0,71.0,3.9444444444444446,11.6,0.8,-2.5,-3.0,0.5,0.0324247087271927,0.515,0.374,0.291,-0.1,0.0,W (+5),W (+5)
54.0,,2023-02-03,21-236,CHO,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,48.0,2.6666666666666665,0.0,68.10000000000001,3.7833333333333337,11.6,0.8,-2.5,-3.0,0.5,0.0324247087271927,0.515,0.374,0.291,-0.1,0.0,L (-9),L (-9)
55.0,,2023-02-05,21-238,CHO,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,48.0,2.6666666666666665,0.0,64.0,3.555555555555556,11.6,0.8,-2.5,-3.0,0.5,0.0324247087271927,0.515,0.374,0.291,-0.1,0.0,L (-16),L (-16)
