Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Caruso,Shared Games with Andre Drummond,Shared Games with Ayo Dosunmu,Shared Games with Coby White,Shared Games with Dalen Terry,Shared Games with DeMar DeRozan,Shared Games with Derrick Jones Jr.,Shared Games with Goran Dragić,Shared Games with Javonte Green,Shared Games with Malcolm Hill,Shared Games with Nikola Vučević,Shared Games with Patrick Williams,Shared Games with Tony Bradley,Shared Games with Zach LaVine,Alex Caruso,Andre Drummond,Ayo Dosunmu,Carlik Jones,Coby White,Dalen Terry,DeMar DeRozan,Derrick Jones Jr.,Goran Dragić,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Nikola Vučević,Patrick Williams,Tony Bradley,Zach LaVine,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Carlik Jones,co_inf with Coby White,co_inf with Dalen Terry,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Goran Dragić,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Malcolm Hill,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Tony Bradley,co_inf with Zach LaVine,Shared Games with Terry Taylor,Shared Games with Patrick Beverley,Clint Capela,Patrick Beverley,Robert Williams,Terry Taylor,co_inf with Terry Taylor,co_inf with Clint Capela,co_inf with Patrick Beverley,co_inf with Robert Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
31,31,,2022-12-21,23-067,CHI,@,ATL,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,90.0,5.625,0.0,98.5,6.15625
32,32,,2022-12-23,23-069,CHI,@,NYK,W (+1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,103.0,6.4375,0.0,103.9,6.49375
33,33,,2022-12-26,23-072,CHI,,HOU,L (-15),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,86.0,5.375,0.0,89.19999999999999,5.574999999999999
34,34,,2022-12-28,23-074,CHI,,MIL,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,87.0,5.4375,0.0,88.6,5.5375
35,35,,2022-12-30,23-076,CHI,,DET,W (+14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,116.0,7.25,0.0,116.4,7.275
36,36,,2022-12-31,23-077,CHI,,CLE,L (-1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,80.0,5.0,0.0,95.7,5.98125
37,37,,2023-01-02,23-079,CHI,@,CLE,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,89.0,5.5625,0.0,95.79999999999998,5.987499999999999
38,38,,2023-01-04,23-081,CHI,,BRK,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,74.0,4.625,0.0,87.99999999999999,5.499999999999999
39,39,,2023-01-06,23-083,CHI,@,PHI,W (+14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,111.0,6.9375,0.0,108.2,6.7625
40,40,,2023-01-07,23-084,CHI,,UTA,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,97.0,6.0625,0.0,99.3,6.20625
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-09,23-086,CHI,@,BOS,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,71.0,4.4375,0.0,71.3,4.45625
43,42,,2023-01-11,23-088,CHI,@,WAS,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,54.0,3.375,0.0,63.10000000000001,3.9437500000000005
44,43,,2023-01-13,23-090,CHI,,OKC,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,71.0,4.4375,0.0,82.0,5.125
45,44,,2023-01-15,23-092,CHI,,GSW,W (+14),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,129.0,8.0625,0.0,146.89999999999998,9.181249999999999
46,45,2,2023-01-19,23-096,CHI,@,DET,W (+18),0,1:06,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0.0,0.0,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,0.0,115.0,7.1875,0.0,129.3,8.08125
47,46,,2023-01-23,23-100,CHI,,ATL,W (+11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,109.0,6.8125,0.0,119.4,7.4625
48,47,,2023-01-24,23-101,CHI,@,IND,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,93.0,5.8125,0.0,97.7,6.10625
49,48,,2023-01-26,23-103,CHI,@,CHO,L (-15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,56.0,3.5,0.0,70.1,4.38125
50,49,,2023-01-28,23-105,CHI,@,ORL,W (+19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,125.0,7.8125,0.0,147.0,9.1875
51,50,,2023-01-31,23-108,CHI,,LAC,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,128.0,8.0,0.0,121.7,7.60625
52,51,,2023-02-02,23-110,CHI,,CHO,W (+16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,83.0,5.1875,0.0,85.99999999999997,5.374999999999998
53,52,,2023-02-04,23-112,CHI,,POR,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,111.0,6.9375,0.0,119.5,7.46875
54,53,,2023-02-06,23-114,CHI,,SAS,W (+24),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,128.0,8.0,0.0,108.7,6.79375
55,54,,2023-02-07,23-115,CHI,@,MEM,L (-15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,91.0,5.6875,0.0,94.89999999999998,5.931249999999999
56,55,,2023-02-09,23-117,CHI,@,BRK,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,68.0,4.25,0.0,83.5,5.21875
57,56,,2023-02-11,23-119,CHI,@,CLE,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,90.0,5.625,0.0,72.39999999999999,4.5249999999999995
58,57,,2023-02-13,23-121,CHI,,ORL,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,91.0,5.6875,0.0,85.10000000000001,5.3187500000000005
59,58,,2023-02-15,23-123,CHI,@,IND,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,97.0,6.0625,0.0,107.09999999999998,6.693749999999999
60,59,3,2023-02-16,23-124,CHI,,MIL,L (-12),0,1:48,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,+8,0.0,0.0,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,0.0,80.0,5.0,-0.4,83.89999999999999,5.2437499999999995
61,60,,2023-02-24,23-132,CHI,,BRK,W (+44),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,129.0,8.0625,0.0,121.7,7.60625
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-02-26,23-134,CHI,,WAS,W (+20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,93.0,5.8125,0.0,104.0,6.5
