Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Gordon,Shared Games with Bones Hyland,Shared Games with Bruce Brown,Shared Games with Christian Braun,Shared Games with Davon Reed,Shared Games with DeAndre Jordan,Shared Games with Ish Smith,Shared Games with Jack White,Shared Games with Jamal Murray,Shared Games with Jeff Green,Shared Games with Kentavious Caldwell-Pope,Shared Games with Michael Porter Jr.,Shared Games with Nikola Jokić,Shared Games with Peyton Watson,Shared Games with Vlatko Čančar,Aaron Gordon,Bones Hyland,Bruce Brown,Christian Braun,Collin Gillespie,Davon Reed,DeAndre Jordan,Ish Smith,Jack White,Jamal Murray,Jeff Green,Kentavious Caldwell-Pope,Michael Porter Jr.,Nikola Jokić,Peyton Watson,Vlatko Čančar,co_inf with Aaron Gordon,co_inf with Bones Hyland,co_inf with Bruce Brown,co_inf with Christian Braun,co_inf with Collin Gillespie,co_inf with Davon Reed,co_inf with DeAndre Jordan,co_inf with Ish Smith,co_inf with Jack White,co_inf with Jamal Murray,co_inf with Jeff Green,co_inf with Kentavious Caldwell-Pope,co_inf with Michael Porter Jr.,co_inf with Nikola Jokić,co_inf with Peyton Watson,co_inf with Vlatko Čančar,Shared Games with Reggie Jackson,Shared Games with Thomas Bryant,Donovan Williams,Reggie Jackson,Thomas Bryant,co_inf with Reggie Jackson,co_inf with Donovan Williams,co_inf with Thomas Bryant,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
53.0,43.0,2023-02-04,22-026,DEN,ATL,0,13.666666666666666,2.0,4.0,.500,0.0,1.0,.000,0,0.0,,3.0,2.0,5.0,0.0,2.0,2.0,0.0,1.0,4.0,7.7,0,3.0,2.0,0.6666666666666666,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,9.0,103.0,6.0588235294117645,7.700000000000001,117.00000000000004,6.882352941176473,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+9),W (+9)
54.0,44.0,2023-02-05,22-027,DEN,MIN,0,23.9,4.0,5.0,.800,1.0,2.0,.500,1,2.0,.500,0.0,1.0,1.0,0.0,0.0,1.0,2.0,5.0,10.0,4.7,-21,3.0,3.0,1.0,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,3.0,43.0,2.5294117647058822,4.299999999999999,56.0,3.294117647058824,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+17),W (+17)
55.0,,2023-02-07,22-029,DEN,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,,130.0,7.647058823529412,0.0,142.8,8.4,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+20),W (+20)
56.0,,2023-02-09,22-031,DEN,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,,55.0,3.235294117647059,0.0,71.2,4.188235294117647,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,L (-30),L (-30)
57.0,,2023-02-11,22-033,DEN,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,,102.0,6.0,0.0,116.2,6.835294117647059,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+34),W (+34)
58.0,,2023-02-13,22-035,DEN,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,,92.0,5.411764705882353,0.0,97.2,5.7176470588235295,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,L (-11),L (-11)
59.0,,2023-02-15,22-037,DEN,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,,92.0,5.411764705882353,0.0,97.7,5.747058823529412,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+14),W (+14)
60.0,,2023-02-23,22-045,DEN,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,,84.0,4.941176470588236,0.0,92.29999999999998,5.429411764705882,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+4),W (+4)
61.0,,2023-02-25,22-047,DEN,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,,43.0,2.5294117647058822,0.0,53.20000000000001,3.129411764705883,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+9),W (+9)
62.0,,2023-02-26,22-048,DEN,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,,96.0,5.647058823529412,0.0,108.29999999999998,6.370588235294116,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+6),W (+6)
63.0,,2023-02-28,22-050,DEN,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,,102.0,6.0,0.0,115.7,6.805882352941176,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,,
64.0,,2023-03-03,22-053,DEN,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,,94.0,5.529411764705882,0.0,105.60000000000002,6.211764705882354,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,L (-18),L (-18)
65.0,,2023-03-06,22-056,DEN,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,,77.0,4.529411764705882,0.0,100.10000000000002,5.888235294117648,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+10),W (+10)
66.0,,2023-03-08,22-058,DEN,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,,50.0,2.9411764705882355,0.0,56.00000000000001,3.294117647058824,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+21),W (+21)
67.0,,2023-03-10,22-060,DEN,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,,84.0,4.941176470588236,0.0,103.09999999999998,6.06470588235294,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+16),W (+16)
68.0,,2023-03-12,22-062,DEN,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,,73.0,4.294117647058823,0.0,88.60000000000001,5.211764705882353,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+5),W (+5)
69.0,,2023-03-14,22-064,DEN,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,,73.0,4.294117647058823,0.0,92.29999999999998,5.429411764705882,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,L (-21),L (-21)
70.0,,2023-03-16,22-066,DEN,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,,90.0,5.294117647058823,0.0,106.79999999999998,6.28235294117647,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,L (-8),L (-8)
71.0,,2023-03-18,22-068,DEN,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,,65.0,3.823529411764706,0.0,76.39999999999999,4.494117647058823,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,L (-2),L (-2)
72.0,45.0,2023-03-19,22-069,DEN,BRK,0,11.55,2.0,2.0,1.000,0.0,0.0,,0,0.0,,0.0,5.0,5.0,1.0,0.0,1.0,1.0,2.0,4.0,4.5,-7,2.0,2.0,1.0,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,8.0,70.0,4.117647058823529,4.500000000000001,80.9,4.758823529411765,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,L (-15),L (-15)
73.0,46.0,2023-03-22,22-072,DEN,WAS,0,11.666666666666666,0.0,0.0,,0.0,0.0,,2,2.0,1.000,0.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,0.4,-8,0.0,0.0,,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,1.0,79.0,4.647058823529412,-0.4000000000000001,93.5,5.5,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+19),W (+19)
74.0,47.0,2023-03-25,22-075,DEN,MIL,0,12.833333333333334,2.0,3.0,.667,0.0,1.0,.000,1,2.0,.500,1.0,5.0,6.0,1.0,0.0,1.0,0.0,2.0,5.0,6.1,+3,2.0,2.0,1.0,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,8.0,79.0,4.647058823529412,5.699999999999999,95.6,5.623529411764705,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,L (-6),L (-6)
75.0,48.0,2023-03-27,22-077,DEN,PHI,0,13.033333333333331,3.0,5.0,.600,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,6.0,4.3,-6,3.0,3.0,1.0,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,3.0,84.0,4.941176470588236,4.3,94.1,5.535294117647059,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+6),W (+6)
76.0,49.0,2023-03-30,22-080,DEN,NOP,0,16.883333333333333,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,1.0,5.0,6.0,1.0,0.0,1.0,1.0,3.0,2.0,2.4,+3,1.0,1.0,1.0,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,7.0,28.0,1.6470588235294117,2.3999999999999995,50.09999999999999,2.947058823529411,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+14),W (+14)
77.0,50.0,2023-03-31,22-081,DEN,PHO,0,23.216666666666665,4.0,8.0,.500,1.0,3.0,.333,0,0.0,,3.0,2.0,5.0,0.0,1.0,0.0,1.0,3.0,9.0,6.5,,5.0,3.0,0.6,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,6.0,44.0,2.588235294117647,6.499999999999999,51.899999999999984,3.052941176470587,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+23),W (+23)
78.0,,2023-04-02,22-083,DEN,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,,71.0,4.176470588235294,0.0,87.30000000000001,5.135294117647059,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+5),W (+5)
79.0,,2023-04-04,22-085,DEN,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,,69.0,4.0588235294117645,0.0,80.10000000000001,4.711764705882353,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,L (-19),L (-19)
80.0,51.0,2023-04-06,22-087,DEN,PHO,0,17.066666666666666,3.0,5.0,.600,1.0,2.0,.500,0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,2.0,4.0,7.0,2.8,0,3.0,2.0,0.6666666666666666,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,3.0,56.0,3.294117647058824,2.799999999999999,69.4,4.082352941176471,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,L (-7),L (-7)
