Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alondes Williams,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Joe Harris,Shared Games with Kessler Edwards,Shared Games with Kevin Durant,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Nic Claxton,Shared Games with Patty Mills,Shared Games with RaiQuan Gray,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with T.J. Warren,Shared Games with Yuta Watanabe,Alondes Williams,Ben Simmons,Cam Thomas,David Duke Jr.,Day'Ron Sharpe,Joe Harris,Kessler Edwards,Kevin Durant,Kyrie Irving,Markieff Morris,Nic Claxton,Patty Mills,RaiQuan Gray,Royce O'Neale,Seth Curry,T.J. Warren,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Joe Harris,co_inf with Kessler Edwards,co_inf with Kevin Durant,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with RaiQuan Gray,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with T.J. Warren,co_inf with Yuta Watanabe,Shared Games with Dorian Finney-Smith,Shared Games with Spencer Dinwiddie,Shared Games with Nerlens Noel,Shared Games with Cameron Johnson,Shared Games with Dru Smith,Shared Games with Mikal Bridges,Bogdan Bogdanović,Cameron Johnson,Dorian Finney-Smith,Dru Smith,Mikal Bridges,Moses Brown,Nerlens Noel,Payton Pritchard,Spencer Dinwiddie,co_inf with Dorian Finney-Smith,co_inf with Spencer Dinwiddie,co_inf with Nerlens Noel,co_inf with Moses Brown,co_inf with Bogdan Bogdanović,co_inf with Cameron Johnson,co_inf with Dru Smith,co_inf with Mikal Bridges,co_inf with Payton Pritchard,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,9.0,2022-11-07,26-311,BRK,DAL,1,19.9,2.0,5.0,.400,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,0.0,1.0,1.0,1.0,4.0,4.0,1.0,+6,3.0,2.0,0.6666666666666666,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,2.0,96.0,4.173913043478261,0.9999999999999996,111.4,4.843478260869565,14.0,1.3,-2.6,-2.4,-0.2,0.0406670252824099,0.597,0.323,0.401,-0.1,0.6,L (-2),L (-2)
12.0,10.0,2022-11-09,26-313,BRK,NYK,1,18.516666666666666,7.0,10.0,.700,3.0,4.0,.750,1,2.0,.500,1.0,4.0,5.0,1.0,2.0,0.0,0.0,2.0,18.0,17.2,+24,6.0,4.0,0.6666666666666666,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,14.0,93.0,4.043478260869565,16.799999999999997,88.59999999999998,3.852173913043477,14.0,1.3,-2.6,-2.4,-0.2,0.0406670252824099,0.597,0.323,0.401,-0.1,0.6,W (+27),W (+27)
13.0,11.0,2022-11-12,26-316,BRK,LAC,1,22.8,4.0,10.0,.400,2.0,6.0,.333,1,1.0,1.000,0.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,11.0,10.0,+6,4.0,2.0,0.5,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,7.0,83.0,3.608695652173913,9.599999999999998,99.1,4.308695652173912,14.0,1.3,-2.6,-2.4,-0.2,0.0406670252824099,0.597,0.323,0.401,-0.1,0.6,W (+15),W (+15)
14.0,12.0,2022-11-13,26-317,BRK,LAL,1,25.883333333333333,5.0,12.0,.417,1.0,5.0,.200,2,2.0,1.000,1.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,13.0,5.2,-5,7.0,4.0,0.5714285714285714,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,-1.0,81.0,3.5217391304347827,4.4,89.09999999999998,3.87391304347826,14.0,1.3,-2.6,-2.4,-0.2,0.0406670252824099,0.597,0.323,0.401,-0.1,0.6,L (-13),L (-13)
15.0,13.0,2022-11-15,26-319,BRK,SAC,1,21.58333333333333,4.0,9.0,.444,1.0,4.0,.250,9,9.0,1.000,0.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,18.0,14.1,-20,5.0,3.0,0.6,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,3.0,81.0,3.5217391304347827,10.5,92.8,4.034782608695652,14.0,1.3,-2.6,-2.4,-0.2,0.0406670252824099,0.597,0.323,0.401,-0.1,0.6,L (-32),L (-32)
16.0,14.0,2022-11-17,26-321,BRK,POR,1,5.95,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.3,+4,0.0,0.0,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,0.0,91.0,3.9565217391304346,-0.3,84.89999999999998,3.691304347826086,14.0,1.3,-2.6,-2.4,-0.2,0.0406670252824099,0.597,0.323,0.401,-0.1,0.6,W (+2),W (+2)
17.0,,2022-11-20,26-324,BRK,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,,118.0,5.130434782608695,0.0,117.6,5.113043478260869,14.0,1.3,-2.6,-2.4,-0.2,0.0406670252824099,0.597,0.323,0.401,-0.1,0.6,W (+12),W (+12)
18.0,15.0,2022-11-22,26-326,BRK,PHI,0,3.1333333333333333,3.0,3.0,1.000,0.0,0.0,,1,1.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.1,+5,3.0,3.0,1.0,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,3.0,77.0,3.347826086956522,5.699999999999999,80.1,3.4826086956521736,14.0,1.3,-2.6,-2.4,-0.2,0.0406670252824099,0.597,0.323,0.401,-0.1,0.6,L (-9),L (-9)
19.0,16.0,2022-11-23,26-327,BRK,TOR,0,21.2,3.0,8.0,.375,0.0,2.0,.000,0,1.0,.000,1.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,6.0,-0.4,-2,6.0,3.0,0.5,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,-1.0,101.0,4.391304347826087,-0.4000000000000003,113.60000000000002,4.9391304347826095,14.0,1.3,-2.6,-2.4,-0.2,0.0406670252824099,0.597,0.323,0.401,-0.1,0.6,W (+14),W (+14)
20.0,,2022-11-25,26-329,BRK,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,,77.0,3.347826086956522,0.0,77.6,3.3739130434782605,14.0,1.3,-2.6,-2.4,-0.2,0.0406670252824099,0.597,0.323,0.401,-0.1,0.6,L (-11),L (-11)
