Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anfernee Simons,Shared Games with Damian Lillard,Shared Games with Drew Eubanks,Shared Games with Gary Payton II,Shared Games with Jabari Walker,Shared Games with Jeenathan Williams,Shared Games with Jerami Grant,Shared Games with Josh Hart,Shared Games with Justin Minaya,Shared Games with Justise Winslow,Shared Games with Jusuf Nurkić,Shared Games with Keon Johnson,Shared Games with Nassir Little,Shared Games with Shaedon Sharpe,Shared Games with Skylar Mays,Shared Games with Trendon Watford,Anfernee Simons,Chance Comanche,Damian Lillard,Drew Eubanks,Gary Payton II,Jabari Walker,Jeenathan Williams,Jerami Grant,John Butler,Josh Hart,Justin Minaya,Justise Winslow,Jusuf Nurkić,Keon Johnson,Nassir Little,Olivier Sarr,Shaedon Sharpe,Shaquille Harrison,Skylar Mays,Trendon Watford,co_inf with Anfernee Simons,co_inf with Chance Comanche,co_inf with Damian Lillard,co_inf with Drew Eubanks,co_inf with Gary Payton II,co_inf with Jabari Walker,co_inf with Jeenathan Williams,co_inf with Jerami Grant,co_inf with John Butler,co_inf with Josh Hart,co_inf with Justin Minaya,co_inf with Justise Winslow,co_inf with Jusuf Nurkić,co_inf with Keon Johnson,co_inf with Nassir Little,co_inf with Olivier Sarr,co_inf with Shaedon Sharpe,co_inf with Shaquille Harrison,co_inf with Skylar Mays,co_inf with Trendon Watford,Cam Reddish,Jayson Tatum,Kevin Knox,Matisse Thybulle,Ryan Arcidiacono,co_inf with Kevin Knox,co_inf with Cam Reddish,co_inf with Jayson Tatum,co_inf with Matisse Thybulle,co_inf with Ryan Arcidiacono,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
25.0,,2022-12-08,21-098,POR,DEN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,15,12,15,6,16,2,15,14,1,8,15,12,8,16,3,13,62.0,1,58.0,78.0,22.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.2419354838709677,0.0,0.2068965517241379,0.1923076923076923,0.2727272727272727,0.2857142857142857,0.4,0.238095238095238,0.0,0.1842105263157894,0.25,0.2758620689655172,0.2884615384615384,0.3,0.1481481481481481,0.0,0.2,0.0,0.5,0.2096774193548387,40.0,74.0,63.0,71.0,20.0,0.0,0.0,0.0,0.0,0.0,16,,97.0,6.0625,0.0,85.7,5.35625,5.8,-0.1,-8.5,-8.5,0.0,0.0030110764598343,0.421,0.25,0.429,-0.2,-0.3,W (+16),W (+16)
26.0,,2022-12-10,21-100,POR,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,15,12,15,6,16,2,15,14,1,8,15,12,8,16,3,13,62.0,1,58.0,78.0,22.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.2419354838709677,0.0,0.2068965517241379,0.1923076923076923,0.2727272727272727,0.2857142857142857,0.4,0.238095238095238,0.0,0.1842105263157894,0.25,0.2758620689655172,0.2884615384615384,0.3,0.1481481481481481,0.0,0.2,0.0,0.5,0.2096774193548387,40.0,74.0,63.0,71.0,20.0,0.0,0.0,0.0,0.0,0.0,16,,64.0,4.0,0.0,75.00000000000001,4.687500000000001,5.8,-0.1,-8.5,-8.5,0.0,0.0030110764598343,0.421,0.25,0.429,-0.2,-0.3,L (-1),L (-1)
27.0,,2022-12-12,21-102,POR,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,12,15,6,16,2,15,14,1,8,15,12,8,16,3,13,62.0,1,58.0,78.0,22.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.2419354838709677,0.0,0.2068965517241379,0.1923076923076923,0.2727272727272727,0.2857142857142857,0.4,0.238095238095238,0.0,0.1842105263157894,0.25,0.2758620689655172,0.2884615384615384,0.3,0.1481481481481481,0.0,0.2,0.0,0.5,0.2096774193548387,40.0,74.0,63.0,71.0,20.0,0.0,0.0,0.0,0.0,0.0,16,,97.0,6.0625,0.0,97.5,6.09375,5.8,-0.1,-8.5,-8.5,0.0,0.0030110764598343,0.421,0.25,0.429,-0.2,-0.3,W (+6),W (+6)
28.0,,2022-12-14,21-104,POR,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,12,15,6,16,2,15,14,1,8,15,12,8,16,3,13,62.0,1,58.0,78.0,22.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.2419354838709677,0.0,0.2068965517241379,0.1923076923076923,0.2727272727272727,0.2857142857142857,0.4,0.238095238095238,0.0,0.1842105263157894,0.25,0.2758620689655172,0.2884615384615384,0.3,0.1481481481481481,0.0,0.2,0.0,0.5,0.2096774193548387,40.0,74.0,63.0,71.0,20.0,0.0,0.0,0.0,0.0,0.0,16,,101.0,6.3125,0.0,92.4,5.775,5.8,-0.1,-8.5,-8.5,0.0,0.0030110764598343,0.421,0.25,0.429,-0.2,-0.3,W (+21),W (+21)
29.0,8.0,2022-12-16,21-106,POR,DAL,0,12.0,1.0,4.0,.250,0.0,0.0,,0,0.0,,1.0,3.0,4.0,0.0,1.0,1.0,2.0,0.0,2.0,0.9,+5,4.0,1.0,0.25,15,12,15,6,16,2,15,14,1,8,15,12,8,16,3,13,62.0,1,58.0,78.0,22.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.2419354838709677,0.0,0.2068965517241379,0.1923076923076923,0.2727272727272727,0.2857142857142857,0.4,0.238095238095238,0.0,0.1842105263157894,0.25,0.2758620689655172,0.2884615384615384,0.3,0.1481481481481481,0.0,0.2,0.0,0.5,0.2096774193548387,40.0,74.0,63.0,71.0,20.0,0.0,0.0,0.0,0.0,0.0,16,2.0,67.0,4.1875,0.9000000000000004,63.1,3.94375,5.8,-0.1,-8.5,-8.5,0.0,0.0030110764598343,0.421,0.25,0.429,-0.2,-0.3,W (+16),W (+16)
30.0,9.0,2022-12-17,21-107,POR,HOU,0,4.033333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,-10,0.0,0.0,,15,12,15,6,16,2,15,14,1,8,15,12,8,16,3,13,62.0,1,58.0,78.0,22.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.2419354838709677,0.0,0.2068965517241379,0.1923076923076923,0.2727272727272727,0.2857142857142857,0.4,0.238095238095238,0.0,0.1842105263157894,0.25,0.2758620689655172,0.2884615384615384,0.3,0.1481481481481481,0.0,0.2,0.0,0.5,0.2096774193548387,40.0,74.0,63.0,71.0,20.0,0.0,0.0,0.0,0.0,0.0,16,0.0,63.0,3.9375,-0.4,60.50000000000001,3.78125,5.8,-0.1,-8.5,-8.5,0.0,0.0030110764598343,0.421,0.25,0.429,-0.2,-0.3,L (-20),L (-20)
31.0,,2022-12-19,21-109,POR,OKC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,15,12,15,6,16,2,15,14,1,8,15,12,8,16,3,13,62.0,1,58.0,78.0,22.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.2419354838709677,0.0,0.2068965517241379,0.1923076923076923,0.2727272727272727,0.2857142857142857,0.4,0.238095238095238,0.0,0.1842105263157894,0.25,0.2758620689655172,0.2884615384615384,0.3,0.1481481481481481,0.0,0.2,0.0,0.5,0.2096774193548387,40.0,74.0,63.0,71.0,20.0,0.0,0.0,0.0,0.0,0.0,16,,73.0,4.5625,0.0,71.10000000000001,4.4437500000000005,5.8,-0.1,-8.5,-8.5,0.0,0.0030110764598343,0.421,0.25,0.429,-0.2,-0.3,W (+12),W (+12)
32.0,,2022-12-21,21-111,POR,OKC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,15,12,15,6,16,2,15,14,1,8,15,12,8,16,3,13,62.0,1,58.0,78.0,22.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.2419354838709677,0.0,0.2068965517241379,0.1923076923076923,0.2727272727272727,0.2857142857142857,0.4,0.238095238095238,0.0,0.1842105263157894,0.25,0.2758620689655172,0.2884615384615384,0.3,0.1481481481481481,0.0,0.2,0.0,0.5,0.2096774193548387,40.0,74.0,63.0,71.0,20.0,0.0,0.0,0.0,0.0,0.0,16,,81.0,5.0625,0.0,68.5,4.28125,5.8,-0.1,-8.5,-8.5,0.0,0.0030110764598343,0.421,0.25,0.429,-0.2,-0.3,L (-2),L (-2)
33.0,,2022-12-23,21-113,POR,DEN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,15,12,15,6,16,2,15,14,1,8,15,12,8,16,3,13,62.0,1,58.0,78.0,22.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.2419354838709677,0.0,0.2068965517241379,0.1923076923076923,0.2727272727272727,0.2857142857142857,0.4,0.238095238095238,0.0,0.1842105263157894,0.25,0.2758620689655172,0.2884615384615384,0.3,0.1481481481481481,0.0,0.2,0.0,0.5,0.2096774193548387,40.0,74.0,63.0,71.0,20.0,0.0,0.0,0.0,0.0,0.0,16,,55.0,3.4375,0.0,56.400000000000006,3.5250000000000004,5.8,-0.1,-8.5,-8.5,0.0,0.0030110764598343,0.421,0.25,0.429,-0.2,-0.3,L (-3),L (-3)
34.0,10.0,2022-12-26,21-116,POR,CHO,0,0.4,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,15,12,15,6,16,2,15,14,1,8,15,12,8,16,3,13,62.0,1,58.0,78.0,22.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.2419354838709677,0.0,0.2068965517241379,0.1923076923076923,0.2727272727272727,0.2857142857142857,0.4,0.238095238095238,0.0,0.1842105263157894,0.25,0.2758620689655172,0.2884615384615384,0.3,0.1481481481481481,0.0,0.2,0.0,0.5,0.2096774193548387,40.0,74.0,63.0,71.0,20.0,0.0,0.0,0.0,0.0,0.0,16,0.0,96.0,6.0,0.0,89.1,5.56875,5.8,-0.1,-8.5,-8.5,0.0,0.0030110764598343,0.421,0.25,0.429,-0.2,-0.3,L (-13),L (-13)
35.0,,2022-12-30,21-120,POR,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,12,15,6,16,2,15,14,1,8,15,12,8,16,3,13,62.0,1,58.0,78.0,22.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.2419354838709677,0.0,0.2068965517241379,0.1923076923076923,0.2727272727272727,0.2857142857142857,0.4,0.238095238095238,0.0,0.1842105263157894,0.25,0.2758620689655172,0.2884615384615384,0.3,0.1481481481481481,0.0,0.2,0.0,0.5,0.2096774193548387,40.0,74.0,63.0,71.0,20.0,0.0,0.0,0.0,0.0,0.0,16,,70.0,4.375,0.0,62.8,3.925,5.8,-0.1,-8.5,-8.5,0.0,0.0030110764598343,0.421,0.25,0.429,-0.2,-0.3,W (+11),W (+11)
36.0,11.0,2023-01-02,21-123,POR,DET,0,5.7,1.0,2.0,.500,0.0,1.0,.000,3,4.0,.750,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,3.5,+2,1.0,1.0,1.0,15,12,15,6,16,2,15,14,1,8,15,12,8,16,3,13,62.0,1,58.0,78.0,22.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.2419354838709677,0.0,0.2068965517241379,0.1923076923076923,0.2727272727272727,0.2857142857142857,0.4,0.238095238095238,0.0,0.1842105263157894,0.25,0.2758620689655172,0.2884615384615384,0.3,0.1481481481481481,0.0,0.2,0.0,0.5,0.2096774193548387,40.0,74.0,63.0,71.0,20.0,0.0,0.0,0.0,0.0,0.0,16,0.0,81.0,5.0625,2.3000000000000007,92.0,5.75,5.8,-0.1,-8.5,-8.5,0.0,0.0030110764598343,0.421,0.25,0.429,-0.2,-0.3,L (-6),L (-6)
37.0,,2023-01-04,21-125,POR,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,15,12,15,6,16,2,15,14,1,8,15,12,8,16,3,13,62.0,1,58.0,78.0,22.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.2419354838709677,0.0,0.2068965517241379,0.1923076923076923,0.2727272727272727,0.2857142857142857,0.4,0.238095238095238,0.0,0.1842105263157894,0.25,0.2758620689655172,0.2884615384615384,0.3,0.1481481481481481,0.0,0.2,0.0,0.5,0.2096774193548387,40.0,74.0,63.0,71.0,20.0,0.0,0.0,0.0,0.0,0.0,16,,51.0,3.1875,0.0,62.7,3.91875,5.8,-0.1,-8.5,-8.5,0.0,0.0030110764598343,0.421,0.25,0.429,-0.2,-0.3,W (+29),W (+29)
38.0,,2023-01-06,21-127,POR,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,15,12,15,6,16,2,15,14,1,8,15,12,8,16,3,13,62.0,1,58.0,78.0,22.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.2419354838709677,0.0,0.2068965517241379,0.1923076923076923,0.2727272727272727,0.2857142857142857,0.4,0.238095238095238,0.0,0.1842105263157894,0.25,0.2758620689655172,0.2884615384615384,0.3,0.1481481481481481,0.0,0.2,0.0,0.5,0.2096774193548387,40.0,74.0,63.0,71.0,20.0,0.0,0.0,0.0,0.0,0.0,16,,45.0,2.8125,0.0,45.5,2.84375,5.8,-0.1,-8.5,-8.5,0.0,0.0030110764598343,0.421,0.25,0.429,-0.2,-0.3,L (-7),L (-7)
39.0,,2023-01-08,21-129,POR,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,15,12,15,6,16,2,15,14,1,8,15,12,8,16,3,13,62.0,1,58.0,78.0,22.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.2419354838709677,0.0,0.2068965517241379,0.1923076923076923,0.2727272727272727,0.2857142857142857,0.4,0.238095238095238,0.0,0.1842105263157894,0.25,0.2758620689655172,0.2884615384615384,0.3,0.1481481481481481,0.0,0.2,0.0,0.5,0.2096774193548387,40.0,74.0,63.0,71.0,20.0,0.0,0.0,0.0,0.0,0.0,16,,55.0,3.4375,0.0,44.19999999999999,2.7625,5.8,-0.1,-8.5,-8.5,0.0,0.0030110764598343,0.421,0.25,0.429,-0.2,-0.3,L (-9),L (-9)
40.0,,2023-01-10,21-131,POR,ORL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,15,12,15,6,16,2,15,14,1,8,15,12,8,16,3,13,62.0,1,58.0,78.0,22.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.2419354838709677,0.0,0.2068965517241379,0.1923076923076923,0.2727272727272727,0.2857142857142857,0.4,0.238095238095238,0.0,0.1842105263157894,0.25,0.2758620689655172,0.2884615384615384,0.3,0.1481481481481481,0.0,0.2,0.0,0.5,0.2096774193548387,40.0,74.0,63.0,71.0,20.0,0.0,0.0,0.0,0.0,0.0,16,,55.0,3.4375,0.0,63.60000000000001,3.975000000000001,5.8,-0.1,-8.5,-8.5,0.0,0.0030110764598343,0.421,0.25,0.429,-0.2,-0.3,L (-12),L (-12)
41.0,,2023-01-12,21-133,POR,CLE,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,15,12,15,6,16,2,15,14,1,8,15,12,8,16,3,13,62.0,1,58.0,78.0,22.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.2419354838709677,0.0,0.2068965517241379,0.1923076923076923,0.2727272727272727,0.2857142857142857,0.4,0.238095238095238,0.0,0.1842105263157894,0.25,0.2758620689655172,0.2884615384615384,0.3,0.1481481481481481,0.0,0.2,0.0,0.5,0.2096774193548387,40.0,74.0,63.0,71.0,20.0,0.0,0.0,0.0,0.0,0.0,16,,64.0,4.0,0.0,66.39999999999999,4.15,5.8,-0.1,-8.5,-8.5,0.0,0.0030110764598343,0.421,0.25,0.429,-0.2,-0.3,L (-3),L (-3)
42.0,12.0,2023-01-14,21-135,POR,DAL,0,5.416666666666667,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,1.2,-7,2.0,1.0,0.5,15,12,15,6,16,2,15,14,1,8,15,12,8,16,3,13,62.0,1,58.0,78.0,22.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.2419354838709677,0.0,0.2068965517241379,0.1923076923076923,0.2727272727272727,0.2857142857142857,0.4,0.238095238095238,0.0,0.1842105263157894,0.25,0.2758620689655172,0.2884615384615384,0.3,0.1481481481481481,0.0,0.2,0.0,0.5,0.2096774193548387,40.0,74.0,63.0,71.0,20.0,0.0,0.0,0.0,0.0,0.0,16,3.0,100.0,6.25,1.1999999999999995,95.2,5.95,5.8,-0.1,-8.5,-8.5,0.0,0.0030110764598343,0.421,0.25,0.429,-0.2,-0.3,,
43.0,13.0,2023-01-15,21-136,POR,DAL,0,4.016666666666667,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.2,-6,1.0,1.0,1.0,15,12,15,6,16,2,15,14,1,8,15,12,8,16,3,13,62.0,1,58.0,78.0,22.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.2419354838709677,0.0,0.2068965517241379,0.1923076923076923,0.2727272727272727,0.2857142857142857,0.4,0.238095238095238,0.0,0.1842105263157894,0.25,0.2758620689655172,0.2884615384615384,0.3,0.1481481481481481,0.0,0.2,0.0,0.5,0.2096774193548387,40.0,74.0,63.0,71.0,20.0,0.0,0.0,0.0,0.0,0.0,16,4.0,74.0,4.625,2.2,92.4,5.775,5.8,-0.1,-8.5,-8.5,0.0,0.0030110764598343,0.421,0.25,0.429,-0.2,-0.3,L (-6),L (-6)
44.0,14.0,2023-01-17,21-138,POR,DEN,0,2.3666666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+6,0.0,0.0,,15,12,15,6,16,2,15,14,1,8,15,12,8,16,3,13,62.0,1,58.0,78.0,22.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.2419354838709677,0.0,0.2068965517241379,0.1923076923076923,0.2727272727272727,0.2857142857142857,0.4,0.238095238095238,0.0,0.1842105263157894,0.25,0.2758620689655172,0.2884615384615384,0.3,0.1481481481481481,0.0,0.2,0.0,0.5,0.2096774193548387,40.0,74.0,63.0,71.0,20.0,0.0,0.0,0.0,0.0,0.0,16,0.0,62.0,3.875,0.0,66.3,4.14375,5.8,-0.1,-8.5,-8.5,0.0,0.0030110764598343,0.421,0.25,0.429,-0.2,-0.3,W (+17),W (+17)
45.0,,2023-01-19,21-140,POR,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,15,12,15,6,16,2,15,14,1,8,15,12,8,16,3,13,62.0,1,58.0,78.0,22.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.2419354838709677,0.0,0.2068965517241379,0.1923076923076923,0.2727272727272727,0.2857142857142857,0.4,0.238095238095238,0.0,0.1842105263157894,0.25,0.2758620689655172,0.2884615384615384,0.3,0.1481481481481481,0.0,0.2,0.0,0.5,0.2096774193548387,40.0,74.0,63.0,71.0,20.0,0.0,0.0,0.0,0.0,0.0,16,,62.0,3.875,0.0,49.2,3.075,5.8,-0.1,-8.5,-8.5,0.0,0.0030110764598343,0.421,0.25,0.429,-0.2,-0.3,W (+17),W (+17)
46.0,,2023-01-22,21-143,POR,LAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,15,12,15,6,16,2,15,14,1,8,15,12,8,16,3,13,62.0,1,58.0,78.0,22.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.2419354838709677,0.0,0.2068965517241379,0.1923076923076923,0.2727272727272727,0.2857142857142857,0.4,0.238095238095238,0.0,0.1842105263157894,0.25,0.2758620689655172,0.2884615384615384,0.3,0.1481481481481481,0.0,0.2,0.0,0.5,0.2096774193548387,40.0,74.0,63.0,71.0,20.0,0.0,0.0,0.0,0.0,0.0,16,,74.0,4.625,0.0,61.59999999999999,3.849999999999999,5.8,-0.1,-8.5,-8.5,0.0,0.0030110764598343,0.421,0.25,0.429,-0.2,-0.3,L (-9),L (-9)
47.0,15.0,2023-01-23,21-144,POR,SAS,0,5.266666666666667,0.0,2.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-2.2,-2,2.0,0.0,0.0,15,12,15,6,16,2,15,14,1,8,15,12,8,16,3,13,62.0,1,58.0,78.0,22.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.2419354838709677,0.0,0.2068965517241379,0.1923076923076923,0.2727272727272727,0.2857142857142857,0.4,0.238095238095238,0.0,0.1842105263157894,0.25,0.2758620689655172,0.2884615384615384,0.3,0.1481481481481481,0.0,0.2,0.0,0.5,0.2096774193548387,40.0,74.0,63.0,71.0,20.0,0.0,0.0,0.0,0.0,0.0,16,-2.0,103.0,6.4375,-2.2,116.0,7.25,5.8,-0.1,-8.5,-8.5,0.0,0.0030110764598343,0.421,0.25,0.429,-0.2,-0.3,L (-10),L (-10)
48.0,,2023-01-25,21-146,POR,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,15,12,15,6,16,2,15,14,1,8,15,12,8,16,3,13,62.0,1,58.0,78.0,22.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.2419354838709677,0.0,0.2068965517241379,0.1923076923076923,0.2727272727272727,0.2857142857142857,0.4,0.238095238095238,0.0,0.1842105263157894,0.25,0.2758620689655172,0.2884615384615384,0.3,0.1481481481481481,0.0,0.2,0.0,0.5,0.2096774193548387,40.0,74.0,63.0,71.0,20.0,0.0,0.0,0.0,0.0,0.0,16,,104.0,6.5,0.0,107.0,6.6875,5.8,-0.1,-8.5,-8.5,0.0,0.0030110764598343,0.421,0.25,0.429,-0.2,-0.3,L (-9),L (-9)
49.0,,2023-01-28,21-149,POR,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,12,15,6,16,2,15,14,1,8,15,12,8,16,3,13,62.0,1,58.0,78.0,22.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.2419354838709677,0.0,0.2068965517241379,0.1923076923076923,0.2727272727272727,0.2857142857142857,0.4,0.238095238095238,0.0,0.1842105263157894,0.25,0.2758620689655172,0.2884615384615384,0.3,0.1481481481481481,0.0,0.2,0.0,0.5,0.2096774193548387,40.0,74.0,63.0,71.0,20.0,0.0,0.0,0.0,0.0,0.0,16,,71.0,4.4375,0.0,66.60000000000001,4.1625000000000005,5.8,-0.1,-8.5,-8.5,0.0,0.0030110764598343,0.421,0.25,0.429,-0.2,-0.3,W (+20),W (+20)
50.0,,2023-01-30,21-151,POR,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,12,15,6,16,2,15,14,1,8,15,12,8,16,3,13,62.0,1,58.0,78.0,22.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.2419354838709677,0.0,0.2068965517241379,0.1923076923076923,0.2727272727272727,0.2857142857142857,0.4,0.238095238095238,0.0,0.1842105263157894,0.25,0.2758620689655172,0.2884615384615384,0.3,0.1481481481481481,0.0,0.2,0.0,0.5,0.2096774193548387,40.0,74.0,63.0,71.0,20.0,0.0,0.0,0.0,0.0,0.0,16,,75.0,4.6875,0.0,82.10000000000001,5.1312500000000005,5.8,-0.1,-8.5,-8.5,0.0,0.0030110764598343,0.421,0.25,0.429,-0.2,-0.3,W (+10),W (+10)
