Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Wiggins,Shared Games with Aleksej Pokusevski,Shared Games with Darius Bazley,Shared Games with Eugene Omoruyi,Shared Games with Isaiah Joe,Shared Games with Jalen Williams,Shared Games with Jaylin Williams,Shared Games with Jeremiah Robinson-Earl,Shared Games with Josh Giddey,Shared Games with Lindy Waters III,Shared Games with Luguentz Dort,Shared Games with Mike Muscala,Shared Games with Ousmane Dieng,Shared Games with Shai Gilgeous-Alexander,Shared Games with Tre Mann,Aaron Wiggins,Aleksej Pokusevski,Chet Holmgren,Darius Bazley,Eugene Omoruyi,Isaiah Joe,Jalen Williams,Jared Butler,Jaylin Williams,Jeremiah Robinson-Earl,Josh Giddey,Lindy Waters III,Luguentz Dort,Mike Muscala,Ousmane Dieng,Shai Gilgeous-Alexander,Tre Mann,co_inf with Aaron Wiggins,co_inf with Aleksej Pokusevski,co_inf with Chet Holmgren,co_inf with Darius Bazley,co_inf with Eugene Omoruyi,co_inf with Isaiah Joe,co_inf with Jalen Williams,co_inf with Jared Butler,co_inf with Jaylin Williams,co_inf with Jeremiah Robinson-Earl,co_inf with Josh Giddey,co_inf with Lindy Waters III,co_inf with Luguentz Dort,co_inf with Mike Muscala,co_inf with Ousmane Dieng,co_inf with Shai Gilgeous-Alexander,co_inf with Tre Mann,Shared Games with Dario Šarić,Shared Games with Olivier Sarr,Danilo Gallinari,Dario Šarić,Olivier Sarr,co_inf with Danilo Gallinari,co_inf with Dario Šarić,co_inf with Olivier Sarr,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
58,57,49,2023-02-15,28-075,OKC,,HOU,W (+37),0,18:04,3.0,7.0,.429,0.0,2.0,.000,0,0.0,,2.0,3.0,5.0,2.0,0.0,1.0,1.0,1.0,6.0,5.3,+23,5.0,3.0,0.6,43,23,31,18,45,49,28,26,48,24,47,38,17,46,47,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6142857142857143,0.6764705882352942,,0.7209302325581395,0.45,0.6164383561643836,0.6533333333333333,0.0,0.5714285714285714,0.6046511627906976,0.631578947368421,0.5853658536585366,0.6351351351351351,0.6031746031746031,0.4358974358974359,0.6764705882352942,0.7014925373134329,2,7,,57.0,9.0,,0.0350877192982456,0.7777777777777778,17,6.0,59.0,3.4705882352941178,5.3,80.49999999999999,4.735294117647058
59,58,50,2023-02-23,28-083,OKC,@,UTA,L (-1),0,28:01,7.0,10.0,.700,2.0,4.0,.500,0,0.0,,0.0,4.0,4.0,3.0,0.0,0.0,0.0,3.0,16.0,13.9,+6,6.0,5.0,0.8333333333333334,43,23,31,18,45,49,28,26,48,24,47,38,17,46,47,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6142857142857143,0.6764705882352942,,0.7209302325581395,0.45,0.6164383561643836,0.6533333333333333,0.0,0.5714285714285714,0.6046511627906976,0.631578947368421,0.5853658536585366,0.6351351351351351,0.6031746031746031,0.4358974358974359,0.6764705882352942,0.7014925373134329,2,7,,57.0,9.0,,0.0350877192982456,0.7777777777777778,17,13.0,44.0,2.588235294117647,13.900000000000002,64.89999999999999,3.8176470588235287
60,59,51,2023-02-24,28-084,OKC,@,PHO,L (-9),0,27:33,3.0,9.0,.333,1.0,2.0,.500,1,2.0,.500,2.0,3.0,5.0,3.0,1.0,0.0,0.0,5.0,8.0,5.9,-2,7.0,2.0,0.2857142857142857,43,23,31,18,45,49,28,26,48,24,47,38,17,46,47,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6142857142857143,0.6764705882352942,,0.7209302325581395,0.45,0.6164383561643836,0.6533333333333333,0.0,0.5714285714285714,0.6046511627906976,0.631578947368421,0.5853658536585366,0.6351351351351351,0.6031746031746031,0.4358974358974359,0.6764705882352942,0.7014925373134329,2,7,,57.0,9.0,,0.0350877192982456,0.7777777777777778,17,6.0,56.0,3.294117647058824,5.500000000000001,70.9,4.170588235294118
61,60,52,2023-02-26,28-086,OKC,,SAC,L (-9),0,20:20,3.0,8.0,.375,0.0,3.0,.000,1,3.0,.333,1.0,4.0,5.0,2.0,2.0,0.0,2.0,4.0,7.0,3.5,+1,5.0,3.0,0.6,43,23,31,18,45,49,28,26,48,24,47,38,17,46,47,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6142857142857143,0.6764705882352942,,0.7209302325581395,0.45,0.6164383561643836,0.6533333333333333,0.0,0.5714285714285714,0.6046511627906976,0.631578947368421,0.5853658536585366,0.6351351351351351,0.6031746031746031,0.4358974358974359,0.6764705882352942,0.7014925373134329,2,7,,57.0,9.0,,0.0350877192982456,0.7777777777777778,17,3.0,69.0,4.0588235294117645,3.099999999999998,88.3,5.194117647058824
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,43,23,31,18,45,49,28,26,48,24,47,38,17,46,47,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6142857142857143,0.6764705882352942,,0.7209302325581395,0.45,0.6164383561643836,0.6533333333333333,0.0,0.5714285714285714,0.6046511627906976,0.631578947368421,0.5853658536585366,0.6351351351351351,0.6031746031746031,0.4358974358974359,0.6764705882352942,0.7014925373134329,2,7,,57.0,9.0,,0.0350877192982456,0.7777777777777778,17,,0.0,0.0,0.0,0.0,0.0
63,61,53,2023-02-28,28-088,OKC,,SAC,L (-6),0,28:47,5.0,9.0,.556,0.0,2.0,.000,1,2.0,.500,1.0,3.0,4.0,0.0,5.0,0.0,3.0,5.0,11.0,7.9,+14,7.0,5.0,0.7142857142857143,43,23,31,18,45,49,28,26,48,24,47,38,17,46,47,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6142857142857143,0.6764705882352942,,0.7209302325581395,0.45,0.6164383561643836,0.6533333333333333,0.0,0.5714285714285714,0.6046511627906976,0.631578947368421,0.5853658536585366,0.6351351351351351,0.6031746031746031,0.4358974358974359,0.6764705882352942,0.7014925373134329,2,7,,57.0,9.0,,0.0350877192982456,0.7777777777777778,17,6.0,47.0,2.764705882352941,7.5,60.3,3.5470588235294116
64,62,,2023-03-01,28-089,OKC,,LAL,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,43,23,31,18,45,49,28,26,48,24,47,38,17,46,47,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6142857142857143,0.6764705882352942,,0.7209302325581395,0.45,0.6164383561643836,0.6533333333333333,0.0,0.5714285714285714,0.6046511627906976,0.631578947368421,0.5853658536585366,0.6351351351351351,0.6031746031746031,0.4358974358974359,0.6764705882352942,0.7014925373134329,2,7,,57.0,9.0,,0.0350877192982456,0.7777777777777778,17,,75.0,4.411764705882353,0.0,86.49999999999999,5.088235294117646
65,63,,2023-03-03,28-091,OKC,,UTA,W (+27),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,43,23,31,18,45,49,28,26,48,24,47,38,17,46,47,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6142857142857143,0.6764705882352942,,0.7209302325581395,0.45,0.6164383561643836,0.6533333333333333,0.0,0.5714285714285714,0.6046511627906976,0.631578947368421,0.5853658536585366,0.6351351351351351,0.6031746031746031,0.4358974358974359,0.6764705882352942,0.7014925373134329,2,7,,57.0,9.0,,0.0350877192982456,0.7777777777777778,17,,84.0,4.941176470588236,0.0,102.6,6.035294117647059
66,64,,2023-03-05,28-093,OKC,,UTA,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,43,23,31,18,45,49,28,26,48,24,47,38,17,46,47,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6142857142857143,0.6764705882352942,,0.7209302325581395,0.45,0.6164383561643836,0.6533333333333333,0.0,0.5714285714285714,0.6046511627906976,0.631578947368421,0.5853658536585366,0.6351351351351351,0.6031746031746031,0.4358974358974359,0.6764705882352942,0.7014925373134329,2,7,,57.0,9.0,,0.0350877192982456,0.7777777777777778,17,,84.0,4.941176470588236,0.0,108.1,6.358823529411764
67,65,,2023-03-07,28-095,OKC,,GSW,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,43,23,31,18,45,49,28,26,48,24,47,38,17,46,47,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6142857142857143,0.6764705882352942,,0.7209302325581395,0.45,0.6164383561643836,0.6533333333333333,0.0,0.5714285714285714,0.6046511627906976,0.631578947368421,0.5853658536585366,0.6351351351351351,0.6031746031746031,0.4358974358974359,0.6764705882352942,0.7014925373134329,2,7,,57.0,9.0,,0.0350877192982456,0.7777777777777778,17,,81.0,4.764705882352941,0.0,103.6,6.094117647058823
68,66,,2023-03-08,28-096,OKC,@,PHO,L (-31),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,43,23,31,18,45,49,28,26,48,24,47,38,17,46,47,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6142857142857143,0.6764705882352942,,0.7209302325581395,0.45,0.6164383561643836,0.6533333333333333,0.0,0.5714285714285714,0.6046511627906976,0.631578947368421,0.5853658536585366,0.6351351351351351,0.6031746031746031,0.4358974358974359,0.6764705882352942,0.7014925373134329,2,7,,57.0,9.0,,0.0350877192982456,0.7777777777777778,17,,41.0,2.411764705882353,0.0,56.60000000000001,3.329411764705883
69,67,,2023-03-11,28-099,OKC,@,NOP,W (+14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,43,23,31,18,45,49,28,26,48,24,47,38,17,46,47,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6142857142857143,0.6764705882352942,,0.7209302325581395,0.45,0.6164383561643836,0.6533333333333333,0.0,0.5714285714285714,0.6046511627906976,0.631578947368421,0.5853658536585366,0.6351351351351351,0.6031746031746031,0.4358974358974359,0.6764705882352942,0.7014925373134329,2,7,,57.0,9.0,,0.0350877192982456,0.7777777777777778,17,,55.0,3.235294117647059,0.0,79.10000000000001,4.652941176470589
70,68,,2023-03-12,28-100,OKC,@,SAS,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,43,23,31,18,45,49,28,26,48,24,47,38,17,46,47,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6142857142857143,0.6764705882352942,,0.7209302325581395,0.45,0.6164383561643836,0.6533333333333333,0.0,0.5714285714285714,0.6046511627906976,0.631578947368421,0.5853658536585366,0.6351351351351351,0.6031746031746031,0.4358974358974359,0.6764705882352942,0.7014925373134329,2,7,,57.0,9.0,,0.0350877192982456,0.7777777777777778,17,,71.0,4.176470588235294,0.0,79.19999999999999,4.658823529411764
71,69,,2023-03-14,28-102,OKC,,BRK,W (+14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,43,23,31,18,45,49,28,26,48,24,47,38,17,46,47,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6142857142857143,0.6764705882352942,,0.7209302325581395,0.45,0.6164383561643836,0.6533333333333333,0.0,0.5714285714285714,0.6046511627906976,0.631578947368421,0.5853658536585366,0.6351351351351351,0.6031746031746031,0.4358974358974359,0.6764705882352942,0.7014925373134329,2,7,,57.0,9.0,,0.0350877192982456,0.7777777777777778,17,,76.0,4.470588235294118,0.0,90.7,5.335294117647059
72,70,,2023-03-16,28-104,OKC,@,TOR,L (-17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,43,23,31,18,45,49,28,26,48,24,47,38,17,46,47,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6142857142857143,0.6764705882352942,,0.7209302325581395,0.45,0.6164383561643836,0.6533333333333333,0.0,0.5714285714285714,0.6046511627906976,0.631578947368421,0.5853658536585366,0.6351351351351351,0.6031746031746031,0.4358974358974359,0.6764705882352942,0.7014925373134329,2,7,,57.0,9.0,,0.0350877192982456,0.7777777777777778,17,,54.0,3.176470588235294,0.0,71.89999999999999,4.2294117647058815
73,71,,2023-03-19,28-107,OKC,,PHO,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,43,23,31,18,45,49,28,26,48,24,47,38,17,46,47,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6142857142857143,0.6764705882352942,,0.7209302325581395,0.45,0.6164383561643836,0.6533333333333333,0.0,0.5714285714285714,0.6046511627906976,0.631578947368421,0.5853658536585366,0.6351351351351351,0.6031746031746031,0.4358974358974359,0.6764705882352942,0.7014925373134329,2,7,,57.0,9.0,,0.0350877192982456,0.7777777777777778,17,,71.0,4.176470588235294,0.0,90.29999999999998,5.311764705882352
74,72,,2023-03-21,28-109,OKC,@,LAC,W (+1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,43,23,31,18,45,49,28,26,48,24,47,38,17,46,47,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6142857142857143,0.6764705882352942,,0.7209302325581395,0.45,0.6164383561643836,0.6533333333333333,0.0,0.5714285714285714,0.6046511627906976,0.631578947368421,0.5853658536585366,0.6351351351351351,0.6031746031746031,0.4358974358974359,0.6764705882352942,0.7014925373134329,2,7,,57.0,9.0,,0.0350877192982456,0.7777777777777778,17,,47.0,2.764705882352941,0.0,58.09999999999999,3.417647058823529
75,73,,2023-03-23,28-111,OKC,@,LAC,L (-22),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,43,23,31,18,45,49,28,26,48,24,47,38,17,46,47,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6142857142857143,0.6764705882352942,,0.7209302325581395,0.45,0.6164383561643836,0.6533333333333333,0.0,0.5714285714285714,0.6046511627906976,0.631578947368421,0.5853658536585366,0.6351351351351351,0.6031746031746031,0.4358974358974359,0.6764705882352942,0.7014925373134329,2,7,,57.0,9.0,,0.0350877192982456,0.7777777777777778,17,,52.0,3.0588235294117645,0.0,67.60000000000001,3.9764705882352946
76,74,,2023-03-24,28-112,OKC,@,LAL,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,43,23,31,18,45,49,28,26,48,24,47,38,17,46,47,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6142857142857143,0.6764705882352942,,0.7209302325581395,0.45,0.6164383561643836,0.6533333333333333,0.0,0.5714285714285714,0.6046511627906976,0.631578947368421,0.5853658536585366,0.6351351351351351,0.6031746031746031,0.4358974358974359,0.6764705882352942,0.7014925373134329,2,7,,57.0,9.0,,0.0350877192982456,0.7777777777777778,17,,68.0,4.0,0.0,82.0,4.823529411764706
77,75,,2023-03-26,28-114,OKC,@,POR,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,43,23,31,18,45,49,28,26,48,24,47,38,17,46,47,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6142857142857143,0.6764705882352942,,0.7209302325581395,0.45,0.6164383561643836,0.6533333333333333,0.0,0.5714285714285714,0.6046511627906976,0.631578947368421,0.5853658536585366,0.6351351351351351,0.6031746031746031,0.4358974358974359,0.6764705882352942,0.7014925373134329,2,7,,57.0,9.0,,0.0350877192982456,0.7777777777777778,17,,65.0,3.823529411764706,0.0,87.10000000000001,5.123529411764706
78,76,,2023-03-28,28-116,OKC,,CHO,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,43,23,31,18,45,49,28,26,48,24,47,38,17,46,47,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6142857142857143,0.6764705882352942,,0.7209302325581395,0.45,0.6164383561643836,0.6533333333333333,0.0,0.5714285714285714,0.6046511627906976,0.631578947368421,0.5853658536585366,0.6351351351351351,0.6031746031746031,0.4358974358974359,0.6764705882352942,0.7014925373134329,2,7,,57.0,9.0,,0.0350877192982456,0.7777777777777778,17,,77.0,4.529411764705882,0.0,99.7,5.864705882352942
79,77,,2023-03-29,28-117,OKC,,DET,W (+1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,43,23,31,18,45,49,28,26,48,24,47,38,17,46,47,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6142857142857143,0.6764705882352942,,0.7209302325581395,0.45,0.6164383561643836,0.6533333333333333,0.0,0.5714285714285714,0.6046511627906976,0.631578947368421,0.5853658536585366,0.6351351351351351,0.6031746031746031,0.4358974358974359,0.6764705882352942,0.7014925373134329,2,7,,57.0,9.0,,0.0350877192982456,0.7777777777777778,17,,54.0,3.176470588235294,0.0,74.39999999999998,4.376470588235293
80,78,,2023-03-31,28-119,OKC,@,IND,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,43,23,31,18,45,49,28,26,48,24,47,38,17,46,47,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6142857142857143,0.6764705882352942,,0.7209302325581395,0.45,0.6164383561643836,0.6533333333333333,0.0,0.5714285714285714,0.6046511627906976,0.631578947368421,0.5853658536585366,0.6351351351351351,0.6031746031746031,0.4358974358974359,0.6764705882352942,0.7014925373134329,2,7,,57.0,9.0,,0.0350877192982456,0.7777777777777778,17,,64.0,3.764705882352941,0.0,83.69999999999999,4.923529411764705
81,79,,2023-04-02,28-121,OKC,,PHO,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,43,23,31,18,45,49,28,26,48,24,47,38,17,46,47,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6142857142857143,0.6764705882352942,,0.7209302325581395,0.45,0.6164383561643836,0.6533333333333333,0.0,0.5714285714285714,0.6046511627906976,0.631578947368421,0.5853658536585366,0.6351351351351351,0.6031746031746031,0.4358974358974359,0.6764705882352942,0.7014925373134329,2,7,,57.0,9.0,,0.0350877192982456,0.7777777777777778,17,,44.0,2.588235294117647,0.0,69.49999999999999,4.088235294117646
82,80,,2023-04-04,28-123,OKC,@,GSW,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,43,23,31,18,45,49,28,26,48,24,47,38,17,46,47,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6142857142857143,0.6764705882352942,,0.7209302325581395,0.45,0.6164383561643836,0.6533333333333333,0.0,0.5714285714285714,0.6046511627906976,0.631578947368421,0.5853658536585366,0.6351351351351351,0.6031746031746031,0.4358974358974359,0.6764705882352942,0.7014925373134329,2,7,,57.0,9.0,,0.0350877192982456,0.7777777777777778,17,,50.0,2.9411764705882355,0.0,77.69999999999999,4.570588235294117
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,43,23,31,18,45,49,28,26,48,24,47,38,17,46,47,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6142857142857143,0.6764705882352942,,0.7209302325581395,0.45,0.6164383561643836,0.6533333333333333,0.0,0.5714285714285714,0.6046511627906976,0.631578947368421,0.5853658536585366,0.6351351351351351,0.6031746031746031,0.4358974358974359,0.6764705882352942,0.7014925373134329,2,7,,57.0,9.0,,0.0350877192982456,0.7777777777777778,17,,0.0,0.0,0.0,0.0,0.0
84,81,,2023-04-06,28-125,OKC,@,UTA,W (+16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,43,23,31,18,45,49,28,26,48,24,47,38,17,46,47,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6142857142857143,0.6764705882352942,,0.7209302325581395,0.45,0.6164383561643836,0.6533333333333333,0.0,0.5714285714285714,0.6046511627906976,0.631578947368421,0.5853658536585366,0.6351351351351351,0.6031746031746031,0.4358974358974359,0.6764705882352942,0.7014925373134329,2,7,,57.0,9.0,,0.0350877192982456,0.7777777777777778,17,,56.0,3.294117647058824,0.0,72.89999999999999,4.288235294117647
85,82,,2023-04-09,28-128,OKC,,MEM,W (+15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,43,23,31,18,45,49,28,26,48,24,47,38,17,46,47,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6142857142857143,0.6764705882352942,,0.7209302325581395,0.45,0.6164383561643836,0.6533333333333333,0.0,0.5714285714285714,0.6046511627906976,0.631578947368421,0.5853658536585366,0.6351351351351351,0.6031746031746031,0.4358974358974359,0.6764705882352942,0.7014925373134329,2,7,,57.0,9.0,,0.0350877192982456,0.7777777777777778,17,,58.0,3.411764705882353,0.0,60.4,3.552941176470588
