Player,SUMMARY,G,PTS,TRB,AST,FG%,FG3%,FT%,eFG%,PER,WS
Geno Carlisle,Career,6,1.3,0.2,0.2,66.7,-,66.7,66.7,18.1,0.1
Rick Carlisle,Career,188,2.2,0.8,1.1,42.2,22.9,77.5,43.5,7,0.5
Don Carlos,Career,56,11.2,5,2.8,41,0,75.6,41,11.9,2.7
Al Carlson,Career,28,2.6,2.6,0.5,34.2,,62.1,,9,0.1
Don Carlson,Career,180,8,1.7,1.8,33,,62.3,,-,11.3
Bob Carney,Career,19,3.6,2.4,0.8,37.5,,52.5,,8.9,0.3
Rodney Carney,Career,299,5.9,2,0.4,42.2,33.8,70.4,48.5,11.9,6.2
Bob Carpenter,Career,122,7.7,4.1,1.4,33.7,,76.8,,-,6.9
Antoine Carr,Career,987,9.3,3.4,1.1,50.3,13,78,50.3,14.2,42.1
Austin Carr,Career,682,15.4,2.9,2.8,44.9,15.4,80.4,44.9,15,32.9
Chris Carr,Career,297,6.7,2.2,1,41.6,33.8,80.7,46.2,11.9,3.9
Cory Carr,Career,42,4.1,1.2,1.6,32.9,16.7,75,34,5.1,-1.2
Kenny Carr,Career,674,11.6,7.4,1.4,51,7.9,68.4,51,14.7,33.6
M.L. Carr,Career,678,10,4.5,2,47.2,27.5,73.7,47.6,14,33.5
Darel Carrier,Career,350,20,3.4,2.6,41.7,37.7,85.1,45.1,15.6,30.5
Bob Carrington,Career,82,8.2,2.3,1.5,42.8,0,76,42.8,9.4,1.3
DeMarre Carroll,Career,578,8.9,4.2,1.3,43,35.8,74.1,50.8,13.3,29.5
Joe Barry Carroll,Career,705,17.7,7.7,1.8,47.4,0,74.7,47.4,16.4,35.6
Matt Carroll,Career,459,6.6,1.9,0.7,41.3,38.4,84.1,48.2,11.6,10.7
Jimmy Carruth,Career,4,1.3,1,0,66.7,-,100,66.7,9.7,0
Anthony Carter,Career,623,4.8,2.1,3.8,40.4,25,70.6,42.3,10.8,10.4
Butch Carter,Career,361,8.7,1.5,1.9,47.5,30.7,78.8,48.5,12.7,8.5
Fred Carter,Career,611,15.2,3.9,3.5,42.5,,69.3,,14,14.8
George Carter,Career,479,18.1,6.8,2,44.5,30.1,81.3,44.9,15.1,24.3
Howard Carter,Career,66,5.3,1.3,1.1,44,22.7,77.4,44.7,10.3,0
Jake Carter,Career,24,3.4,-,1,30.7,,67.9,,-,0.7
Maurice Carter,Career,10,4.2,1.1,0.4,31.4,36.4,80,37.1,5.8,0
Reggie Carter,Career,135,3.5,1.2,1.5,38.8,0,77.2,38.8,9.1,0.4
Ron Carter,Career,59,3,1.1,0.6,42.9,-,62.3,42.9,8,-0.2
Vince Carter,Career,1541,16.7,4.3,3.1,43.5,37.1,79.8,48.9,18.6,125.3
Bill Cartwright,Career,963,13.2,6.3,1.4,52.5,0,77.1,52.5,15.2,72.8
Jay Carty,Career,28,2.7,2.1,0.4,38.2,,72.7,,10.1,-0.1
Cornelius Cash,Career,6,3.5,2.7,0.2,39.1,,50,,12,0
Sam Cash,Career,7,2.9,2.7,0,22.2,-,70.6,22.2,3.2,-0.1
Sam Cassell,Career,993,15.7,3.2,6,45.4,33.1,86.1,48,19.5,87.5
Omri Casspi,Career,588,7.9,4,1.1,45.4,36.8,67.8,52,13,19.6
Harvey Catchings,Career,725,3.2,5,0.8,43.5,0,64.7,43.5,9.6,21.2
Terry Catledge,Career,515,12.7,6.4,0.9,48.5,9.4,65.4,48.5,14.1,20.9
Sid Catlett,Career,9,0.7,0.4,0.1,22.2,,22.2,,-1.4,-0.2
Kelvin Cato,Career,541,5.5,5.3,0.5,50.7,7.7,64.4,50.7,14.4,28.6
Bobby Cattage,Career,78,3.1,1.4,0.1,40.4,14.3,76.5,40.6,10.2,0.3
Willie Cauley-Stein,Career,422,8.7,5.9,1.4,54.4,18.8,61.2,54.5,16.6,23.3
Troy Caupain,Career,4,2.5,0.8,1,50,66.7,-,62.5,30.7,0.1
Duane Causwell,Career,541,4.9,4.2,0.4,50.7,28.6,61.8,50.8,11.7,15.8
Tyler Cavanaugh,Career,50,3.8,2.7,0.6,43.2,35.1,82.6,53.4,12.4,1.2
Ron Cavenall,Career,58,1.4,2.9,0.3,33.7,-,54.5,33.7,4.2,-0.2
Ahmad Caver,Career,1,2,0,0,100,-,-,100,76.2,0
Cedric Ceballos,Career,609,14.3,5.3,1.2,50,30.9,75.3,51.8,19.3,40.4
John Celestand,Career,16,2.3,0.7,1.3,33.3,22.2,83.3,35.6,2.7,-0.1
Al Cervi,Career,202,7.9,1.8,3.2,35.9,,83.9,,21.1,21.9
Lionel Chalmers,Career,36,3.1,0.9,1.4,33.6,24.5,62.5,38.4,6.5,-0.2
Mario Chalmers,Career,646,8.9,2.5,3.7,41.7,35.1,79.3,49.8,12.7,32.3
Bill Chamberlain,Career,78,5.3,2.5,1.4,41,25,65.2,41.3,10.6,0.5
Wilt Chamberlain,Career,1045,30.1,22.9,4.4,54,,51.1,,26.2,247.3
Jerry Chambers,Career,320,8.3,3.2,0.8,44,20,77.4,44,13.2,5.2
Tom Chambers,Career,1107,18.1,6.1,2.1,46.8,30.7,80.7,47.6,16.5,79
Mike Champion,Career,2,0,0,0,0,0,-,0,-43.7,-0.1
Tyson Chandler,Career,1160,8.2,9,0.8,59.7,0,64.4,59.7,16.1,102.1
Wilson Chandler,Career,676,12.5,5.3,1.8,44.3,34.1,77,50.2,12.8,29
Don Chaney,Career,790,8.4,4,2.2,43.6,20,77.6,43.7,11.6,36.3
John Chaney,Career,16,4.4,-,1.3,29.1,,69,,-,-0.1
Rex Chapman,Career,666,14.6,2.5,2.7,43,35,80,47.7,13.9,24.7
Wayne Chapman,Career,206,7,2.5,1.5,38.3,25.7,69.1,39.3,8.8,1.1
Len Chappell,Career,670,9.3,5.1,0.8,45.2,-,69.7,45.2,15.6,21.9
Ken Charles,Career,322,8.5,2,2.5,44.1,,78.9,,11.9,9.8
Lorenzo Charles,Career,36,3.4,1.1,0.2,55.7,-,66.7,55.7,11.5,0.5
Joe Chealey,Career,5,0.8,0,0.4,10,0,100,10,-1.9,-0.1
Calbert Cheaney,Career,825,9.5,3.2,1.7,46.6,29.8,69.1,48,11,23.1
Zylan Cheatham,Career,5,2.4,1.8,0.6,50,0,-,50,4,0
Maurice Cheeks,Career,1101,11.1,2.8,6.7,52.3,25.5,79.3,52.6,16.5,103.5
Phil Chenier,Career,578,17.2,3.6,3,44.4,40,80.6,44.5,15.3,39.3
Will Cherry,Career,8,1.9,0.6,1,26.3,22.2,50,31.6,5.8,0
Derrick Chievous,Career,154,7.1,2.4,0.7,44.3,24.2,75.5,44.8,11.8,2.7
Pete Chilcutt,Career,584,4.3,3.3,0.8,44.1,38.1,69.6,48.1,11.9,10.6
Josh Childress,Career,391,9.1,4.7,1.6,52.2,32.9,77.9,54.2,15.6,25.7
Randolph Childress,Career,51,2.4,0.5,1,32.8,27.3,80,40.3,5.9,-0.2
Chris Childs,Career,541,6.9,2.4,4.9,40.3,34.4,81.6,46.1,11.2,22.9
Chris Chiozza,Career,91,3.3,1.3,2.4,35.3,34.3,80,44.6,9.3,0.8
Leroy Chollet,Career,63,2.9,1.1,0.8,29.1,,62.7,,-,0.2
Jim Chones,Career,788,12.5,8.2,1.6,47.8,0,68,47.8,13.9,45.8
Marquese Chriss,Career,292,7.6,4.7,1,45.6,29,66.7,50,13.4,6.5
Fred Christ,Career,6,3.3,1.3,1.2,27.8,,90.9,,17.1,0.1
Cal Christensen,Career,291,5.2,5.5,1.6,33,,60.6,,12,8.2
Bob Christian,Career,248,3.8,4.1,0.8,48.5,-,70.4,48.5,12.3,5.7
Doug Christie,Career,827,11.2,4.1,3.6,42.6,35.4,82.1,47.9,14.6,55.7
Dionte Christmas,Career,31,2.3,1.2,0.3,35.5,29,75,42.7,11.1,0.3
Rakeem Christmas,Career,30,2.1,1.9,0.1,46.7,-,72.4,46.7,11,0.5
Semaj Christon,Career,64,2.9,1.4,2,34.5,19,54.8,37.2,5.7,0.1
Patrick Christopher,Career,4,1.5,1.5,0,25,0,-,25,-2.6,-0.1
Steve Chubin,Career,226,12.8,3.8,3.9,39.8,19.6,82,40.1,14.7,12.6
Robert Churchwell,Career,4,1.5,0.8,0.3,37.5,-,-,37.5,1.2,-0.1
Archie Clark,Career,725,16.3,3.3,4.8,48,,76.9,,16.4,64.7
Carlos Clark,Career,93,2.4,0.9,0.7,40.7,0,80.3,40.7,9.5,0.6
Dick Clark,Career,58,6.2,2.4,1.7,29.6,5.6,67.5,29.7,4.3,-0.1
Earl Clark,Career,261,4.4,3,0.5,40.3,32.8,66.4,43.9,10.2,2.9
Gary Clark,Career,170,3.1,2.5,0.5,35.1,32.6,83.8,48.9,9,3
Ian Clark,Career,330,5.6,1.3,1.2,43.9,34,80.4,51.3,10.3,4.4
Keon Clark,Career,353,8.2,5.9,0.9,50,5.3,64.5,50,15.4,18.2
Coty Clarke,Career,3,2,0.3,0,50,100,-,75,23.9,0
Gian Clavell,Career,7,2.9,1,0.4,33.3,40,100,50,7.4,0.1
Victor Claver,Career,80,3.2,2.2,0.7,39.8,29.3,58.5,46.6,7.5,0.2
John Clawson,Career,70,4.7,2.8,0.7,47.6,-,68.5,47.6,7,1.3
Charles Claxton,Career,3,0.7,0.7,0,50,-,0,50,0.2,0
Speedy Claxton,Career,334,9.3,2.5,4.3,40.9,19.3,76.2,41.7,14.5,14.2
Jim Cleamons,Career,652,8.3,3,3.9,46,22.6,76.5,46.1,12.6,29.1
Mateen Cleaves,Career,167,3.6,1,1.9,38.9,26.7,72.8,39.9,8.5,-0.8
Barry Clemens,Career,790,6.7,3.2,1.1,45.4,,75.6,,12.4,18.6
Chris Clemons,Career,33,4.9,0.9,0.8,40.1,34.6,90.9,53.2,13.1,0.4
Antonius Cleveland,Career,28,1.2,0.8,0.1,34.3,42.9,63.6,38.6,4,-0.1
Nat Clifton,Career,544,10,8.2,2.5,36.1,,63.3,,14.3,15
Bill Closs,Career,186,9,5,1.9,31.5,,71.8,,10.5,7.1
Keith Closs,Career,130,3.9,2.9,0.3,47.1,0,60.6,47.1,14.2,1.9
Paul Cloyd,Career,7,2.7,-,0.3,26.9,,62.5,,-,-0.1
Bob Cluggish,Career,54,4.4,-,0.4,26.1,,57.1,,-,1.1
Ben Clyde,Career,25,2.8,1.6,0.2,43.1,,77.8,,11.3,0.2
Richard Coffey,Career,52,1.3,1.5,0.1,37.3,0,54.5,37.3,7.9,0.2
Fred Cofield,Career,50,3.4,1,1.7,39.5,18.8,60,40.3,7.7,-0.5
John Coker,Career,25,1.6,1.2,0.1,40.9,-,83.3,40.9,8.9,0.1
Norris Cole,Career,360,7,2,2.7,40.7,32.4,74.3,44.9,9.2,3
Ben Coleman,Career,227,6.6,4.1,0.6,51.6,0,75.9,51.6,12.3,5
Derrick Coleman,Career,781,16.5,9.3,2.5,44.7,29.5,76.9,46.2,18,64.3
E.C. Coleman,Career,357,7.2,6,1.3,46.4,,69.4,,10,12.8
Jack Coleman,Career,633,10.6,9.2,2.8,41.6,,69.5,,15.8,47.7
Norris Coleman,Career,29,5.3,2.8,0.4,34.6,50,55.6,34.8,6.6,-0.4
Bimbo Coles,Career,852,7.8,2.1,3.9,42.5,26.7,81.1,44.7,12.1,27.4
Jason Collier,Career,151,5.6,2.9,0.3,45.5,35,73.8,46,11.7,1.9
Art Collins,Career,29,3.2,1.4,0.9,35.4,0,66.7,35.4,4.3,-0.4
Don Collins,Career,303,9.8,2.8,1.8,48.5,6.9,74.9,48.5,14.5,10.5
Doug Collins,Career,415,17.9,3.2,3.3,50.1,0,83.3,50.1,16.1,38
James Collins,Career,23,2.6,0.6,0.1,38.2,45,57.1,46.4,15.3,0
Jarron Collins,Career,542,3.9,2.9,0.8,45.5,0,69.9,45.5,9.4,15.7
Jason Collins,Career,735,3.6,3.7,0.9,41.1,20.6,64.7,41.2,7,20.1
Jimmy Collins,Career,74,3.8,0.9,0.9,41.4,,80.4,,12.2,0.6
Mardy Collins,Career,189,3.9,1.8,1.7,38,29.9,59.9,40.5,7.9,-1.6
Sherron Collins,Career,20,0.9,0.3,0.4,28,20,100,32,3.6,-0.2
Kyle Collinsworth,Career,32,3.2,3.3,1.8,38.4,23.5,52.5,40.4,10,0.5
Darren Collison,Career,711,12.5,2.7,5,47.1,39.4,85.3,51.7,16.2,49.9
Nick Collison,Career,910,5.9,5.2,1,53.4,20.8,72.3,53.6,13.2,44.5
Joe Colone,Career,15,5.5,-,0.6,31,,68.4,,-,0.1
Bonzie Colson,Career,8,4.9,3.8,0.4,33.3,23.8,88.9,39.7,12.9,0.2
Sean Colson,Career,13,1.2,0.5,0.8,25,20,50,27.1,6.8,-0.1
Steve Colter,Career,526,6.3,2,2.8,44.8,28.9,77.8,46.1,12.9,17.3
Glen Combs,Career,465,16.5,2.6,3.5,43.3,36.7,81,47.4,14.2,34.3
Leroy Combs,Career,48,4.5,1.2,0.8,49.7,0,61.5,49.7,13.5,0.4
John Comeaux,Career,23,3.3,1.2,0.5,42.9,-,71.9,42.9,10.3,0.4
Dallas Comegys,Career,142,6,3.2,0.7,45.7,0,68.2,45.7,10.7,1.1
Larry Comley,Career,12,2.1,1.6,1,21.6,,56.3,,5.6,-0.3
Jeff Congdon,Career,306,6.5,2,3.3,37.7,28.5,79.9,40.2,8.6,6.3
Gene Conley,Career,351,5.9,6.3,0.6,37.1,,65.7,,10.2,5.1
Larry Conley,Career,1,2,0,0,25,-,-,25,-11.4,0
Ed Conlin,Career,486,10.1,4.8,2,37,,75,,13,14.2
Marty Conlon,Career,379,6.5,3.5,1,49.8,20,73.5,50.2,13.2,8.9
Jimmy Conner,Career,24,4.4,1.2,1.6,48.8,0,75.9,48.8,12.2,0.3
Lester Conner,Career,687,6.3,2.7,3.9,45.3,20.2,75.3,45.6,14.1,28.6
Chuck Connors,Career,53,4.5,-,0.8,25.2,,47.1,,-,-0.3
Will Conroy,Career,16,0.4,0.7,1,13.6,0,12.5,13.6,-3.1,-0.4
Anthony Cook,Career,116,3.6,3.7,0.3,43.9,0,52.4,43.9,11,1
Bert Cook,Career,37,3.2,1.9,0.9,31.6,,68,,8.7,0
Bobby Cook,Career,51,11.5,-,3.1,35.8,,79,,-,1.9
Brian Cook,Career,421,5.5,2.6,0.6,43.9,38.2,78.3,50.2,13.1,10.2
Daequan Cook,Career,328,6.4,2.1,0.7,36.9,35.9,81.3,47.6,9.1,4.9
Darwin Cook,Career,612,9.5,2.1,3.7,45.3,19.6,76.4,45.8,13.8,22.9
Jeff Cook,Career,518,5.3,4.5,1.4,46.2,5.6,71.6,46.2,10.9,17.7
Norm Cook,Career,27,2.4,1.1,0.2,37.3,,52.9,,9.8,-0.1
Omar Cook,Career,22,1.7,0.6,2.1,33.3,0,50,33.3,9,-0.1
Quinn Cook,Career,188,6.4,1.7,1.6,46.1,40.8,79.5,54.8,12.3,4.1
Tyler Cook,Career,65,3.8,2.5,0.3,65.4,50,60,65.7,13.4,1.6
Charles Cooke,Career,13,0.5,0.2,0.1,14.3,12.5,50,17.9,-5.1,-0.2
David Cooke,Career,6,1.5,1.7,0.2,18.2,-,50,18.2,6.7,0
Joe Cooke,Career,73,4.3,1.6,1.3,39.3,,81.4,,10.4,-0.4
Jack Cooley,Career,23,2.9,2.4,0.3,44.9,-,57.5,44.9,15.6,0.5
Chuck Cooper,Career,409,6.7,5.9,1.8,33.9,,74.3,,11.1,11.6
Duane Cooper,Career,88,2.3,0.7,2,40.2,21.6,72,42.2,7.7,-0.5
Joe Cooper,Career,24,4.5,4,0.8,50.6,-,54.3,50.6,10.5,0.3
Michael Cooper,Career,873,8.9,3.2,4.2,46.9,34,83.3,50.2,12.8,52.5
Sharife Cooper,Career,13,0.5,0.4,0.4,21.4,16.7,-,25,-5.4,-0.2
Wayne Cooper,Career,984,7.9,6.2,0.9,45.7,14.6,73.6,45.7,13.4,36.9
Tom Copa,Career,33,1.5,1.1,0.1,55,-,30.8,55,10.7,0.2
Chris Copeland,Career,171,5.8,1.6,0.6,42.7,36.5,75.2,51.6,12.4,2.9
Hollis Copeland,Career,93,5,1.7,1,48.8,0,73.9,48.8,10.7,1.3
Lanard Copeland,Career,33,2.7,0.5,0.4,41.8,14.3,81.3,42.3,8.2,-0.4
Tyrone Corbin,Career,1065,9.2,4.7,1.8,45.6,29.9,79.1,46.8,13.1,56.5
Chris Corchiani,Career,112,3.7,1.2,2.2,42.1,26.9,81.6,45.5,11.7,1.6
Ken Corley,Career,3,0,-,0,-,,-,,-,0
Ray Corley,Career,102,4.3,2,1.7,30.4,,60.1,,-6.9,0.9
Petr Cornelie,Career,13,1.1,1.1,0.2,33.3,12.5,75,36.7,9.6,0
Dave Corzine,Career,891,8.5,5.9,1.7,48.4,18.9,74.7,48.5,13.6,37.3
Larry Costello,Career,706,12.2,3.8,4.6,43.8,,84.1,,14.5,62.7
Matt Costello,Career,4,1,2.3,0.5,50,-,-,50,9.7,0.1
Bryce Cotton,Career,23,3.8,0.8,0.8,41.8,30.4,83.3,46.2,12,0.1
Jack Cotton,Career,54,5.1,-,1.2,29.2,,50.9,,-,-1.5
James Cotton,Career,19,2.6,0.8,0,35.9,0,77.8,35.9,12.3,0
John Coughran,Career,24,2.8,0.8,0.5,35.8,22.2,57.1,37,6,-0.3
Mel Counts,Career,789,8.3,6,1.4,43.5,,76.4,,15.3,27.7
Steve Courtin,Career,24,4.2,0.9,0.9,40.8,,81,,6.9,0.2
Joe Courtney,Career,96,2.8,1.5,0.3,43.3,66.7,63.3,43.7,9.7,0.3
Marcus Cousin,Career,4,1,0.8,0,66.7,-,-,66.7,7.8,0
DeMarcus Cousins,Career,654,19.6,10.2,3,46,33.1,73.7,48.1,22,46.8
Bob Cousy,Career,924,18.4,5.2,7.5,37.5,,80.3,,19.9,91.1
Dave Cowens,Career,766,17.6,13.6,3.8,46,7.1,78.3,46,17,86.3
Chubby Cox,Career,7,4.1,1.4,0.9,35.1,0,50,35.1,1.6,-0.2
Johnny Cox,Career,73,7.8,3.8,1.9,42.1,,70.4,,10.3,0.5
Wesley Cox,Career,74,4.6,2.8,0.3,41.2,,51,,8.9,0.1
Allen Crabbe,Career,381,9.1,2.8,1.1,42.5,38.7,83.1,53.1,10.8,13.7
Chris Crawford,Career,252,6.6,2.2,0.6,43.7,34.7,82.4,46.2,12.9,6.5
Freddie Crawford,Career,297,6.8,2.5,2.1,44.6,,59.5,,11.4,6.1
Jamal Crawford,Career,1327,14.6,2.2,3.4,41,34.8,86.2,47.7,15.1,60.7
Joe Crawford,Career,2,4.5,2,0.5,30,25,100,35,10.8,0
Jordan Crawford,Career,281,12.2,2.5,3.1,41.1,31.7,82.6,46.4,14.1,6.3
Mitch Creek,Career,5,4.2,2.4,1.2,50,0,71.4,50,20.2,0.2
Jim Creighton,Career,32,1,1.4,0.1,27.9,,43.8,,5.5,-0.2
Ron Crevier,Career,3,0,0.3,0,0,-,0,0,-31.7,-0.1
Hal Crisler,Career,4,1.5,-,0,33.3,,100,,-,0.1
Joe Crispin,Career,21,3.8,0.5,1.2,38.2,38.5,92.3,49.3,17.1,0.4
Charlie Criss,Career,418,8.5,1.4,3.2,43.2,17.9,83.1,43.5,12.8,13.7
Russ Critchfield,Career,47,3.4,0.6,1.1,36.1,0,65.5,36.1,7.9,0.1
Winston Crite,Career,31,2.8,2.1,0.5,47.9,-,76,47.9,9.1,0.1
Javaris Crittenton,Career,113,5.3,2.4,1.8,44.2,23.1,63.8,45.4,10.6,0.1
Dillard Crocker,Career,154,8.8,2.2,1.3,31.6,,70.6,,12.8,1.8
Bobby Croft,Career,62,5.2,3.3,0.7,36.2,0,65.2,36.2,9.5,-0.6
Geoff Crompton,Career,82,1.2,1.7,0.3,37,-,44.2,37,5.6,-0.1
Terry Crosby,Career,4,1.5,0.3,1.8,50,-,100,50,3.5,0
Austin Croshere,Career,659,6.8,4,1,40.7,34,86.1,46.6,14.3,27.6
Jeff Cross,Career,21,1.2,1.4,0,25,-,56,25,1.5,-0.1
Pete Cross,Career,182,5.8,8.3,1,43.1,,69.5,,12.5,4.2
Russell Cross,Career,45,3.7,1.8,0.5,57.1,-,41.8,57.1,15.3,0.8
Chink Crossin,Career,147,4.7,-,1.5,31.8,,71.1,,-,3.7
John Crotty,Career,477,4,1.1,2.1,43.1,38.4,83.7,48.1,12.7,12.1
Bill Crow,Career,1,3,2,0,12.5,-,25,12.5,-12.3,-0.2
Mark Crow,Career,15,5.6,1.8,0.5,43.8,,70,,12.7,0.2
Corey Crowder,Career,58,2.1,0.8,0.3,36.9,38.2,70.8,42.2,7.6,0.2
Al Cueto,Career,149,5.3,4.9,1,40.4,23.8,71,40.7,11.4,2.2
Jarron Cumberland,Career,3,0.7,1,0.3,50,0,-,50,8.4,0
Pat Cummings,Career,683,9.6,5.6,1.2,49.7,0,73.7,49.7,13.3,22.6
Terry Cummings,Career,1183,16.4,7.3,1.9,48.4,29.5,70.6,48.5,18.3,91.1
Vonteego Cummings,Career,199,6.9,1.9,2.7,38.3,32.1,72.6,42.3,11.8,2.2
Billy Cunningham,Career,770,21.2,10.4,4.3,45.2,26.3,73,45.2,20,78.6
Dante Cunningham,Career,715,5.8,3.7,0.7,46.9,34.5,64.9,49.8,11.1,24.9
Dick Cunningham,Career,358,2.8,3.7,0.6,40.6,,63.6,,10.5,4.2
Jared Cunningham,Career,84,2.3,0.7,0.5,34.7,30.6,67.4,40.2,6.8,0.2
William Cunningham,Career,23,0.6,1.7,0.1,25.9,-,0,25.9,2.2,-0.1
Radisav ?ur?i?,Career,20,2.9,2.5,0.6,39,-,72.2,39,13.5,0.3
Armand Cure,Career,12,0.8,-,0,26.7,,66.7,,-,0
Earl Cureton,Career,674,5.4,4.7,1,47.3,0,53.8,47.3,10.4,14.4
Bill Curley,Career,147,2.7,2,0.4,44.4,22.2,74.3,44.6,8.2,1.6
Fran Curran,Career,123,4.9,-,1.2,39.5,,77.4,,-,9.2
Dell Curry,Career,1083,11.7,2.4,1.8,45.7,40.2,84.3,51.3,16,41.5
Eddy Curry,Career,527,12.9,5.2,0.5,54.5,100,64.2,54.5,15.9,21.7
JamesOn Curry,Career,1,0,0,0,-,-,-,-,-,0
Michael Curry,Career,667,4.5,1.6,1.2,44.7,29.8,82.5,46.3,7.5,17.8
Rastko Cvetkovi?,Career,14,0.7,0.8,0.2,31.3,0,0,31.3,2.1,-0.1
Mike D'Antoni,Career,180,3.4,1.5,2,41.4,0,73.5,41.4,10.2,2
Mike Dabich,Career,10,2,1.3,0.2,66.7,-,44.4,66.7,12,0.2
Ed Dahler,Career,14,2.5,1.6,0.4,36.8,,100,,10.4,0.1
Quintin Dailey,Career,528,14.1,2.5,2.3,45.4,15.8,77.9,45.6,15.1,12.7
Samuel Dalembert,Career,886,7.7,7.8,0.5,52.1,8.3,70.6,52.1,15.4,51.3
Howie Dallmar,Career,146,9.6,-,2.3,28.3,,69.8,,-,15.1
Erick Dampier,Career,987,7.4,7.1,0.8,49.8,12.5,62.6,49.8,14.3,52.7
Louie Dampier,Career,960,15.9,2.6,4.9,44.4,35.8,82,47.4,15.2,74.1
Bob Dandridge,Career,839,18.5,6.8,3.4,48.4,16.7,78,48.4,16.7,80.3
Antonio Daniels,Career,872,7.6,1.8,3.4,44.4,31.1,79.3,47.9,14.6,47
Erik Daniels,Career,21,0.6,0.9,0.2,33.3,50,-,36.1,4.6,-0.1
Lloyd Daniels,Career,200,7.1,2.2,1.6,40.3,31.6,74.3,45.8,11.5,3.3
Marquis Daniels,Career,548,7.9,2.8,1.8,45.1,23.5,72.1,46.4,12.9,16.5
Mel Daniels,Career,639,18.4,14.9,1.8,46.8,8.8,65.7,46.8,20.1,64.8
Troy Daniels,Career,339,6.6,1.3,0.5,40.1,39.5,79.9,54.6,10.4,5.1
Sasha Danilovi?,Career,75,12.8,2.4,2,43.9,37.9,78.9,51.8,11.7,4.2
Adrian Dantley,Career,955,24.3,5.7,3,54,17.1,81.8,54,21.5,134.2
Pete Darcey,Career,12,0.9,0.8,0.2,16.7,,55.6,,-5.7,-0.2
Jimmy Darden,Career,26,8.1,-,2.6,32.1,,68.8,,-,-0.2
Ollie Darden,Career,223,9.2,6.2,1,43.5,18.2,69.5,43.6,13.4,7.7
Yinka Dare,Career,110,2.1,2.6,0,39.6,-,57,39.6,6.2,-0.7
Jesse Dark,Career,47,3.6,0.8,0.6,47.1,,55,,11,0.3
Nate Darling,Career,7,1.3,0.1,0.1,28.6,28.6,100,42.9,8.2,0
Rick Darnell,Career,11,2.4,3.3,0.8,36.7,-,57.1,36.7,4.7,-0.1
Jimmy Darrow,Career,5,2.4,1.4,1.2,20,,85.7,,6,-0.1
Gigi Datome,Career,55,3.4,1.4,0.4,41.4,31.6,81.8,48.1,11.3,0.3
Brad Daugherty,Career,548,19,9.5,3.7,53.2,14.3,74.7,53.2,18.9,65.2
Mack Daughtry,Career,4,3.3,1.3,0.8,40,-,100,40,11.9,0.1
Korn¨¦l D¨¢vid,Career,109,5,2.8,0.6,44.6,0,81.7,44.6,12.5,2.5
Jermareo Davidson,Career,52,3.1,1.8,0.3,42.5,-,57.8,42.5,10.5,0
Bob Davies,Career,462,14.3,2.9,4.9,37.8,,75.9,,18.1,49.7
Brandon Davies,Career,78,3.7,2.5,0.7,41.1,22.7,64.4,43,8.7,0.3
Antonio Davis,Career,903,10,7.5,1.1,44.8,8.7,72.7,44.8,14.1,59.6
Aubrey Davis,Career,59,4.9,-,0.2,28.1,,63.5,,-,3.9
Baron Davis,Career,835,16.1,3.8,7.2,40.9,32,71.1,46.5,17.8,63.1
Ben Davis,Career,40,1.4,1.3,0.1,35.6,-,46.2,35.6,12.5,0.1
Bill Davis,Career,47,1.8,-,0.2,24,,34.1,,-,0.2
Bob Davis,Career,9,1.8,0.6,0.2,21.4,,66.7,,-1,-0.3
Brad Davis,Career,961,8.2,1.8,4.9,51,32.1,82.8,53.4,14.7,53.6
Brian Davis,Career,68,1.9,0.8,0.3,31.7,33.3,73.5,32.1,9.2,0
Charles Davis,Career,415,5.3,2.4,0.7,45.1,17,73.7,45.5,11.6,5.8
Charlie Davis,Career,144,8.9,1.5,2.2,40.8,,80.6,,11.9,1.4
Dale Davis,Career,1094,8,7.9,0.9,53,0,56.2,53,15.2,86.9
Deyonta Davis,Career,107,4.2,3.2,0.4,59.9,0,63.5,59.9,15.4,3.6
Dwight Davis,Career,340,8.6,5.9,1.6,42.3,,73,,12.3,11.4
Ed Davis,Career,722,5.9,6.4,0.7,56.7,0,58.3,56.7,16.4,43.3
Emanual Davis,Career,226,4.9,1.9,1.8,39.4,35.2,78.7,47.1,9.6,2.5
Glen Davis,Career,514,8,4.4,0.9,44.7,18.2,70,44.8,12.4,18.6
Harry Davis,Career,44,4,1.6,0.4,43.6,-,68.9,43.6,10.3,0.3
Hubert Davis,Career,685,8.2,1.5,1.7,45.8,44.1,83.7,53.7,11.8,27.7
Jim Davis,Career,597,6.7,5.2,1.2,46.1,,67.4,,14.2,19.2
Josh Davis,Career,67,2.3,1.7,0.3,37.3,32.9,72.4,45,11,0.8
Lee Davis,Career,453,7.8,4.8,1,48.2,18.9,60.7,48.4,15,12.7
Mark Davis,Career,230,5.5,3,1.3,44.2,24.6,65.5,45.5,11.9,2.3
Mel Davis,Career,190,5.3,4.3,0.9,37.6,,70.9,,12,0.3
Mickey Davis,Career,309,5,2.7,1,45.5,0,83.5,45.5,13.9,8.8
Mike Davis,Career,8,1.8,1.3,0,40,-,60,40,21.1,0.1
Monti Davis,Career,2,1.5,2,0,20,-,20,20,4.5,-0.1
Paul Davis,Career,82,2.6,1.9,0.4,40.2,0,73.2,40.2,10.6,0.5
Ralph Davis,Career,150,8,1.7,2.8,40.9,,67.7,,9.4,0.4
